"country","variable","scenario","cluster","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","gavi_2018","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"Afghanistan","p_transmission","a3_1","asia",2668.92151892115,4041.5822426088,3338.61733378372,436937.443965023,436937.443965023,436937.443965023,6595409.69187279,6595409.69187279,6595409.69187279,9935.67644321397,15045.7067722603,12428.7298934961,980.918300060966,1485.41563270626,1227.04967988082,54173.6409503158,82035.8388087985,67767.0845038641,191180.602801033,289506.940705079,239151.515084604,22788.0961667202,34508.270761058,28506.0704083906,245331.921042699,245331.921042699,245331.921042699,194923.712077126,194923.712077126,194923.712077126,0,0,0,TRUE,438.35825007787,663.810836591547,530.6583817003,22.7815252919671,34.4983204113904,27.5783730223894,4.04989142912418e-07,6.13279621677999e-07,5.06608754403913e-07
"Afghanistan","p_transmission","a5_1","asia",1228.73429064756,1860.68755375962,1537.05124310486,231052.341122824,231052.341122824,231052.341122824,3881034.74600662,3881034.74600662,3881034.74600662,2815.07573579128,4262.90091195207,3521.43273231076,277.923634196165,420.86289139743,347.660054078808,28330.3667294886,42901.0246707222,35439.0887914996,63381.908017208,95979.9376225611,79285.6557246596,7554.91401305777,11440.4914336159,9450.58819160317,121792.585166821,121792.585166821,121792.585166821,96092.2433764228,96092.2433764228,96092.2433764228,0,0,0,TRUE,910.421055090725,1378.66086395566,1102.11809823779,40.4358956896669,61.2325325541308,48.9500239423451,2.3113687355724e-07,3.50013172486086e-07,2.89133589494583e-07
"Afghanistan","p_prevent","a1","asia",6465.00249441388,7140.28552799138,6797.95296582526,480611.0046077,520793.472103526,501828.554209656,8667218.90519912,9330905.94162374,9009020.43885362,8643.45067215189,9318.73370572938,8985.78323431801,853.34088609325,920.009470677571,887.138310642523,125772.874671533,139018.68998955,132322.686984868,168218.928424814,181464.743742831,174914.931429496,20051.1404496241,21629.9978695252,20849.2818832617,137993.42718674,148395.136129728,143213.591969396,102113.073575732,113009.474505985,107700.685135432,0,0,0,TRUE,930.085479303942,1079.53481723298,1002.58599656031,47.7625500492931,55.4688228548204,51.5051537637595,5.82461858089183e-07,6.75302722434656e-07,6.27439275193812e-07
"Afghanistan","p_prevent","a3_1","asia",3308.35799592666,3379.85646209665,3342.13667149171,436937.443965023,436937.443965023,436937.443965023,6595409.69187279,6595409.69187279,6595409.69187279,12403.8797380466,12475.3782042166,12441.5995286516,1224.59630165548,1231.65512188713,1228.32025876,67187.4166393995,68566.2384138806,67838.4747628882,238671.380000483,240050.201774964,239399.143651476,28448.8398927962,28613.1908924964,28535.5869153627,245331.921042699,245331.921042699,245331.921042699,194923.712077126,194923.712077126,194923.712077126,0,0,0,TRUE,528.674127862799,531.721512233191,530.109466767864,27.4751266322853,27.6338524202585,27.5498466338484,5.05595834627968e-07,5.08510191058477e-07,5.07133334943647e-07
"Afghanistan","p_prevent","a5_1","asia",1528.91346066783,1549.60815173502,1538.66390219635,231052.341122824,231052.341122824,231052.341122824,3881034.74600662,3881034.74600662,3881034.74600662,3514.13373773603,3534.82842880322,3525.0779872747,346.939447143657,348.982569350578,348.019938715043,35256.4146856031,35723.1591738652,35476.264760792,79120.8330951049,79587.577583367,79367.7275081781,9430.94187875702,9486.5762795695,9460.37087702205,121792.585166821,121792.585166821,121792.585166821,96092.2433764228,96092.2433764228,96092.2433764228,0,0,0,TRUE,1097.94147698439,1104.40724105935,1100.97840672374,48.7643281005919,49.0519954629589,48.8994061926079,2.88534292372781e-07,2.90233467329848e-07,2.89432889731863e-07
"Angola","suspect_bite_incidence","a1","west africa",15288.1379084106,17578.3916737131,16503.3134029186,268790.649750896,312542.110098514,290557.63207758,10995683.4223521,12679941.0313837,11839257.0790478,8454.39013849945,9846.46351007783,9118.40125763993,834.675530157104,972.110585838838,900.231273838122,297507.691098172,340472.332669954,319642.881734029,162909.566189936,190695.381389571,176610.493413211,19183.9806464283,22455.9956268965,20797.3808219772,95387.8200826283,109732.401631784,102264.868781685,38652.9414202678,47568.9793017996,43013.9472571055,0,0,0,FALSE,1116.71397665752,1499.805523954,1298.39176238577,57.6609844571382,77.8342323777365,67.0359775924966,7.70455217672977e-07,1.03225584792151e-06,8.91645524633285e-07
"Angola","suspect_bite_incidence","a3_1","west africa",7808.69185990022,8905.69880733847,8368.18438902991,309990.406806694,342544.371807899,326392.492130099,15639383.7143697,17228063.0325073,16441044.0616473,16020.3970125207,18423.3983679572,17254.409170673,1581.64375557506,1818.88457335842,1703.47392137681,161197.816615743,184221.042419123,172788.794458295,301696.220997163,345058.482785657,323496.08316333,35527.2842477662,40633.5576876326,38094.4025801726,216121.197685778,239218.315646818,227982.121657396,149113.387871494,165848.698162786,157623.819780702,0,0,0,FALSE,848.887018671347,1075.38302696511,952.860448539256,45.3238639088453,57.1040067242651,50.8230081207703,6.69697759939637e-07,8.52456795781006e-07,7.56831678082298e-07
"Angola","suspect_bite_incidence","a5_1","west africa",3049.81000474139,5385.15836687856,3992.00259555175,128578.723214962,163590.432550526,143424.099796821,6806082.27078288,8853955.7528281,7653812.0973553,2379.47071770388,5121.59405159043,3480.50079464582,234.917711420554,505.638982851512,343.618971728556,71502.6938921019,122017.141295133,91682.7368710622,54839.1773845423,114336.682477305,78305.2654357888,6457.77741734667,13464.1123607445,9221.10795434927,84978.1302950265,111373.928184671,95579.0804326543,53978.629893478,68548.2122714959,60092.5612335882,0,0,0,FALSE,1328.8992064237,3720.97697481729,2199.05483404269,59.5266726593525,161.453110259889,97.743262279489,2.13647013846762e-07,6.02695544584156e-07,3.64148805250141e-07
"Angola","non_suspect_bite_incidence","a1","west africa",14056.2798138598,14755.9660933411,14408.9061336218,245571.617986305,272800.009455507,259109.93598319,10020810.87265,11074220.1642827,10555117.4441575,7616.98326657757,8316.66954605889,7964.04322629683,752.000965424674,821.078806250858,786.265111167821,272434.689419306,285761.847953992,279107.228460955,147630.633437043,160957.79197173,154285.252930081,17384.7569600315,18954.1427080926,18168.3947447822,86495.839673414,95356.2733105466,91111.2631265497,35155.8467273292,41736.5353728982,38443.7048650455,0,0,0,FALSE,1204.90670179371,1453.88532135486,1325.34657889665,62.2573828200256,75.0130234251504,68.4130028223817,7.98792046095526e-07,9.61510932486521e-07,8.741008469211e-07
"Angola","non_suspect_bite_incidence","a3_1","west africa",7310.43921992951,7310.50126240753,7310.47012954106,282766.129980175,309305.901375946,296225.298382502,14254959.0583295,15597443.7540256,14935776.0603855,15062.4480975111,15062.5101399892,15062.4792303776,1487.0684514549,1487.07457671496,1487.07152510556,150970.858482537,150971.99820257,150971.426291958,282420.483188466,282421.622908498,282421.055099078,33257.4029282338,33257.5371399167,33257.4702755503,197423.765718375,216441.593404427,207068.315464339,136490.367511769,149590.123843046,143133.673660224,0,0,0,FALSE,946.386686272449,1035.51850622495,991.588159687779,50.4740356334117,55.2277355308434,52.8847824576882,6.95912826208342e-07,7.6295323844019e-07,7.27415935006806e-07
"Angola","non_suspect_bite_incidence","a5_1","west africa",3687.25166690267,3687.26198683178,3687.2568082995,126055.022586656,152594.793982427,139514.190988983,6759589.43323042,8102074.12892652,7440406.43528644,3281.72007357542,3281.73039350454,3281.7252521077,323.993972050709,323.994990905075,323.994483311025,84425.3637385922,84425.5934581698,84425.4781850672,73551.237820973,73551.4675405506,73551.3530940756,8661.28095408042,8661.30800550553,8661.29452846418,84184.0007621051,103201.828448157,93828.5505080685,52695.5806966665,65795.3370279443,59338.8868451217,0,0,0,FALSE,2059.76379004489,2468.8498553441,2267.2240555506,91.9028492463961,110.15551021245,101.15934136208,3.17990497157131e-07,3.8982827660785e-07,3.49757641393544e-07
"Angola","p_rabid","a1","west africa",13718.7589809296,15186.4392267654,14419.017047224,245308.06953995,271120.849713366,259098.614533701,10058823.8517757,11003909.2436456,10557321.4169886,7472.0132979568,8487.07980111895,7972.51486784171,737.688533252377,837.902878437773,787.101489875444,265677.497304395,294295.214007906,279301.987478279,144888.784133514,164338.220024506,154450.461637897,17061.8809914527,19352.2167307408,18187.8494688202,87405.0244810746,94941.5495351394,91154.7509603818,35203.1586142909,41613.1136590251,38394.5563064689,0,0,0,FALSE,1185.19256181019,1472.68330567005,1324.21470414224,61.2080613400569,75.9472812851096,68.3540942838992,7.87011938876275e-07,9.71005940620338e-07,8.74613202696015e-07
"Angola","p_rabid","a3_1","west africa",6971.68882435781,7615.30216268138,7313.38930513191,295993.763952616,295993.763952616,295993.763952616,14924064.1498339,14924064.1498339,14924064.1498339,14364.4799683315,15690.5288073685,15068.4939315193,1418.16023824117,1549.07689805998,1487.6653377617,143975.1401065,157266.602830349,151031.711375817,269333.586647305,294196.96587065,282533.830568982,31716.3100640202,34644.1834663061,33270.750541913,206902.402886371,206902.402886371,206902.402886371,143019.390663261,143019.390663261,143019.390663261,0,0,0,FALSE,951.151126456955,1038.95610441422,990.41511498483,50.7281375444082,55.4110771538386,52.8222199790339,6.94263564267081e-07,7.58354112300264e-07,7.28289943534141e-07
"Angola","p_rabid","a5_1","west africa",3516.38536145412,3841.00347124403,3688.72918693609,139282.656559097,139282.656559097,139282.656559097,7428694.52473479,7428694.52473479,7428694.52473479,3129.648934633,3418.56092121948,3283.03569953831,308.980463513842,337.503841501177,324.123859692523,80513.1116988263,87945.74566385,84459.190584735,70142.9570356449,76618.1693738173,73580.7233713735,8259.92703636697,9022.43810973259,8664.75312727112,93662.6379301003,93662.6379301003,93662.6379301003,59224.6038481593,59224.6038481593,59224.6038481593,0,0,0,FALSE,2173.04728390939,2373.65106435043,2262.75167393991,96.9573481779557,105.907917753734,100.959791972158,3.341405926415e-07,3.64986615449666e-07,3.50517108218585e-07
"Angola","p_transmission","a1","west africa",11611.7989971124,17450.2876263942,14367.0266389588,246445.163757049,271938.234247622,258924.46982975,10079950.5211509,11028327.0405738,10548652.5740994,6331.62663685265,9648.36068434125,7935.32653819955,625.101720324658,952.552512649818,783.430002251709,224984.03271191,338060.518355365,278316.952360403,122665.249688508,186913.700628044,153707.991191476,14444.871661312,22010.6707007008,18100.417287839,87051.9154593058,95052.5896400986,91088.8285268985,35141.1871376287,41815.1629305877,38373.4063879763,0,0,0,FALSE,1044.7319343596,1741.78416907663,1329.32810304903,53.928366338484,89.905878548153,68.6278734913579,6.66118267879532e-07,1.10834559279188e-06,8.71163529768774e-07
"Angola","p_transmission","a3_1","west africa",5837.99783995722,8840.55139453439,7302.87942355056,295993.763952616,295993.763952616,295993.763952616,14924064.1498339,14924064.1498339,14924064.1498339,12028.6231129717,18215.0801196265,15046.8390830844,1187.54838721716,1798.31796340568,1485.52742221702,120562.832590827,182569.761151057,150814.667401712,225536.336736175,341532.22866216,282127.802817908,26558.8130900101,40218.3114105621,33222.9373367054,206902.402886371,206902.402886371,206902.402886371,143019.390663261,143019.390663261,143019.390663261,0,0,0,FALSE,819.324650334827,1240.71259109779,991.840483401693,43.6973816740341,66.1714398921516,52.8982397366424,5.81367009042315e-07,8.80370641689945e-07,7.27243322125553e-07
