"country","variable","scenario","cluster","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","gavi_2018","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"Congo","p_transmission","a5_1","east africa",500.797214837245,758.363128784093,626.457645801531,12685.5937524921,12685.5937524921,12685.5937524921,702989.173112484,702989.173112484,702989.173112484,438.562738290359,664.120552821832,548.606770918297,43.2979292524851,65.5665477265493,54.1622328592089,11620.4825752662,17597.0337566809,14536.3030432815,9965.11522674487,15090.2875718859,12465.5590292051,1176.41857219952,1781.46405289456,1471.6051767719,10047.8264615961,10047.8264615961,10047.8264615961,6146.35963549621,6146.35963549621,6146.35963549621,0,0,0,FALSE,1058.52645295421,1602.93867156369,1281.40812395693,46.5855385302394,70.5450119859896,56.394516400386,4.36475231699707e-07,6.60959417800632e-07,5.45995467791103e-07
"Congo","p_prevent","a1","east africa",2343.55486709304,2490.96959482021,2418.99329607664,30609.5226368481,34484.6261350868,32465.9823977354,1240856.93750716,1387439.22184594,1312116.86588909,1255.59298363304,1403.00771136021,1327.56928237661,123.960773291385,138.514568893781,131.066768440456,46126.514985549,48971.9378969719,47577.9645984259,24715.4457377097,27560.8686491326,26109.4190362557,2917.74944137087,3253.66210094313,3082.31312580861,10871.8175146338,12131.4508955374,11495.8061549707,4293.50598007193,5186.37158692641,4737.18504389699,0,0,0,FALSE,884.42631316984,1105.00714796239,988.360369064989,45.022417591552,56.1365243649662,50.2545408638574,1.03498995663818e-06,1.29049968827357e-06,1.15482921726423e-06
"Congo","p_prevent","a3_1","east africa",1242.85025089846,1258.51586399239,1250.24180532038,29589.4869233994,29589.4869233994,29589.4869233994,1415423.84501797,1415423.84501797,1415423.84501797,2488.04671446086,2503.7123275548,2496.32077313287,245.637080431309,247.183697478809,246.453952399066,26043.8285973444,26343.5791282344,26185.8366177561,47343.8045064473,47643.5550373373,47501.5470169256,5589.11057550924,5624.49723020835,5607.73266012438,25588.7890252779,25588.7890252779,25588.7890252779,17526.9121411092,17526.9121411092,17526.9121411092,0,0,0,FALSE,565.330061860709,568.88957783282,567.003992536432,29.7086110368702,29.8967068610893,29.7974262714777,9.72319054255769e-07,9.78441115396866e-07,9.75552524453926e-07
"Congo","p_prevent","a5_1","east africa",625.044721151936,629.347562200618,627.114133423559,12685.5937524921,12685.5937524921,12685.5937524921,702989.173112484,702989.173112484,702989.173112484,546.938245699403,551.241086748084,549.171674476461,53.9975045761694,54.4223106325087,54.2180040229681,14504.1715177885,14602.5814424905,14551.5346454274,12427.3470370072,12525.7569617092,12478.3938340704,1467.09411028853,1478.71176452272,1473.12037278024,10047.8264615961,10047.8264615961,10047.8264615961,6146.35963549621,6146.35963549621,6146.35963549621,0,0,0,FALSE,1275.28442638338,1285.31727053304,1280.09000788808,56.1234882060618,56.5679200089176,56.3365111295875,5.44334884554249e-07,5.48617244590151e-07,5.46557682475366e-07
"Cuba","suspect_bite_incidence","a1","americas",6683.45525653916,7685.57013053208,7180.18510419197,80035.5871994135,97993.4128503324,89240.0398671523,3420747.93539125,4180644.33821948,3808159.45749399,2026.04463487793,2505.23283150862,2267.33175211725,200.025058228368,247.333812084709,223.846581626572,143616.623635533,165563.200415272,154445.456306476,43526.38386828,53889.7555286402,48772.3138835294,4974.81141968447,6159.28426352129,5574.39057667818,24221.1147277333,29702.0219314268,26963.9575940227,15802.0385170798,19563.1204646768,17656.0623395534,0,0,0,FALSE,1365.44112482005,2063.45125188782,1679.5775271695,63.4767759073105,96.0485105050534,78.0803524431516,6.82123472791003e-07,1.03431772635968e-06,8.40874988106297e-07
"Cuba","suspect_bite_incidence","a3_1","americas",3973.6776974656,4527.28994890394,4249.92708578886,71863.2769918675,78745.9812730128,75429.5511391656,1075822.68512407,1220417.29633358,1151016.36199466,4816.14311216811,5507.1586286041,5164.40776951498,475.482765711932,543.704569186732,509.865847488848,89336.6917340075,102225.799212077,95802.2186110267,99593.0974283334,113552.235785027,106634.439461591,11382.9092696416,12978.3572424387,12187.6935325144,71791.3869502381,78662.9063304543,75254.6047033812,56855.2109138329,62344.2571476289,59619.7030783205,0,0,0,FALSE,195.349863273643,253.401376975316,222.874802564779,9.47425365679966,12.2540349466667,10.7940395973972,6.12250848187076e-07,7.67105757745197e-07,6.86258042264746e-07
"Cuba","suspect_bite_incidence","a5_1","americas",559.009370381791,1913.14288686081,1013.48915960641,27312.8327361531,38919.9871135144,31358.852436176,558071.937844588,1042620.97592427,704595.161972299,215.110843147153,807.937660325249,456.784092233807,21.2372216215538,79.7651615218172,45.0968666109196,14688.5021199374,49889.4031076253,26277.3495701073,5632.28058877701,20892.0979864137,11696.5155720513,643.73677070689,2387.84476005415,1336.84340547212,26037.4275416422,31937.7523023024,28441.8603793047,20450.7265398937,24720.2800618382,22261.1714547299,0,0,0,FALSE,690.736383819424,4846.90107049151,1542.51247788999,26.7121060894653,185.115240530064,60.2397489775435,6.73531565750311e-08,3.1029857271157e-07,1.60602747549587e-07
"Cuba","non_suspect_bite_incidence","a1","americas",6855.31579359163,7206.56456529174,7031.648836262,79953.1972845261,94422.3426955148,87199.3540352886,3421150.56031803,4033417.30968202,3722899.45937224,2035.50077193433,2386.74954363444,2210.41650096407,200.958633102663,235.636327168465,218.227516661262,147439.713528503,154958.823299024,151218.977079053,43798.1896065359,51317.2993770569,47538.0358265078,5005.87722783208,5865.26755222585,5433.31980471333,24235.4017686621,28556.4828472491,26365.8324888429,15588.3470560015,18879.0259152997,17233.8445288014,0,0,0,FALSE,1433.39319764086,1981.53563255546,1684.25247357161,66.6666134392795,92.0909596016756,78.3141203595188,7.12798135128331e-07,9.84819466339795e-07,8.3836400838071e-07
"Cuba","non_suspect_bite_incidence","a3_1","americas",4173.79960266143,4173.82222373572,4173.81087249851,70935.7422484478,78092.1125620351,74564.9669227543,1094872.0941468,1185013.7666957,1140585.82441263,5068.24311349035,5068.26573456463,5068.25446472756,500.371811380411,500.374044688415,500.372932052604,94100.0587440023,94100.5250202886,94100.2910432164,104656.487885272,104656.954161558,104656.721862344,11961.6252214129,11961.6785140687,11961.6519636255,70647.9082906869,77972.2095262718,74362.2961160025,55965.7771892703,61775.7726985903,58912.2120628263,0,0,0,FALSE,216.024997797566,233.811547741564,225.045098337213,10.4615321831042,11.3228887252051,10.8983522903847,6.50006347682461e-07,7.17397847606587e-07,6.81562395117717e-07
"Cuba","non_suspect_bite_incidence","a5_1","americas",1007.05073324379,1007.05267672003,1007.05170148519,27752.6964987431,34909.0668123304,31381.9211730497,657131.753392927,747273.425941827,702845.483658759,456.305698935165,456.307642411398,456.306674170004,45.0496363348588,45.0498282081966,45.0497326167482,26100.5156383078,26100.565284556,26100.5403721079,11668.8812758959,11668.9309221441,11668.906188344,1333.68496684545,1333.69064112161,1333.68781419275,24786.5903975261,32110.8916331109,28500.9782228417,19364.2652789841,25174.2607883042,22310.7001525401,0,0,0,FALSE,1440.10683213688,1637.65963845217,1540.29192086045,56.3146493691115,64.0398516595974,60.2323364601924,1.421030920439e-07,1.84094558829254e-07,1.60102109689801e-07
"Cuba","p_rabid","a1","americas",6680.81235407634,7438.15660516054,7043.38611195381,80049.9294171864,94124.0583007373,87050.5861261051,3424014.47522007,3997392.10042105,3714165.19000541,2013.73837538669,2414.50409780927,2205.48252650441,198.810099668752,238.376447607745,217.740400774671,143671.692121949,159943.621991939,151475.457139275,43268.1538443888,51891.4174875204,47427.8654688745,4945.29723638713,5930.88589857929,5420.72797638862,24239.6298982985,28334.3902967302,26305.0631949106,15625.3984014333,18886.8467253749,17220.2298681419,0,0,0,FALSE,1418.10257366171,1985.06029843795,1684.06012986745,65.9842155216424,92.3864723879234,78.3118774856713,7.10704678765957e-07,9.96097757242887e-07,8.38425100963494e-07
"Cuba","p_rabid","a3_1","americas",3960.03580882563,4398.52057090827,4179.00721499757,74502.5343533136,74502.5343533136,74502.5343533136,1139799.4234881,1139799.4234881,1139799.4234881,4808.68233147217,5341.12142982526,5074.56436658855,474.74618613839,527.312235186739,500.995888953667,89280.6525214876,99166.4672963891,94217.4447221003,99296.696929825,110291.27755395,104787.017933631,11349.0324240657,12605.648765296,11976.5440434579,74298.3985079333,74298.3985079333,74298.3985079333,58861.525341459,58861.525341459,58861.525341459,0,0,0,FALSE,213.400769569358,237.029469804705,224.610299751572,10.3344475534845,11.4787244563998,10.8772961189716,6.47212110629641e-07,7.18874368369454e-07,6.82997812671117e-07
"Cuba","p_rabid","a5_1","americas",955.473024128849,1061.26962766413,1008.30546747302,31319.4886036089,31319.4886036089,31319.4886036089,702059.082734224,702059.082734224,702059.082734224,432.936756263635,480.873517598989,456.874769253507,42.7424936203599,47.4751403312559,45.1058188698351,24763.7359115018,27505.748489054,26133.0351979078,11071.2787480529,12297.1419941443,11683.4338045645,1265.38248876818,1405.49149699828,1335.34823586464,28437.0806147724,28437.0806147724,28437.0806147724,22260.0134311728,22260.0134311728,22260.0134311728,0,0,0,FALSE,1459.9662011741,1621.6204158621,1536.65540314543,57.0912398237357,63.4126462453758,60.0901322742928,1.52243741939788e-07,1.6910087364917e-07,1.60661628893147e-07
"Cuba","p_transmission","a1","americas",5682.04181024021,8491.1960447564,7049.6100725707,80675.1118183308,94509.0848572641,87462.6250246392,3445502.64024424,4009014.40077999,3730201.06978747,1773.27204852616,2681.64533006747,2219.72337443808,175.069610340817,264.750467023593,219.146355208308,122214.840858716,182595.414524737,151605.608734511,38152.6504180658,57692.0487315982,47737.8237483018,4360.6250766295,6593.86416577797,5456.1543971266,24370.6588059045,28374.6271345538,26416.1865138117,15761.2860269162,18928.0971350388,17315.1259985079,0,0,0,FALSE,1284.84650882507,2260.80053769079,1680.48015024925,59.7223138369347,105.078267351032,78.1393196609674,6.24949903347529e-07,1.10035816078052e-06,8.40289105801662e-07
"Cuba","p_transmission","a3_1","americas",3333.12492953736,5047.39104774227,4169.47704662875,74502.5343533136,74502.5343533136,74502.5343533136,1139799.4234881,1139799.4234881,1139799.4234881,4047.41643521644,6129.04841811352,5062.99183281993,399.588782098771,605.101805563878,499.853368842773,75146.6843423831,113795.522707901,94002.583085613,83576.9668934217,126561.54490617,104548.051352288,9552.35910665637,14465.2452819763,11949.2315591176,74298.3985079333,74298.3985079333,74298.3985079333,58861.525341459,58861.525341459,58861.525341459,0,0,0,FALSE,185.966784031202,281.611601309601,225.123693879882,9.00589056757421,13.6377218012899,10.9021584691943,5.44751504271558e-07,8.24923355172868e-07,6.81440237541503e-07
"Cuba","p_transmission","a5_1","americas",804.212509255328,1217.82844796607,1006.00603656277,31319.4886036089,31319.4886036089,31319.4886036089,702059.082734224,702059.082734224,702059.082734224,364.398253479628,551.812395892339,455.832867377744,35.9759013280425,54.4787141997741,45.0029551521359,20843.3997214826,31563.4049560358,26073.4390618944,9318.57733579496,14111.227037906,11656.7897603175,1065.05895563517,1612.83082064379,1332.30297724661,28437.0806147724,28437.0806147724,28437.0806147724,22260.0134311728,22260.0134311728,22260.0134311728,0,0,0,FALSE,1272.27856416477,1926.62581675484,1540.16775221352,49.7518097362004,75.3397280974899,60.2274809076682,1.28141934967238e-07,1.94046781161384e-07,1.602952404126e-07
"Cuba","p_prevent","a1","americas",6854.16035575734,7199.06670117705,7027.55205679258,80686.6965296741,94728.5907042614,87470.2642550529,3444636.82583613,4021596.75496333,3732026.41233369,2042.99863604902,2387.90498146872,2214.51328043349,201.698873806303,235.750399936707,218.631978901537,147401.501248692,154824.627944349,151136.10876479,43932.3849612112,51355.5116568678,47620.9041407701,5021.21497297828,5869.63499259377,5442.79116896379,24390.6236983224,28482.6314036286,26432.1157106908,15875.9433045277,18946.5989241081,17303.0164168357,0,0,0,FALSE,1442.53513124188,1968.47745465986,1685.25808596783,67.0743356399891,91.5405971816482,78.3694992707742,7.1727875388253e-07,9.79025797373507e-07,8.37811586734922e-07
"Cuba","p_prevent","a3_1","americas",4160.74946320467,4188.52954533038,4173.83119166494,74502.5343533136,74502.5343533136,74502.5343533136,1139799.4234881,1139799.4234881,1139799.4234881,5053.53579189569,5081.3158740214,5068.23414556113,498.919803459305,501.662444193436,500.370926004771,93830.2148357158,94405.3776542664,94100.7151173962,104351.635251294,104926.798069845,104656.297788164,11926.7823461256,11992.5200965108,11961.603494424,74298.3985079333,74298.3985079333,74298.3985079333,58861.525341459,58861.525341459,58861.525341459,0,0,0,FALSE,224.311861680438,225.544939310806,224.890837864379,10.8628057317578,10.9226790815812,10.8908823222008,6.80167526269908e-07,6.83906514280901e-07,6.82145813011025e-07
"Cuba","p_prevent","a5_1","americas",1005.76575586264,1008.53436306742,1007.05412104289,31319.4886036089,31319.4886036089,31319.4886036089,702059.082734224,702059.082734224,702059.082734224,454.824012587771,457.592619792554,456.3042546123,44.9033540699908,45.17669001127,45.0494937413739,26067.5416942766,26138.5830739767,26100.60273989,11630.8634864752,11701.9048661753,11668.8438205619,1329.33975559303,1337.45937030929,1333.68068591956,28437.0806147724,28437.0806147724,28437.0806147724,22260.0134311728,22260.0134311728,22260.0134311728,0,0,0,FALSE,1534.24476787344,1543.58403097449,1538.57667474683,59.9952820299833,60.3617335506178,60.1652651736682,1.59940473056682e-07,1.60914063574741e-07,1.60461005401258e-07
"Dem. People's Republic of Korea","suspect_bite_incidence","a1","asia",5067.1936397255,5881.64752582694,5453.44782903715,551587.703172118,616313.123960327,582969.071833339,8445730.1766225,9350292.91421421,8885015.96495715,6745.09426498446,7748.50866413687,7231.45179117087,665.922087738524,764.986057091666,713.938647107713,103012.271018796,119086.439064741,110796.892613917,137235.570531042,157581.721362916,146936.870605285,16184.5283172429,18583.9999193294,17328.6264920681,158272.180748149,174614.115816578,166227.636716615,117646.161031232,133742.906752218,125256.899200054,0,0,0,TRUE,1089.98138128343,1386.23606237114,1228.66282200832,53.5958745949454,68.1331587578398,60.4682536681,3.86285738323114e-07,4.89568579109091e-07,4.35033062733066e-07
"Dem. People's Republic of Korea","suspect_bite_incidence","a3_1","asia",3325.44782886306,3815.66376886879,3575.99188298934,427349.911073037,459620.910217324,443863.559055496,6017158.03329063,6511297.20398893,6271861.42716975,8501.2318079215,9709.77908859077,9115.24406118341,839.30006186404,958.616159854236,899.91957369382,71212.2002457966,81762.0003360031,76549.9510901505,169391.518529058,192327.081512427,181273.76345082,19976.7583413383,22681.6056862349,21378.0607053284,246927.090071925,263671.916294495,255435.726035541,193992.253201202,207163.668142663,200630.603415172,0,0,0,TRUE,619.700816917755,765.923968562021,688.062918016425,31.2860673908881,38.4393342744134,34.5988371829182,3.22417037331593e-07,3.93224537889403e-07,3.56850789928858e-07
"Dem. People's Republic of Korea","suspect_bite_incidence","a5_1","asia",2399.30145737131,3051.52889701061,2696.13632062141,355132.401735813,394606.725611905,373464.472711234,5306330.72465348,5854982.98875687,5569815.23929584,3898.39998147005,5886.99640973301,4789.10428875376,384.876853089665,581.204766852527,472.813307134971,54702.8541617755,68433.5667953921,61103.3651900772,87428.4841992873,127096.25056465,105257.941187972,10310.6561424389,14988.7733793746,12413.3278506397,183167.793007,210718.566398024,195506.83463952,142901.774225315,164664.797017636,152681.693675626,0,0,0,TRUE,901.364695225648,1501.89385814357,1163.01815610393,41.7504898931249,66.9688264914994,52.9158672156542,1.85005054282042e-07,3.21399101506237e-07,2.44958407596543e-07
"Dem. People's Republic of Korea","non_suspect_bite_incidence","a1","asia",5085.30989476914,5633.47023375875,5360.11901462686,532112.158477433,617671.103197035,576535.104236889,8133508.72772847,9378212.40021047,8784080.9390079,6800.73073685415,7348.89107584376,7074.08195598604,671.414902819583,725.533060848952,698.402014841894,103266.528177505,114443.601714222,108903.759716006,138189.510122581,149366.583659298,143729.352120796,16297.0287591652,17615.1685275861,16950.3559493844,152304.547895164,175558.689803472,164335.882480559,114233.52626259,134045.173320733,123931.669637886,0,0,0,TRUE,1106.766809276,1379.00069317383,1241.72733559792,54.453335735929,67.8648646477691,61.1154284729912,3.87376480450336e-07,4.82512910967192e-07,4.30464841226804e-07
"Dem. People's Republic of Korea","non_suspect_bite_incidence","a3_1","asia",3505.30304799328,3505.3445868216,3505.32374267036,407335.293425805,471391.782516223,439820.39139719,5778497.58500085,6637583.62504515,6214167.64080575,8928.85638379129,8928.89792261962,8928.87722794254,881.518100507295,881.522201506064,881.520158385238,75046.5693954698,75047.3969586519,75046.9816881007,177585.714878151,177586.542441333,177586.130148702,20943.1200676441,20943.2176642053,20943.1690415215,233126.216030255,272706.63425753,253198.714259849,183069.493961394,214242.56776417,198878.358464145,0,0,0,TRUE,647.168064309724,743.385640863758,695.962939366976,32.5390511328291,37.3767880462653,34.9924154302045,3.27416177758234e-07,3.83007028324126e-07,3.52643071432786e-07
"Dem. People's Republic of Korea","non_suspect_bite_incidence","a5_1","asia",2641.27968422426,2641.30168903031,2641.29064703601,338082.242341943,402138.731432361,370567.340313328,5083988.78747666,5943074.82752096,5519658.84328156,4700.24541616858,4700.26742097463,4700.25645816288,464.040548205092,464.042720670859,464.041638346698,59851.4639405561,59851.9482767,59851.7052372055,103285.93180474,103286.416140884,103286.174844235,12180.7639345845,12180.821053537,12180.7925968297,174548.118732996,214128.536960271,194620.61696259,136207.016123587,167380.089926363,152015.880626339,0,0,0,TRUE,1081.63819887986,1264.41798274556,1174.33142051124,49.2222402270404,57.5400223793905,53.4404420688996,2.19505792310189e-07,2.69282044120141e-07,2.41508660876682e-07
"Dem. People's Republic of Korea","p_rabid","a1","asia",4911.32384306629,5813.46799489505,5355.01098455019,552606.724845857,595946.504401159,575036.146419077,8467128.02137694,9048922.38412939,8766894.80932312,6559.46335577716,7598.89135308524,7079.83444160083,647.595327911038,750.214807317656,698.969939778121,99707.8900247961,118091.551508507,108799.510163072,133317.358240015,154351.267356519,143846.695463064,15722.4439062429,18203.0245341448,16964.1945383043,158657.999489405,169504.575080458,164037.029217931,117429.575777227,129941.610360381,123481.043991608,0,0,0,TRUE,1114.25833426862,1379.52175251649,1238.29093485706,54.8562261028906,67.8750502079282,60.9460980740725,3.86978543361654e-07,4.78947886494224e-07,4.31599772036529e-07
"Dem. People's Republic of Korea","p_rabid","a3_1","asia",3233.94807979584,3755.3258794763,3497.42605639466,439261.559052296,439261.559052296,439261.559052296,6206672.92679565,6206672.92679565,6206672.92679565,8237.61100928979,9565.70988167409,8908.76005288507,813.273603863674,944.392657071356,879.534052530022,69236.9740474308,80399.3937348432,74877.896761304,163837.560493302,190252.072879372,177186.020350964,19321.7664120984,22436.894815356,20895.9831091394,252853.412507538,252853.412507538,252853.412507538,198606.402848436,198606.402848436,198606.402848436,0,0,0,TRUE,648.846034802535,753.45545204747,696.693242376154,32.623418146571,37.8830892507668,35.0291344345434,3.25786032610662e-07,3.7831049171183e-07,3.52329041737552e-07
"Dem. People's Republic of Korea","p_rabid","a5_1","asia",2436.80539305036,2829.67068171507,2635.33967929742,370008.507968434,370008.507968434,370008.507968434,5512164.12927147,5512164.12927147,5512164.12927147,4336.36655218896,5035.49198944156,4689.66656214921,428.115924580015,497.13839520481,462.996130991973,55218.0626003332,64120.4031064105,59716.8561821126,95289.8461023764,110652.835861503,103053.466297559,11237.7658840336,13049.56104641,12153.3487056522,194275.315210279,194275.315210279,194275.315210279,151743.925010629,151743.925010629,151743.925010629,0,0,0,TRUE,1094.66247604591,1271.1481058927,1175.38508467973,49.8149377406891,57.846290604241,53.4883912915216,2.23207284337456e-07,2.5919360799859e-07,2.41392817047973e-07
"Dem. People's Republic of Korea","p_transmission","a1","asia",4274.06286743805,6510.72714700827,5328.78802442239,553140.148514613,599288.002348534,575518.540257836,8464785.31070491,9090419.48753586,8770153.77013335,5668.89419963229,8578.5857077251,7048.40150956752,559.672216915511,846.93697076824,695.866664582691,86862.389710335,132354.942280053,108268.418674508,115183.419755092,174269.108497914,143206.357642514,13583.8639464212,20551.98452115,16888.6779244323,158413.41414431,169869.60605577,164082.944160652,117380.145068618,130066.633356935,123676.325968266,0,0,0,TRUE,986.734363810377,1603.5613238514,1244.27556492472,48.5730683060575,78.9212501839611,61.2413716437526,3.33720335924671e-07,5.41531520803551e-07,4.29563325159895e-07
"Dem. People's Republic of Korea","p_transmission","a3_1","asia",2799.28124962273,4238.98643177135,3501.68406442485,439261.559052296,439261.559052296,439261.559052296,6206672.92679565,6206672.92679565,6206672.92679565,7130.44021984424,10797.7060588761,8919.60590845582,703.966090191382,1066.02379137103,880.604829972301,59931.0221884706,90754.289228587,74969.0581651309,141817.078910502,214755.20226374,177401.733194327,16724.8368671045,25326.6091208222,20921.42265523,252853.412507538,252853.412507538,252853.412507538,198606.402848436,198606.402848436,198606.402848436,0,0,0,TRUE,574.814029290374,870.447368666283,695.846093481743,28.9011528539051,43.7653417661534,34.9865405204177,2.81998971227319e-07,4.27034223180762e-07,3.5275798020681e-07
"Dem. People's Republic of Korea","p_transmission","a5_1","asia",2109.28287571144,3194.11278391571,2638.54810590431,370008.507968434,370008.507968434,370008.507968434,5512164.12927147,5512164.12927147,5512164.12927147,3753.54000143908,5684.02795768734,4695.37593624048,370.575279747278,561.166325576329,463.559799662147,47796.398957618,72378.6690705778,59789.5591733467,82482.4757490499,124904.143243483,103178.927409891,9727.36120286573,14730.2527722422,12168.1446431587,194275.315210279,194275.315210279,194275.315210279,151743.925010629,151743.925010629,151743.925010629,0,0,0,TRUE,969.763725707323,1468.52414711396,1173.95586724521,44.1311551893541,66.8283060033507,53.4233517215559,1.93207253189956e-07,2.92575922552749e-07,2.41686697620761e-07
"Dem. People's Republic of Korea","p_prevent","a1","asia",5091.44875249503,5625.67584189502,5355.27296945037,550931.517630599,596638.029288025,574806.855737501,8448516.23174439,9079444.33515407,8766439.59582071,6808.52512871788,7342.75221811786,7078.92800116253,672.184418781649,724.926990601072,698.880449745014,103398.348072961,114322.536210835,108804.224981295,138310.575625968,149234.763763842,143828.886855507,16311.3063116993,17599.6226831485,16962.0943254209,158029.19483238,169871.334588227,164040.323896016,116899.002152422,129361.637940916,123363.103972735,0,0,0,TRUE,1150.59258174314,1333.54054857749,1238.38518973227,56.6122531953334,65.645336909793,60.9504793333179,4.00804829444705e-07,4.64645297086164e-07,4.31535846372129e-07
"Dem. People's Republic of Korea","p_prevent","a3_1","asia",3481.34957039211,3532.33683167891,3505.36100928908,439261.559052296,439261.559052296,439261.559052296,6206672.92679565,6206672.92679565,6206672.92679565,8901.86413893399,8952.85140022079,8928.83996132382,878.853240485778,883.887053528307,881.516479168379,74567.8988367902,75587.7857447308,75047.7322672211,177045.326092072,178065.213000012,177585.379569582,20879.3906891982,20999.6684603189,20943.08052388,252853.412507538,252853.412507538,252853.412507538,198606.402848436,198606.402848436,198606.402848436,0,0,0,TRUE,693.262140667563,697.232942440628,695.126461408256,34.8561789370685,35.0569713631858,34.9503598879532,3.52056317953337e-07,3.54072793063605e-07,3.53123174125943e-07
"Dem. People's Republic of Korea","p_prevent","a5_1","asia",2628.4184916672,2656.01955725773,2641.31168282199,370008.507968434,370008.507968434,370008.507968434,5512164.12927147,5512164.12927147,5512164.12927147,4685.52754794116,4713.12861353169,4700.2354223769,462.587499047878,465.312466038669,464.039561549256,59568.0880181637,60176.6673007829,59852.1706287404,102961.212780657,103569.792063277,103285.7094527,12142.4690215377,12214.240272932,12180.7377120615,194275.315210279,194275.315210279,194275.315210279,151743.925010629,151743.925010629,151743.925010629,0,0,0,TRUE,1169.53399350183,1176.42337450209,1172.74213607028,53.221735985564,53.5363170305138,53.3681199314004,2.41179768148602e-07,2.42600487273965e-07,2.4193683161906e-07
"Democratic Republic of the Congo","suspect_bite_incidence","a1","east africa",44177.2392001585,50812.0068854654,47406.2072950648,623125.647887644,741169.434878667,683305.103711594,26057160.8299348,30684104.0847727,28226489.1270127,24108.8499341659,28317.28968959,26119.157459235,2380.19144735726,2795.6775588861,2578.6628298908,850579.561257684,979822.969951525,913817.98828469,464587.226064175,547540.978854149,503503.994930798,54760.0346353434,64537.6396168527,59347.0820001315,223224.211172617,262135.205736804,241813.549942205,88254.3217482942,110507.432025465,99839.0019135926,0,0,0,TRUE,920.185551497675,1272.73197056525,1080.68145655413,47.5894258808998,66.0459486687097,56.0601095744874,9.1971049315567e-07,1.26855817031839e-06,1.08013622336208e-06
"Democratic Republic of the Congo","suspect_bite_incidence","a3_1","east africa",30811.578230307,34969.2117488761,32936.4377368911,615835.31147112,696304.36684851,656551.253688718,13799165.8755869,16008049.8176144,14938277.8072236,37455.602082518,43145.08411317,40381.4559681304,3697.87459691659,4259.57938608033,3986.73501181687,621435.686618362,707736.221790922,665337.308047896,697315.231254673,796539.106132532,747788.061427585,82191.2529510308,93886.5870457612,88140.3918281954,372850.117203483,425245.383704364,399807.139633742,221106.973782907,253723.280772143,238505.854214946,0,0,0,TRUE,319.831706420865,427.387331335571,369.929153099706,17.3239025797322,22.9566903175359,19.9766198175259,8.80799733938033e-07,1.15716965403617e-06,1.01002338290215e-06
"Democratic Republic of the Congo","suspect_bite_incidence","a5_1","east africa",19699.7609834894,26837.4007454188,22902.3039048504,308864.676267764,416985.0887478,357668.833334432,11027831.0312848,13451913.7932748,12182568.1676792,13073.601940322,21646.8909210685,16736.4664829658,1290.71588273521,2137.12992419376,1652.3390576704,430810.87034474,570570.138881372,493492.933116773,281301.565087968,443715.434545231,350556.675239768,33156.4937281888,52299.9152813059,41319.4651097205,148420.626612791,227434.332404388,182173.492146524,72173.7985058379,117357.796118376,91402.1563804246,0,0,0,TRUE,509.441797969778,1028.93707906052,727.90562930822,24.853386140573,47.8202593329623,34.7520644396423,5.74829745452701e-07,1.45848265265328e-06,9.18710306629271e-07
"Democratic Republic of the Congo","non_suspect_bite_incidence","a1","east africa",44962.4644607002,47872.4169475646,46409.3236177403,626134.142097304,708649.700384634,667629.795544856,26000392.4000627,29142484.4163858,27584758.9161555,24061.0775392696,26971.0300261339,25524.1708690939,2375.47502803148,2662.76554750313,2519.92166235219,866735.742890872,922610.107701676,894577.988308491,463992.934132941,519867.298943745,492025.053526126,54689.9865476815,61275.7942940288,57994.0804675192,222854.777986995,249665.67787226,236324.359411914,88592.9686759014,106793.1608513,97490.538360514,0,0,0,TRUE,964.011844370396,1211.18783515921,1080.73085145957,50.0135177821143,62.8080349345063,56.0637282968983,9.63731889153794e-07,1.21025136951328e-06,1.08004824101121e-06
"Democratic Republic of the Congo","non_suspect_bite_incidence","a3_1","east africa",32325.2852737036,32325.4267931333,32325.3557787953,639187.616856654,650851.93023495,645102.963892424,14623820.2624244,14746479.3043267,14686024.5925376,39608.0676937009,39608.2092131306,39608.1387080389,3910.38080324573,3910.39477501697,3910.38781426951,653065.034836513,653067.594450715,653066.31003833,733535.447383902,733538.006998103,733536.731796286,86460.4626461381,86460.7643431166,86460.6140374436,388435.728170758,396958.577703373,392757.93823868,231546.505559447,236953.431686317,234288.531034922,0,0,0,TRUE,369.211851607177,372.309990438436,370.783002473097,19.9360089360198,20.1032947445402,20.0208441594662,9.97788432305851e-07,1.01968501712383e-06,1.00846182474787e-06
