"year","variable","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2020,"p_prevent","a5_1",58432.9509164653,58906.9122653056,58653.9092492299,4244312.94792661,4244312.94792661,4244312.94792661,65135906.985071,65135906.985071,65135906.985071,49598.1152674858,50072.0766163261,49851.1182835615,4896.66699519376,4943.45971869439,4921.64519268818,1438993.75279631,1450717.32455589,1444457.61733557,1228695.60193099,1240419.17369058,1234955.30915131,145236.442691454,146621.959792454,145976.18202147,1608371.18505411,1608371.18505411,1608371.18505411,1152149.1171877,1152149.1171877,1152149.1171877,0,0,0,1300.8429325624,1313.27383376947,1306.6087427481,52.5112061846596,53.0122406906191,52.7435337152677,3.08374806315727e-07,3.11321646903551e-07,3.09947845042277e-07
2021,"suspect_bite_incidence","a1",44056.5457945633,74496.7226309605,59400.7563913498,3704878.29705039,4872467.30451353,4287240.1520554,54341243.9146701,73749426.1554444,64043081.0899007,37571.9726372912,63628.5191010392,50739.8104697142,3709.36349829313,6281.84494017183,5009.38299629931,1052572.16932613,1780122.35125769,1419281.70490893,903170.395953042,1529455.35672197,1219653.24143245,106764.380202602,180792.114305995,144174.085856917,1443036.46632315,1816004.91145096,1630574.77466292,1026538.75187434,1309980.47489594,1168000.13748686,0,0,0,854.039111430185,1962.88405901387,1262.18605266819,35.5298006416728,81.6561597743941,52.5092533798243,2.06893562899408e-07,4.40934935366979e-07,3.1117745262681e-07
2021,"suspect_bite_incidence","a3_1",41855.485997092,69654.3742600224,56755.9142061663,3595054.75825651,4454186.2848516,4055556.48517216,52712713.1634137,68132633.5335294,60977920.2237137,39685.1138166529,66042.6503085474,53812.9849437849,3917.98732630274,6520.18457348491,5312.78791272602,999473.870785468,1663287.97064146,1355283.57720142,954200.189461492,1587948.31604111,1293894.75399488,112772.651952391,187672.507969713,152919.632900211,1716831.08986163,2036238.64598809,1888036.22741383,1243240.07006272,1461800.50073592,1360390.2998527,0,0,0,798.161686684937,1716.83099734337,1133.14510033988,33.1954841545669,71.4028715211013,47.1274190079566,1.94894217801251e-07,3.84677623200954e-07,2.85020934251332e-07
2021,"suspect_bite_incidence","a5_1",36857.1738149626,70221.2506758974,52879.5622331229,3502780.82863671,4499469.42173205,3983557.6504883,51544001.4357108,69072922.0289834,60038523.3226258,34188.6350434996,66385.7122541839,49612.9299921359,3375.33714588497,6554.05400778591,4898.12960668305,878726.022123861,1676200.97240748,1261603.20863483,821351.675962877,1595902.01731564,1192357.84413458,97128.7568111876,188637.610840938,140963.978894904,1657931.02284808,2043666.54876182,1842942.16211024,1202345.15639118,1466814.36396629,1329099.63765721,0,0,0,776.432152122646,2020.34746169594,1210.13863386304,32.2977230910514,84.0966470884821,50.3527725489172,1.67290672072766e-07,4.00412992695818e-07,2.69205029936084e-07
2021,"non_suspect_bite_incidence","a1",55045.7237168855,60752.2155325035,57891.5790670805,3802041.89334215,4677132.11460254,4244561.33353105,57278150.7790533,69295121.835153,63351364.8862338,46602.3156831845,52308.8074988026,49462.9521486076,4600.90105994501,5164.28517204651,4883.32276266377,1314885.9487494,1451745.3310654,1383134.29282104,1120300.98699291,1257160.36930891,1188912.02523727,132432.762502488,148614.220752193,140544.625446499,1435240.09232688,1795525.25863666,1618630.53087184,1022498.40002856,1299021.72419851,1161071.53191461,0,0,0,1095.00012555944,1486.94589140678,1280.78414519011,45.5615307142879,61.8540219456144,53.285157809377,2.59546979130606e-07,3.64460328125289e-07,3.05585191958325e-07
2021,"non_suspect_bite_incidence","a3_1",55105.1136507412,55105.3314169717,55105.2221420493,3656080.21853525,4361515.9225491,4013829.26602138,55991866.862437,64348482.2402664,60229774.2643676,52249.1997987163,52249.4175649468,52249.3090736388,5158.4002900082,5158.42178938792,5158.41107837996,1315768.90612973,1315774.16017481,1315771.52369914,1256272.1578835,1256277.41192858,1256274.79435917,148475.066807833,148475.687417678,148475.378229363,1680564.75505555,2059386.0990101,1872677.1959145,1208036.76901017,1488238.08936322,1350135.83614031,0,0,0,1071.62662230327,1231.56876063483,1152.73819562822,44.5696677587164,51.2217689745487,47.9431526723347,2.53712501137263e-07,3.1090392326608e-07,2.79008625659711e-07
2021,"non_suspect_bite_incidence","a5_1",51809.9425112513,51810.1454080046,51810.043594574,3595941.71462752,4301377.41864137,3953690.76211365,55227774.0607481,63584389.4385775,59465681.4626787,48633.6944990277,48633.8973957809,48633.7963124582,4801.45274519817,4801.47277656085,4801.46279692015,1236059.13289562,1236064.02644274,1236061.57086466,1168820.60996851,1168825.50351563,1168823.06554659,138180.420328889,138180.998527602,138180.710468547,1641841.38832363,2020662.73227818,1833953.82918259,1181037.22883887,1461238.54919191,1323136.295969,0,0,0,1135.58190928657,1307.41433677939,1222.72341399443,47.2506579422098,54.4004690679528,50.8765468577318,2.40681899666631e-07,2.96215564680323e-07,2.65185499975944e-07
2021,"p_rabid","a1",53698.4751799585,62305.589718795,57872.7688305616,4031242.77237501,4423542.85884418,4232723.74560512,60086231.6100666,66207399.7892059,63226531.4209489,45331.2007360537,53707.2476363457,49434.5267983503,4475.40785168205,5302.34879864465,4880.51641662258,1282616.71813438,1489045.17065144,1382691.95726315,1089533.04847494,1290946.63459355,1188198.01100955,128800.208527843,152604.670792185,140461.17324013,1543246.77830944,1680169.2849677,1613934.40968833,1092101.85911403,1222751.09348273,1156232.99053347,0,0,0,1118.77324298786,1460.5260552154,1278.99538067509,46.5443187192511,60.7667659846378,53.2121168652929,2.69801389310155e-07,3.48014642837484e-07,3.06298239269196e-07
2021,"p_rabid","a3_1",51908.7117364109,58111.9567616601,55066.7517797064,4007675.00601988,4007675.00601988,4007675.00601988,60156870.6907675,60156870.6907675,60156870.6907675,48945.8242596658,55359.208662946,52190.4931329484,4832.26834149436,5465.44175071904,5152.60436427365,1239060.67003312,1387950.96495681,1314827.83057787,1176525.37558817,1331367.81324877,1254841.72163719,139056.365303751,157343.343009298,148306.134385153,1869372.33760984,1869372.33760984,1869372.33760984,1347691.34436253,1347691.34436253,1347691.34436253,0,0,0,1086.66420896715,1229.05011000786,1152.64039635582,45.1842609473744,51.1309589567448,47.9398075896624,2.61830258611012e-07,2.96137947209209e-07,2.79187254903314e-07
2021,"p_rabid","a5_1",48759.9977900687,54667.3965520294,51769.8844487925,3947536.50211215,3947536.50211215,3947536.50211215,59392777.8890786,59392777.8890786,59392777.8890786,45502.3916479139,51566.2354205386,48573.9950386911,4492.30899567638,5090.97335026502,4795.55880395697,1162916.38931554,1304600.53623022,1235076.49135187,1093266.45303209,1239589.91425751,1167366.05055117,129253.84202365,146540.88698222,138008.66837202,1830648.97087793,1830648.97087793,1830648.97087793,1320691.80419122,1320691.80419122,1320691.80419122,0,0,0,1151.77649492371,1305.26716812261,1222.72787819429,47.9132471198378,54.325985878701,50.8775956445163,2.48558802762128e-07,2.81682814350853e-07,2.65337570508651e-07
2021,"p_transmission","a1",46414.6335851671,70338.0623266133,57878.2956126156,4032910.88978104,4436277.74920443,4233085.33476408,60054789.3086493,66337762.4497988,63200050.0374035,39532.066161561,60016.1221631124,49269.8217300387,3902.8774093767,5925.20427420924,4864.25559970257,1108788.34881852,1680394.86516947,1382785.89677069,950271.797701909,1442451.52891152,1184265.75754722,112332.959519976,170517.770452828,139994.758948812,1543407.51519836,1683266.72018561,1613542.8634966,1090751.69360887,1224761.34793349,1157319.51100974,0,0,0,1000.64427930601,1678.0747603398,1282.73348305768,41.6338352485002,69.8092510061088,53.3664421474955,2.34853251047474e-07,3.88854671058143e-07,3.05351799723929e-07
2021,"p_transmission","a3_1",44005.9783078312,66638.7760631701,55048.0041880605,4007675.00601988,4007675.00601988,4007675.00601988,60156870.6907675,60156870.6907675,60156870.6907675,41725.3522357538,63185.1729933928,52195.0559236663,4119.41369251161,6238.0747638042,5153.05483434886,1050750.01089051,1591163.23511807,1314405.30562927,1003238.30771941,1519215.11953052,1254970.33947964,118569.74907734,179551.512488098,148321.20859079,1869372.33760984,1869372.33760984,1869372.33760984,1347691.34436253,1347691.34436253,1347691.34436253,0,0,0,952.072580335549,1441.73428065683,1152.53963476436,39.5973354381555,59.9626930390226,47.9348943941662,2.23205144295135e-07,3.38002075467644e-07,2.7921166304623e-07
2021,"p_transmission","a5_1",41374.5118575269,62653.9150324091,51756.2471535035,3947536.50211215,3947536.50211215,3947536.50211215,59392777.8890786,59392777.8890786,59392777.8890786,38838.0692289279,58812.9276566728,48583.2973354058,3834.36125999354,5806.41663889876,4796.47719065486,987095.169948248,1494769.95023296,1234778.11875894,933400.9409158,1413459.60457823,1167609.41629771,110348.61385202,167102.154370206,138037.230313279,1830648.97087793,1830648.97087793,1830648.97087793,1320691.80419122,1320691.80419122,1320691.80419122,0,0,0,1009.85923087847,1529.24125911081,1222.49376115926,42.0194377658224,63.6305099829938,50.8669911873465,2.1215465032765e-07,3.21268187360179e-07,2.65388384710951e-07
