"year","cluster","variable","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2020,"americas","p_transmission","a3_1",1454.99288811357,2203.31275567266,1820.08048030488,21401.9648381967,21401.9648381967,21401.9648381967,1250900.9225086,1250900.9225086,1250900.9225086,458.531449017136,694.359361242101,573.58592159276,45.2693776880768,68.5519308276403,56.6283463801756,37615.9765812691,56962.3134901024,47054.5975052419,11854.4278730919,17951.2942536315,14828.934746171,1368.09396721062,2071.72017367131,1711.37539353091,6466.24111372189,6466.24111372189,6466.24111372189,4234.74130537647,4234.74130537647,4234.74130537647,0,0,0,1801.51805006407,2728.05916625765,2180.84314035296,69.6830493018933,105.521829977809,84.3554135155664,7.0911591595942e-07,1.07382225473871e-06,8.87046912580422e-07
2020,"americas","p_transmission","a5_1",1523.67049508441,2307.31205952089,1905.9907090784,22295.58085206,22295.58085206,22295.58085206,1374696.2790308,1374696.2790308,1374696.2790308,480.174745624721,727.13405017528,600.659942922327,47.4061527569276,71.7876734906695,59.3012799373621,39360.0797148006,59603.4292733561,49236.3319280781,12404.070516425,18783.6243272922,15516.4934355447,1431.54370299765,2167.80282646754,1790.74590400349,6736.23205391866,6736.23205391866,6736.23205391866,4411.55837211133,4411.55837211133,4411.55837211133,0,0,0,1890.5678790581,2862.90832984621,2288.64317527591,73.1858908098687,110.826222505788,88.5958083726372,7.12823937449408e-07,1.07943735363494e-06,8.91685348893089e-07
2020,"americas","p_prevent","a1",1768.87329388455,1870.01444477653,1823.35205457641,19635.094206893,23317.3217965291,21353.3543820157,1150131.15274495,1362171.23002152,1248288.7183988,526.139993512987,627.281144404968,572.802383713104,51.9441581034316,61.9295080054941,56.5509901327839,45730.7365153251,48345.5418483519,47139.1776170673,13602.3136856108,16217.1190186376,14808.6779168954,1569.8137010586,1871.58274802071,1709.03759653021,5942.28667478295,7040.86701839151,6452.64947230244,3824.11456648503,4652.56058863991,4224.0277187054,0,0,0,1833.51781414688,2588.99009164164,2179.26592816698,70.9208060582868,100.142612610272,84.2944066583154,7.47265915033834e-07,1.05562248800102e-06,8.87701069416244e-07
2020,"americas","p_prevent","a3_1",1820.14968957927,1824.01268021524,1821.97620133785,21401.9648381967,21401.9648381967,21401.9648381967,1250900.9225086,1250900.9225086,1250900.9225086,572.141758074272,576.004748710249,574.178236951669,56.4857686269988,56.867149626013,56.6868238253986,47056.3867747743,47156.2567923419,47103.6076403177,14791.5987416209,14891.4687591884,14844.2478936451,1707.06652572796,1718.59230917379,1713.14265087159,6466.24111372189,6466.24111372189,6466.24111372189,4234.74130537647,4234.74130537647,4234.74130537647,0,0,0,2171.68508646766,2186.34788469017,2178.59340881618,84.0011783080002,84.5683380383213,84.2683934862151,8.84813523053045e-07,8.90787613050679e-07,8.879629244465e-07
2020,"americas","p_prevent","a5_1",1906.06318512294,1910.10851407466,1907.97591067522,22295.58085206,22295.58085206,22295.58085206,1374696.2790308,1374696.2790308,1374696.2790308,599.147612957574,603.192941909289,601.280216357014,59.1519723238709,59.5513550152441,59.3625175960765,49238.204158918,49342.7047517468,49287.6144680714,15477.42630905,15581.9269018788,15532.5165927254,1786.23719866731,1798.29752720426,1792.59512355877,6736.23205391866,6736.23205391866,6736.23205391866,4411.55837211133,4411.55837211133,4411.55837211133,0,0,0,2279.03243476203,2294.42002154508,2286.28223852049,88.2237663985606,88.8194362280367,88.5044140029851,8.89440280800647e-07,8.95445609772891e-07,8.92606150655442e-07
2020,"asia","suspect_bite_incidence","a1",19929.3967019717,33626.1795336223,26740.1946678706,3122320.94536393,3935320.84891136,3515717.52149659,42451864.7328148,54894010.7042571,48398280.9302538,24650.1418635388,41305.4106736761,32551.5706377501,2433.63150875941,4077.95417382131,3213.71489065595,498966.154010143,841911.96436665,669508.282290467,617083.990282077,1034020.7994046,814885.821307649,72842.5425249636,122059.706975346,96191.4864421712,1288127.93029698,1578359.092764,1428361.52741045,957828.030647068,1195662.85475627,1073549.39448233,0,0,0,1027.75554196025,2226.92473772142,1486.81860758283,41.0551361802964,88.9571137296308,59.3927144941472,1.56175752251484e-07,3.20662332538299e-07,2.27894479185285e-07
2020,"asia","suspect_bite_incidence","a3_1",19836.3639420181,33484.5709944295,26546.8822162467,3160729.05338287,3842865.49785734,3496121.64451058,42786693.3760985,53595842.4233506,48101331.7247891,24047.2515742976,40592.8892841351,32182.4315660813,2374.11003369671,4007.60916267081,3177.27094315656,496651.072809562,838366.757322836,664665.035278497,601990.696170528,1016188.54867141,805644.018013035,71060.6811706606,119953.764956736,95100.4941971797,1306681.60409381,1540147.9419823,1421472.24552603,982045.073747288,1156717.84361359,1067928.11570973,0,0,0,1054.04404886303,2228.77205978231,1494.64566174936,42.1050733469088,89.0310145394146,59.7054414224061,1.5613598485446e-07,3.10656315639237e-07,2.26402109976983e-07
2020,"asia","suspect_bite_incidence","a5_1",19887.66092807,35502.0211041015,27001.763396166,3165037.38293742,3935422.74973862,3517999.48695634,42760932.8549079,55589354.684745,48505752.2511651,24118.2390303648,42995.7162805851,32729.3801018608,2381.11840349711,4244.83276653606,3231.26946364019,497739.698614506,889963.454586765,676172.608107602,603575.108882261,1077414.5920947,819453.741326871,71258.4967011689,127121.901835768,96724.1918593082,1306068.94027317,1582762.11920406,1430133.3178968,981016.69345855,1191696.3334918,1074744.11290753,0,0,0,994.539376338213,2304.8678891837,1482.02477713311,39.6884664164169,92.100144400734,59.1927888115122,1.52380694089984e-07,3.29199439285284e-07,2.28855447896239e-07
2020,"asia","non_suspect_bite_incidence","a1",24546.3098423618,27814.4630026983,26188.0357774036,3112217.83928504,3866105.42263194,3492458.7956669,43109005.0973581,52794568.444887,48017265.134741,30181.3097451147,33449.4629054511,31807.7369704094,2979.70643649651,3302.36098958087,3140.27851612563,614583.550910054,696401.377308656,655684.556120105,755557.875521895,837375.701920497,796274.696710446,89187.5850085771,98844.9675673356,93993.6495334928,1253404.3767423,1582368.65986363,1421008.67146154,938721.310343513,1197614.77875777,1068686.91894768,0,0,0,1288.78018816657,1749.24709665499,1509.60960156993,51.4810795184155,69.8749495641477,60.3023872705097,1.9073500702242e-07,2.66868885462081e-07,2.23839147566174e-07
2020,"asia","non_suspect_bite_incidence","a3_1",26202.4803653347,26202.6317875892,26202.5558040215,3148650.66762118,3813568.99047497,3485852.05295445,43732225.7666936,52031531.9697974,47941069.8499495,31793.1409602238,31793.2923824783,31793.2169437915,3138.83749763224,3138.85244707845,3138.84499925254,656046.586728706,656050.37719699,656048.475142999,795908.875633562,795912.666101845,795910.777687552,93950.5950343537,93951.0424947185,93950.8195696113,1268014.11857674,1564521.16943626,1418382.34407817,952415.799767712,1175609.70450774,1065604.57993738,0,0,0,1375.51736512809,1636.56469283402,1507.90245399534,54.9460105728455,65.3737300370964,60.234226239828,2.03213235981202e-07,2.50732952549173e-07,2.24151245794408e-07
2020,"asia","non_suspect_bite_incidence","a5_1",26448.7903207733,26448.9433053806,26448.8665378255,3160173.18831119,3825091.51116497,3497374.57364445,43987637.4594975,52286943.6626014,48196481.5427534,32083.4283163763,32083.5813009836,32083.5050839315,3167.49666156072,3167.51176525313,3167.50424058164,662351.263178277,662355.09338375,662353.171389669,803309.717147721,803313.547353193,803311.639141802,94816.8044816676,94817.2565989782,94817.031353777,1273312.55417067,1569819.60503019,1423680.7796721,956744.145026126,1179938.04976615,1069932.92519579,0,0,0,1371.03264896893,1629.71809455639,1502.21995435567,54.7577438528588,65.0893952188883,59.9972404162387,2.0437652972081e-07,2.51969409992037e-07,2.25356031647213e-07
2020,"asia","p_rabid","a1",23660.0519166938,28628.0392833055,26165.2870485403,3336874.18844195,3625804.55099823,3481550.9512811,45969586.8984894,49834545.41998,47888538.4699122,29222.1233863084,34712.2559866356,31786.1046655736,2885.00896341559,3427.03260601322,3138.14282624007,592360.078556625,716826.370268847,655116.38997146,731512.022144814,869019.637095496,795733.261396522,86351.2427703351,102578.756799568,93929.9311834926,1363446.59265348,1468984.28440899,1416479.71965324,1009282.32113841,1122945.67560583,1063952.14718251,0,0,0,1324.30421451685,1705.37044010051,1506.58720134961,52.8982141901102,68.1253949509451,60.1816472845023,1.98927406483897e-07,2.54591974292738e-07,2.24402116207883e-07
2020,"asia","p_rabid","a3_1",24164.0267802562,28100.4986354131,26147.1682614677,3480051.26882158,3480051.26882158,3480051.26882158,47868666.2447515,47868666.2447515,47868666.2447515,29331.7793723124,34083.3960015884,31725.4210058195,2895.83495639124,3364.9472240028,3132.15171806463,604976.173696669,703607.576010772,654664.33556788,734264.661356912,853274.785378302,794215.719713512,86675.7040262903,100720.214372255,93750.6060548697,1415795.60020784,1415795.60020784,1415795.60020784,1063657.42399856,1063657.42399856,1063657.42399856,0,0,0,1404.45706297931,1631.97280455263,1508.84258512978,56.0999423222483,65.1926597642474,60.2716177186957,2.07175240324284e-07,2.40736699539007e-07,2.24081929631382e-07
2020,"asia","p_rabid","a5_1",24389.3367761569,28369.1292862136,26393.4825375766,3491573.78951158,3491573.78951158,3491573.78951158,48124077.9375555,48124077.9375555,48124077.9375555,29599.172011729,34398.0839670724,32015.6330504416,2922.23379645053,3396.01538387258,3160.80344672094,610739.150161732,710487.296986228,660969.240052556,741077.717100531,861301.16307546,801614.726226488,87473.3771933435,101659.417093031,94616.5947622141,1421094.03580177,1421094.03580177,1421094.03580177,1067985.76925698,1067985.76925698,1067985.76925698,0,0,0,1399.03367826017,1625.85892329981,1503.14310080124,55.873694359959,64.9379637615351,60.0339244815202,2.0828440107434e-07,2.42053538333691e-07,2.25288631461876e-07
2020,"asia","p_transmission","a1",20753.0929992598,32007.1464182983,26085.5051445786,3329832.31932789,3635422.36246429,3484129.77878315,45786237.4089792,49982433.3133292,47916748.1413346,25374.7306044485,38662.5565515631,31689.2242398362,2505.16789181684,3817.03344159046,3128.57812442367,519607.375907873,801359.606724922,653116.529047472,635232.120617542,967881.973638625,793307.112886135,74984.0094943364,114250.26521118,93643.4667185318,1358743.33215576,1473707.03239783,1416901.12344272,1005839.94340434,1122903.91582501,1065525.45692647,0,0,0,1184.25271096378,1969.77197876405,1512.08334349501,47.3055999140597,78.6837310190465,60.4012586840529,1.72183005486253e-07,2.84546430783376e-07,2.23651627594445e-07
2020,"asia","p_transmission","a3_1",20924.8549732374,31686.7593225212,26175.3487115855,3480051.26882158,3480051.26882158,3480051.26882158,47868666.2447515,47868666.2447515,47868666.2447515,25389.4897243697,38447.5904943573,31760.2043814065,2506.62501362493,3795.81051423264,3135.58577208664,523907.641030648,793359.636130498,655367.275504756,635599.994377314,962496.236342751,795084.341840019,75027.4302934181,113614.88344519,93853.265512795,1415795.60020784,1415795.60020784,1415795.60020784,1063657.42399856,1063657.42399856,1063657.42399856,0,0,0,1245.036831418,1885.37330857837,1507.19011974543,49.7338736893566,75.3125655572851,60.2057715461629,1.79330192300657e-07,2.71561731712636e-07,2.24327610403253e-07
2020,"asia","p_transmission","a5_1",21121.553950968,31984.6229558933,26421.4036919522,3491573.78951158,3491573.78951158,3491573.78951158,48124077.9375555,48124077.9375555,48124077.9375555,25621.3086201788,38798.6364513475,32050.1910999099,2529.51176909636,3830.46818503564,3164.21525499908,528942.449279008,800983.906946142,661665.42535452,641510.189420721,971446.111067187,802477.518585788,75719.171468467,114662.39487433,94718.5778631382,1421094.03580177,1421094.03580177,1421094.03580177,1067985.76925698,1067985.76925698,1067985.76925698,0,0,0,1240.35487684991,1878.28337150796,1501.52233999288,49.5385975498821,75.0168566784749,59.9693783601127,1.80292844630253e-07,2.73019486915639e-07,2.25531810650569e-07
2020,"asia","p_prevent","a1",24727.1950655582,27763.8096105239,26217.0594360623,3331273.10167486,3622231.09663958,3479607.39191922,45855346.0011688,49844185.7267565,47869888.2223609,30231.9631372891,33268.5776822548,31778.7133117507,2984.70728768444,3284.50275650958,3137.41310096484,619115.460997801,695137.654965716,656412.595619943,756821.597864836,832843.79183275,795546.657210608,89337.1763753494,98310.6577923177,93907.965457761,1358547.87795645,1471003.66314866,1416125.84024935,1003830.20971909,1119650.83721853,1062846.50606407,0,0,0,1378.33803534161,1648.72474540951,1506.35073713511,55.0587594586733,65.8598880731974,60.1723202385201,2.05519291995358e-07,2.44883365702929e-07,2.24405998453888e-07
2020,"asia","p_prevent","a3_1",26110.8932812895,26307.818985712,26202.7104655162,3480051.26882158,3480051.26882158,3480051.26882158,47868666.2447515,47868666.2447515,47868666.2447515,31687.953762101,31884.8794665235,31793.0622822968,3128.45269412536,3147.8945538039,3138.82973000627,653753.753281994,658683.742451405,656052.347686825,793275.510379146,798205.499548557,795906.905143727,93639.7598744045,94221.6855261325,93950.3625317367,1415795.60020784,1415795.60020784,1415795.60020784,1063657.42399856,1063657.42399856,1063657.42399856,0,0,0,1501.29676027189,1510.62661237542,1505.63244961169,59.9703538397376,60.3430530987559,60.1435493716533,2.23817292252138e-07,2.2520821128306e-07,2.24559691226823e-07
2020,"asia","p_prevent","a5_1",26356.348849265,26555.056353998,26449.0220332455,3491573.78951158,3491573.78951158,3491573.78951158,48124077.9375555,48124077.9375555,48124077.9375555,31977.315267759,32176.022772492,32083.3495885115,3157.0204517265,3176.63822298405,3167.48888900454,660036.662717314,665012.077269758,662357.065499225,800652.733261713,805628.147814156,803307.745032246,94503.205882806,95090.448204732,94816.5718111817,1421094.03580177,1421094.03580177,1421094.03580177,1067985.76925698,1067985.76925698,1067985.76925698,0,0,0,1495.65029456337,1504.94428736725,1499.97050042393,59.7348517031419,60.1060558945534,59.907399418418,2.25018995662152e-07,2.26417266992036e-07,2.25765141364556e-07
2020,"east africa","suspect_bite_incidence","a1",13316.3208962766,22601.2302104654,17847.4273989501,393857.762953862,621185.491962768,507191.539225927,7619995.91475804,11961983.8640538,9736943.31249071,7585.5080392454,13194.896783557,10349.2342857969,748.893514546501,1302.69094373003,1021.7475740658,326522.394322196,554180.679473089,437644.913115399,186500.349435893,324369.65377636,254445.744885795,22039.8701467168,38333.8380349481,30069.5650628325,87810.3930994675,134837.991516386,110968.626418838,38366.7548518446,60548.9332264019,49099.2695306517,0,0,0,577.495681834645,1576.95223604875,940.837074860073,23.4917040667797,64.1392034933725,38.2672672198194,5.62564597257709e-07,1.50265775129949e-06,9.32627051427577e-07
2020,"east africa","suspect_bite_incidence","a3_1",13212.9618261137,22304.0461172076,17682.8590211463,396542.187549642,615413.012767896,504156.51278741,7720737.5680599,11641518.5057801,9648505.66870613,7657.21695145497,12925.7274830803,10247.6399521074,755.973111458281,1276.11669947387,1011.7174828417,324009.822579909,546942.473527947,433621.1735367,188265.20904748,317800.161293686,251954.997007208,22248.4440631214,37556.3767187894,29775.0534343247,88983.2327568345,131965.762634413,110116.866922902,38991.7669670221,58809.4782065663,48735.7317950152,0,0,0,597.315514980977,1520.33285455861,941.534413172072,24.2943160778481,61.8357399366561,38.2945596765842,5.80242693149729e-07,1.45260259518808e-06,9.306149219885e-07
2020,"east africa","suspect_bite_incidence","a5_1",11925.1809504365,31355.1142175823,18840.6278442053,340545.327802661,962239.62868798,545788.372283689,7431182.48731427,14251701.9588331,10012628.5088842,6898.05562531294,18225.80944174,10924.0185753548,681.023485052132,1799.37723586373,1078.49423157193,292143.354119964,770341.937160367,462165.419575382,169446.434201262,448857.905768694,268662.892824267,20025.1701352062,53040.7750350948,31749.1502780897,82900.9327700861,174790.877224673,115596.505117668,35879.170930211,80080.0587190091,51422.6457275361,0,0,0,407.72852975713,2066.0462502702,916.570073532581,16.5557571601373,84.1074173440876,37.2683715403656,3.94646204358039e-07,2.19850474931165e-06,9.45012875971895e-07
2020,"east africa","non_suspect_bite_incidence","a1",16599.5983501814,18023.4574410849,17331.8329172157,458867.436975245,534529.459391224,494662.997194403,8766800.03145655,10358420.2718493,9540722.63088093,9356.82678779944,10780.6858787029,10048.4513116687,923.770281682418,1064.34344214693,992.052210558805,407021.887020356,441983.607728195,425002.843207002,230066.178504824,265027.899212662,247046.943026016,27187.8823417079,31320.6669002656,29195.1994645212,99775.6889666181,117987.962996401,108553.342932167,43084.5449277462,53197.3606814038,47980.8443066353,0,0,0,813.195016541128,1107.0441407931,949.471946965779,33.0787817339259,45.0236551029257,38.6190677529502,7.93032318736181e-07,1.08049225120458e-06,9.25669448793281e-07
2020,"east africa","non_suspect_bite_incidence","a3_1",17333.1849011268,17333.2056227788,17333.1952246702,482297.335592629,506338.873253302,494489.569625114,9229382.34715153,9849236.01856406,9543730.00387896,10047.0786061056,10047.0993277575,10047.0890042142,991.916687626357,991.918733410325,991.917714199136,425036.852415442,425037.360748396,425037.105667321,247012.425484623,247012.933817576,247012.680565697,29191.1396484507,29191.1997443815,29191.1698045413,104441.4835416,112567.879015066,108562.639053841,46410.2230168144,49533.1949329895,47993.9821347335,0,0,0,918.611635664149,980.308446335701,949.900015803174,37.3639639208837,39.8734436101362,38.6365994734454,8.92535125829364e-07,9.61983589955008e-07,9.25464698700944e-07
2020,"east africa","non_suspect_bite_incidence","a5_1",18554.5273346109,18554.5488765983,18554.538066846,527882.211967733,551923.749628405,540074.446000218,9579699.36822485,10199553.0396374,9894047.02495228,10756.7481624556,10756.769704443,10756.7589722079,1061.98014619392,1061.98227296704,1061.981213407,455185.020005654,455185.548555864,455185.283329786,264563.822989551,264564.351539761,264564.088215629,31264.7107799287,31264.7732684927,31264.7421366408,110162.345676074,118288.741149539,114283.501188314,49234.1509206852,52357.1228368603,50817.9100386043,0,0,0,890.57399492973,948.200412020147,919.798152074936,36.2093355074904,38.5523346479621,37.3975436034549,9.0936365185061e-07,9.76447046259586e-07,9.41234636702553e-07
2020,"east africa","p_rabid","a1",16394.8800075317,18231.3993273195,17319.9734124336,462228.910072156,527973.777051378,493880.438074601,8918522.23266864,10184919.2223999,9543506.41950602,9251.20720000229,10860.7465464897,10040.8452360714,913.342789693598,1072.24758179922,991.30128647349,402011.260824539,447083.18790718,424714.283784136,227459.226544026,266990.814099892,246858.031314419,26880.0345401885,31552.7547671729,29172.9237461273,101406.724869647,115581.659291065,108489.782789697,43702.8074968816,52508.6646632293,48028.0804969502,0,0,0,821.170275403509,1100.92866824963,950.468431205506,33.4038542214859,44.7769007973328,38.6598984391583,8.00404428933254e-07,1.07100851156081e-06,9.25510677400392e-07
2020,"east africa","p_rabid","a3_1",16710.6400867592,17955.1255728811,17344.3443871436,494279.829924164,494279.829924164,494279.829924164,9538322.36625152,9538322.36625152,9538322.36625152,9692.33035994461,10402.287297901,10052.5175010614,956.893501378023,1026.98533223392,992.453652736357,409780.941553819,440281.94038491,425309.390827336,238297.974426903,255739.355390611,247145.122562085,28161.1337519621,30222.5694545973,29206.8388912973,108491.743931388,108491.743931388,108491.743931388,47966.7371554389,47966.7371554389,47966.7371554389,0,0,0,916.944715435442,984.110323526574,948.8491181681,37.2970454691375,40.0268713537779,38.5940141863629,8.93370316369348e-07,9.58809114957134e-07,9.26569814143539e-07
