"scenario","total_deaths_lci","total_deaths_uci","total_deaths","U5_deaths_lci","U5_deaths_uci","U5_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"a3_1",455264.870877639,710901.237158284,578075.242964461,44946.8786318801,70185.0585664773,57071.5630563149,65989762.368531,81633697.1065989,73896999.8160368,718808376.524946,816557018.694886,745003254.101676,1099272.13384729,1706638.42517594,1391306.16690031,108527.704077395,168491.080844897,137359.311960316,9366575.03821051,14666671.311932,11912110.8971021,21256747.594383,32950612.4978579,26861619.5749717,2513637.04927086,3896424.69193835,3176423.0105182,40406256.65813,49971188.4894347,45255648.5653199,31376709.1331711,38881056.3937964,35181531.7269061,0,0,0,421.183752762888,742.816081252837,535.470388779679,21.8147197285536,38.4140148942945,27.7348598442601,0.000000219981186575081,0.000000422369842278509,0.000000307432599246074
"a4",452879.288162142,710147.44738285,577368.899636722,44711.357502009,70110.639256494,57001.8279859083,66145564.3692144,81831583.7047412,74021953.7134513,751988772.298876,854828836.3062,779581941.424631,1083065.51430655,1717945.30833329,1390859.54144032,106927.675153296,169607.37410073,137315.218023735,9312792.66506391,14650488.9124617,11896841.9497865,20924091.4614534,33181469.7868751,26851146.5929361,2474454.44301923,3923689.72936212,3175209.71937294,40516886.6723468,50080812.7549442,45336263.9627433,31466009.021469,38966393.1923399,35246785.1778759,1938720.27798928,2383522.47150781,2162165.97416743,437.725676510877,789.267892860127,560.503716009544,22.6629132804818,40.8538090115393,29.0334693427848,0.000000216263565770431,0.000000424007234866297,0.000000306787419136105
