"year","country","scenario","cluster","total_deaths_lci","total_deaths_uci","total_deaths","U5_deaths_lci","U5_deaths_uci","U5_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","gavi_2018","gavi_support","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2020,"Afghanistan","a3_1","asia",266.950173178516,535.247198272451,392.572825800777,26.3551567497045,52.8432839819782,38.7574888469358,22863.896824402,34810.3774535786,28782.0819136136,595978.507136371,784503.359035827,648646.799977542,354.864079743624,707.016541741735,519.901963697195,35.0346221361265,69.8015347222746,51.3282969048903,6525.63417776485,13084.1923382602,9596.49742423708,8674.7018728753,17283.1178721493,12709.0759410023,1033.99580083154,2060.09054454751,1514.87985962217,6521.60375623638,9929.16868462131,8209.68249470899,4910.34465596461,7476.02004216801,6181.35846209779,0,0,0,TRUE,1,842.948462942859,2210.71504222857,1247.6329101833,34.4832750401335,90.4357718031637,51.0380772755369,0.000000357395559502632,0.00000108411453404485,0.000000633279014179006
2020,"Afghanistan","a4","asia",276.142135674294,514.330456413167,387.99986088536,27.2626504948073,50.7782393939536,38.3060143049952,22389.1800266769,34568.6476963803,28589.3500196134,599032.860489126,779055.621310089,644303.301592956,366.748303232853,679.690275445266,513.816949787098,36.2079143995396,67.1036978074208,50.7275424887562,6750.33298169882,12572.8796691609,9484.71065972425,8965.21337190942,16615.123485138,12560.3269281393,1068.62381162622,1980.46782076164,1497.14946877623,6386.1974921612,9860.21868433717,8154.70844310653,4808.39252117723,7424.10516385296,6139.96656670017,0,0,0,TRUE,1,881.33210394499,2124.2242007469,1253.95493834901,36.0534702630981,86.8976106861097,51.2966983486315,0.000000371947433392555,0.00000106431139387649,0.00000063008622977986
2020,"Angola","a3_1","west africa",552.13126329919,1111.28198358088,807.123114524784,54.5101949828351,109.713399027507,79.6847439592607,11017.3937411574,17171.17809937,14154.242103705,668823.494781884,884558.829630734,729143.903645298,306.41621435161,613.689358546784,446.302494903698,30.2515157182061,60.5876334431528,44.0620512469395,13524.5037816725,27220.9497785671,19770.5515703619,7505.69207945481,15032.3747306817,10932.2188061358,883.858787165605,1770.18939186809,1287.36131894743,3875.08795915074,6039.52505107725,4978.39456731712,1633.60891142795,2546.06399860777,2098.72648453536,0,0,0,FALSE,1,1089.84046320382,2886.78858428722,1633.74373204575,44.4922047756557,117.851734425933,66.696790155358,0.000000507351508206685,0.0000015836785255354,0.000000896478752073307
2020,"Angola","a4","west africa",565.603949257576,1104.53439033502,815.595610082436,55.8403111840909,109.047230223192,80.5212069808965,11232.6272735251,17388.9548798182,14368.7121421678,687703.764418944,895777.417715906,740192.147692135,312.295360560886,610.580487522125,450.990269300201,30.8319454592885,60.2807043177886,44.5248605703276,13854.5184073698,27055.6668894484,19978.0860930857,7649.7022821469,14956.2226619173,11047.0462516499,900.81720775407,1761.22184105123,1300.88322281066,3950.7908784871,6116.12249322409,5053.82894709618,1665.52275827547,2578.35494668501,2130.52712398772,0,0,0,FALSE,1,1126.31140115499,2868.36607533036,1641.25968580361,45.9811130099064,117.099644492897,67.0036252977201,0.00000051061004894338,0.00000154546394962808,0.000000892373434125289
2020,"Armenia","a3_1","asia",38.5403955431319,73.7728544418733,54.5425514267994,3.80497286681138,7.28336348142582,5.38481573271293,3054.40726792439,4870.91232650656,3976.11982639279,73682.7842709286,97250.6892426359,79385.619717228,50.8661136021667,97.440341498081,72.2210222211571,5.02185251004463,9.61998055048773,7.13015593359304,991.905987685366,1898.67631139493,1403.75008044048,1309.13037972867,2507.80140712067,1858.73713459305,152.641089203288,292.402914343625,216.723761941638,871.226548324506,1389.35896924361,1134.13204206617,655.977085637687,1046.09719400967,853.927871130228,0,0,0,FALSE,1,756.183559479621,1911.89541240071,1099.20376748658,29.3814271184765,74.2864811240515,42.709438704257,0.000000366112104417905,0.00000111842713798693,0.00000063679553651958
2020,"Armenia","a4","asia",36.104893470771,72.5040795300952,53.2538789952262,3.56452335476563,7.15810129754387,5.25758912885371,3008.48717328345,4763.90874325311,3901.18265807778,71918.9431402157,95114.2984547742,77889.4541572635,48.0797957130689,96.1127563065038,70.5188637465693,4.74676804822421,9.48891221138161,6.96210714427609,929.223987292004,1866.02212053149,1370.58379132931,1237.41950704969,2473.63362855664,1814.92904287164,144.279793886235,288.419043052859,211.615856006662,858.128489669106,1358.83770789275,1112.75727283421,646.115096972621,1023.1166637338,837.834056204681,0,0,0,FALSE,1,748.276773073347,1978.25920522621,1104.51941536073,29.0742098223253,76.8650388270912,42.9159776042949,0.00000035383030242537,0.00000112002756537736,0.000000633730872564479
2020,"Azerbaijan","a3_1","asia",128.087638335945,246.717996204621,182.812419496977,12.6456924370895,24.3576971145006,18.0484991422486,12595.6774023099,18518.2823911198,15533.0855265991,347304.443763312,444448.553852708,372802.253111659,169.453311170551,326.226185708981,242.094479963409,16.7295961058239,32.2072923116962,23.9012317980669,3247.17558377201,6254.59774074059,4634.51456138124,4295.845108637,8270.22590769404,6137.38604689813,506.034942225889,974.202557019763,722.96177239162,3592.73914198109,5282.07859441001,4430.59333648211,2705.09955917387,3977.06260114987,3335.94942681746,0,0,0,FALSE,1,1064.61240384036,2622.8378234839,1539.90397950423,41.9945534305422,103.460097515882,60.7428390951675,0.000000320808007949527,0.000000908015229653148,0.000000546415483384516
2020,"Azerbaijan","a4","asia",129.448260589112,245.483706840729,183.884166403164,12.7800224220915,24.2358395810421,18.1543093665771,12857.1599181124,18357.3374179576,15537.8329797626,347096.968250874,440585.789528188,372916.194493934,171.519489389935,325.757741467115,243.542183745347,16.9335834274889,32.1610442749338,24.0441590703958,3281.66899325804,6223.30702184056,4661.68463361432,4348.2252098932,8258.35028312707,6174.08707780412,512.205127798846,972.803651603095,727.28502045678,3667.32333776996,5236.17131318043,4431.94748046821,2761.25662128625,3942.49739579836,3336.9690094131,0,0,0,FALSE,1,1065.50643029281,2568.72143856815,1531.21807794852,42.0298190741606,101.325430091743,60.4002162254189,0.000000327566611425009,0.00000088827112164373,0.000000549515049126028
2020,"Bangladesh","a3_1","asia",123.040521898093,224.633482456589,169.434919714006,12.1474063964033,22.1773620555638,16.7277803747669,737515.071365907,1001714.09055381,877010.81907775,9843738.49331772,11824895.3194873,10352815.4664558,163.05074955094,297.641093325444,224.374128971441,16.0974911962247,29.3851754293479,22.1517568960942,3176.61326723454,5799.50157581183,4374.40613542027,4209.58206504552,7684.38422843242,5792.80568644858,488.62207907398,891.955481585165,672.392820581221,379309.757363129,515189.374952694,451053.509148122,285595.646353428,387904.185636791,339614.038353925,0,0,0,TRUE,1,33072.5115384336,72522.7903094859,46140.8608644608,1281.0055042401,2809.04259301082,1787.18500616631,0.00000000316487019100329,0.00000000784691370437117,0.00000000497444592317224
2020,"Bangladesh","a4","asia",120.534351232481,233.679986786029,172.052326323018,11.899979994887,23.0704951702586,16.9861887535174,743063.215454316,1009069.07644112,879135.439602703,9826712.58925597,11911718.434999,10377895.8916371,159.612208433674,309.733880075093,227.888802041543,15.7580147723782,30.579058491992,22.4987495898377,3111.90990883257,6033.06077429111,4441.98134098402,4120.80712192486,7996.59118459755,5883.54617529114,478.317636350918,928.194521391392,682.925411615044,382163.211169968,518972.101598753,452146.21806635,287744.112003162,390752.333464492,340436.77729939,0,0,0,TRUE,1,31726.3083614668,74629.1186112422,45539.2972303454,1228.86269441702,2890.62751120341,1763.88449796157,0.0000000030755450619016,0.00000000810475396433013,0.00000000504015720879261
