"p_rabies_transmission","p_prevent_given_complete","p_prevent_given_complete_s","p_prevent_given_complete_n","p_prevent_given_imperfect","p_prevent_given_imperfect_s","p_prevent_given_imperfect_n","p_prevent_given_complete_NTV","p_prevent_given_complete_NTV_s","p_prevent_given_complete_NTV_n","p_prevent_given_insufficient_NTV","p_prevent_given_insufficient_NTV_s","p_prevent_given_insufficient_NTV_n"
0.166011944147837,1,473,473,0.986069651741294,991,1005,0.99250936329588,265,267,0.941176470588235,48,51
