"country","CODE","pop2018","pop2019","pop2020","pop2021","pop2022","pop2023","pop2024","pop2025","pop2026","pop2027","pop2028","pop2029","pop2030","pop2031","pop2032","pop2033","pop2034","pop2035","pop2036","pop2037","pop2038","pop2039","pop2040","pop2041","pop2042","pop2043","pop2044","pop2045","pop2046","pop2047","pop2048","pop2049","pop2050","pop2051","pop2052","pop2053","pop2054","pop2055","pop2056","pop2057","pop2058","pop2059","pop2060","pop2061","pop2062","pop2063","pop2064","pop2065","pop2066","pop2067","pop2068","pop2069","pop2070","Country.code","Continent","endemic","pop2015","HDI","Percent.Urban","urban_dogs_Knoble","rural_dogs_Knoble","total_dogs_Knoble","rural_HDR","urban_HDR","Business.Plan.Phase","cluster","gavi","gavi_2018","prop_urban","p_rabid","p_rabid_n","p_rabid_source","p_rabid_setting","p_seek","p_seek_n","p_receive","p_receive_n","p_complete","p_complete_n","vaccine_paid_by_patient","RIG_usage","RIG_paid_by_patient","ID","ID_prop","tot_dog_pop","dog_pop_setting","cost_first_visit","cost_followup_visit","ID_2015","price_per_vial","price_per_vial_RIG","exp_inc","bite_inc","LCI_exp_inc","UCI_exp_inc","LCI_bite_inc","UCI_bite_inc","vaccine_free_SQ","vaccine_gavi","preds_SQ","preds_SQ_LCI","preds_SQ_UCI","preds_gavi","preds_gavi_LCI","preds_gavi_UCI","p_seek_SQ","pseek_gavi","pseek_norm_SQ","pseek_norm_gavi"
"Dominica","DMA",74308,74679,75052,75401,75748,76070,76369,76643,76884,77106,77295,77453,77593,77694,77778,77832,77868,77883,77884,77866,77848,77811,77766,77709,77645,77577,77489,77396,77287,77163,77034,76884,76725,76541,76347,76141,75911,75668,75407,75130,74841,74533,74216,73880,73533,73183,72816,72445,72054,71665,71265,70847,70447,"DMA","Americas",0,72680,0.724,70,6739,2952,9691,7.5,7.5,NA,"free",FALSE,FALSE,0.6982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,23.1362228029883,16.9640097252811,FALSE,70.4481273587036,NA,0.000492418334615154,0.0259167544534292,0.000373813010132802,0.000813694089617278,0.00431945907557153,0.0431945907557153,TRUE,TRUE,0.00401695264640406,0.00111108725325394,0.0145226295380464,0.00401695264640406,0.00111108725325394,0.0145226295380464,NA,0.9,NA,0.137894432409439
"Dominican Republic","DOM",10882996,10996774,11108358,11217656,11324614,11429275,11531725,11631994,11730102,11825969,11919438,12010267,12098320,12183473,12265750,12345299,12422304,12496897,12569110,12638824,12705838,12769880,12830731,12888356,12942757,12993954,13041949,13086762,13128379,13166855,13202295,13234877,13264741,13291955,13316538,13338523,13357936,13374780,13389108,13400976,13410451,13417615,13422524,13425223,13425757,13424122,13420352,13414455,13406462,13396406,13384305,13370168,13354004,"DOM","Americas",1,10528391,0.689,79,1108710,295076,1403785,7.5,7.5,NA,"endemic",FALSE,FALSE,0.79841,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,7.53996048603853,5.52847213151719,FALSE,34.6826982138155,93.9663085994578,0.000494153151449337,0.0260080606025967,0.000375129973895578,0.00081656077857931,0.00433467676709945,0.0433467676709945,TRUE,TRUE,0.00243549682709539,0.000537215164333017,0.0110414693936576,0.00243549682709539,0.000537215164333017,0.0110414693936576,NA,0.9,NA,0.0765439231017567
"Ecuador","ECU",16863425,17100444,17335642,17568798,17799780,18028434,18254667,18478364,18699380,18917584,19132925,19345363,19554856,19761328,19964652,20164669,20361220,20554156,20743359,20928791,21110367,21288034,21461740,21631425,21797038,21958497,22115727,22268680,22417298,22561555,22701478,22837111,22968451,23095520,23218266,23336670,23450699,23560315,23665540,23766347,23862704,23954542,24041840,24124590,24202801,24276521,24345816,24410731,24471308,24527551,24579457,24627010,24670209,"ECU","Americas",1,16144363,0.72,64,1372099,780483,2152582,7.5,7.5,"II","endemic",FALSE,FALSE,0.63976,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,7.42716214998736,5.44377225674947,FALSE,51.6429375352322,93.9663085994578,0.000493755245465693,0.0259871181824049,0.000374827908714329,0.000815903260927438,0.00433118636373415,0.0433118636373415,TRUE,TRUE,0.00471005474946658,0.00148803229025463,0.0149086924311142,0.00471005474946658,0.00148803229025463,0.0149086924311142,NA,0.9,NA,0.164145750929613
"Egypt","EGY",99375741,101168745,102941484,104692187,106416061,108116982,109800309,111470930,113130458,114781107,116429178,118082119,119745677,121421618,123110062,124812705,126530788,128264287,130013689,131776462,133545421,135311042,137065513,138805578,140529930,142235097,143917867,145575547,147205904,148807449,150379368,151921405,153433492,154915089,156366037,157787287,159180298,160546412,161885864,163199201,164488575,165756609,167005245,168235450,169447086,170639679,171812229,172963944,174094819,175205055,176294186,177361668,178407025,"EGY","Africa",1,91508084,0.644,43,1861887,7031902,8893789,7.4,21.2,"II","endemic",FALSE,FALSE,0.43222,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,9.35087870758428,6.86095604373363,FALSE,23.6793402880767,93.9663085994578,0.000350135708269234,0.0184281951720649,0.000265800994525103,0.000578579911337581,0.00307136586201082,0.0307136586201082,TRUE,TRUE,0.00592539681288295,0.00290918193419829,0.0120687974091243,0.00592539681288295,0.00290918193419829,0.0120687974091243,NA,0.9,NA,0.304439725271912
"El Salvador","SLV",6411558,6445405,6479066,6512324,6545173,6577561,6609535,6641077,6672171,6702612,6731997,6759778,6785583,6809174,6830667,6850432,6869026,6886840,6904012,6920362,6935627,6949436,6961520,6971811,6980404,6987377,6992860,6996962,6999686,7001019,7001030,6999809,6997410,6993870,6989179,6983296,6976177,6967763,6958062,6947074,6934767,6921094,6906033,6889562,6871704,6852455,6831846,6809916,6786661,6762082,6736184,6708992,6680505,"SLV","Americas",1,6126583,0.674,67,545070,271808,816878,7.5,7.5,"II","endemic",FALSE,FALSE,0.67189,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,45.5128191435958,33.3710438834522,FALSE,48.0804652579773,93.9663085994578,0.000485086857295778,0.0255308872260936,0.000368247413945937,0.000801579228444204,0.0042551478710156,0.042551478710156,TRUE,TRUE,0.00332115490014579,0.00100379307857257,0.0109883900439397,0.00332115490014579,0.00100379307857257,0.0109883900439397,NA,0.9,NA,0.112983802835941
"Equatorial Guinea","GNQ",1313894,1360104,1406280,1452350,1498287,1544203,1590279,1636622,1683298,1730260,1777358,1824393,1871220,1917787,1964178,2010610,2057392,2104728,2152689,2201208,2250162,2299375,2348714,2398149,2447695,2497320,2546981,2596652,2646294,2695886,2745462,2795078,2844744,2894470,2944196,2993886,3043453,3092849,3142031,3190988,3239660,3287993,3335951,3383481,3430556,3477168,3523281,3568873,3613926,3658407,3702286,3745520,3788094,"GNQ","Africa",1,845060,0.537,40,15914,68606,84520,7.4,21.2,"III","west africa",FALSE,FALSE,0.40103,0.630702150537634,NA,NA,NA,0.523333333333333,NA,0.686529569892473,NA,0.421566924066924,NA,NA,NA,NA,FALSE,NA,NA,NA,19.8591547584855,14.5680562512107,FALSE,14.910795,83.3659371704296,0.000255871260647236,0.0134669084551177,0.000194241358262525,0.000422813120178184,0.00224448474251962,0.0224448474251961,TRUE,TRUE,0.00364900453392858,0.00189985019629902,0.00700857052549194,0.00364900453392858,0.00189985019629902,0.00700857052549194,0.523333333333333,0.9,0.261017484889344,0.253860818222678
"Eritrea","ERI",5187948,5309659,5432216,5555141,5678798,5803376,5929298,6056880,6186016,6316482,6448451,6582129,6717687,6855107,6994250,7135034,7277273,7420805,7565543,7711344,7857969,8005125,8152540,8300073,8447599,8594901,8741756,8887988,9033461,9178086,9321828,9464689,9606664,9747675,9887684,10026695,10164756,10301880,10438046,10573202,10707355,10840490,10972592,11103618,11233513,11362223,11489663,11615750,11740447,11863684,11985320,12105203,12223199,"ERI","Africa",1,5222000,0.349,38,92863,439636,532499,7.4,21.2,"II","east africa",TRUE,TRUE,0.20954,0.759569173441734,NA,NA,NA,0.660495295536791,NA,0.542664406779661,NA,0.412872392638037,NA,NA,FALSE,NA,FALSE,NA,NA,NA,9.73856510920995,7.14338414200178,FALSE,21.2092467132088,167.691025010811,0.000408375926012483,0.0214934697901307,0.000310013302587126,0.000674818653123551,0.00358224496502178,0.0358224496502178,FALSE,TRUE,0.000808469755351425,0.000422189687089136,0.00154817458906806,0.00237692131892816,0.000999021162586323,0.00565529056636673,0.660495295536791,0.9,0.0250652585492305,0.0934880689408085
"Estonia","EST",1306788,1303798,1300559,1297038,1293233,1289139,1284758,1280134,1275230,1270080,1264718,1259199,1253590,1247907,1242160,1236396,1230662,1225001,1219434,1213952,1208550,1203224,1197944,1192713,1187539,1182371,1177191,1171949,1166655,1161291,1155854,1150337,1144747,1139057,1133283,1127422,1121474,1115451,1109354,1103177,1096946,1090654,1084309,1077928,1071509,1065082,1058661,1052261,1045889,1039568,1033297,1027095,1020969,"EST","Europe",1,1311998,0.835,68,136323,65523,201846,6.5,6.5,NA,"endemic",FALSE,FALSE,0.67468,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,37.5174156070509,27.492178050239,FALSE,32.3123315730328,93.9663085994578,0.000577743259996788,0.0304075399998309,0.000438586323704062,0.000954688814223404,0.00506792333330516,0.0506792333330516,TRUE,TRUE,0.0078964335657326,0.00203038107723582,0.0307103251488717,0.0078964335657326,0.00203038107723582,0.0307103251488717,NA,0.9,NA,0.242586695003164
"Ethiopia","ETH",107534882,110135635,112759070,115403326,118065225,120741324,123427617,126120682,128817980,131517867,134218920,136920107,139620178,142317586,145010282,147695897,150371875,153036024,155686416,158322006,160942553,163548404,166139393,168714421,171271652,173809294,176325273,178817639,181284897,183725643,186137980,188519926,190869632,193185551,195466255,197710275,199916172,202082564,204208147,206291692,208332018,210328007,212278592,214182834,216039798,217848514,219608052,221317582,222976385,224583933,226139950,227644312,229096851,"ETH","Africa",1,99390750,0.363,19,912895,10815863,11728757,7.4,21.2,"I","east africa",TRUE,TRUE,0.19922,0.736,632,"suspected","mixed",0.7742,465,0.542664406779661,NA,0.5742,465,TRUE,FALSE,NA,FALSE,0,NA,NA,3.91514669948763,2.87181905691246,FALSE,0.1353,167.691025010811,0.000430281530603036,0.0226463963475282,0.000326642659000456,0.000711016454325971,0.0037743993912547,0.037743993912547,FALSE,TRUE,0.000900683667218454,0.000464304781989422,0.00174719516115723,0.00264803252818202,0.00113922523670855,0.00615512722538464,0.7742,0.9,0.0250618110500186,0.0998295320785572
"Fiji","FJI",912241,918757,924915,930655,936021,941061,945843,950430,954819,958985,962953,966711,970270,973640,976826,979803,982586,985150,987513,989652,991583,993298,994801,996089,997158,998019,998661,999087,999293,999277,999088,998711,998190,997526,996715,995770,994678,993452,992073,990562,988922,987158,985264,983240,981109,978862,976511,974052,971501,968867,966132,963317,960421,"FJI","Oceania",0,892145,0.688,54,63911,28868,92779,14.3,7.5,NA,"free",FALSE,FALSE,0.54099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,6.88492715089882,5.04876268569466,FALSE,70.4481273587036,NA,0.000385897538342091,0.0203103967548469,0.000292949125306708,0.000637674359530546,0.00338506612580782,0.0338506612580782,TRUE,TRUE,0.00537411703914446,0.00213090902379257,0.0135534335947484,0.00537411703914446,0.00213090902379257,0.0135534335947484,NA,0.9,NA,0.24749931354428
"Finland","FIN",5542517,5561389,5580127,5598770,5617163,5635162,5652535,5669119,5684877,5699824,5713891,5726992,5739095,5750172,5760268,5769430,5777716,5785214,5791952,5798018,5803536,5808657,5813529,5818217,5822791,5827357,5832073,5837028,5842305,5847919,5853826,5859994,5866350,5872906,5879682,5886658,5893822,5901156,5908636,5916254,5924009,5931886,5939874,5947958,5956108,5964293,5972455,5980556,5988586,5996497,6004264,6011795,6019077,"FIN","Europe",0,5482013,0.882,84,710309,133078,843387,6.5,6.5,NA,"free",FALSE,FALSE,0.84358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,49.5186349934822,36.2970056611331,FALSE,70.4481273587036,NA,0.000578988941031267,0.0304731021595404,0.00043953196635063,0.000956747233303384,0.00507885035992339,0.0507885035992339,TRUE,TRUE,0.00604309999911878,0.0010322392789964,0.0353784808836718,0.00604309999911878,0.0010322392789964,0.0353784808836718,NA,0.9,NA,0.181209314472824
"France","FRA",65233271,65480710,65721165,65954741,66182378,66405223,66624723,66841951,67057171,67270163,67480850,67689001,67894271,68096621,68295673,68490279,68678970,68860560,69034688,69201204,69359408,69508594,69648311,69778363,69899000,70010835,70114775,70211636,70301774,70385563,70463968,70538132,70608998,70677250,70743274,70807346,70869589,70930256,70989694,71048444,71107175,71166642,71227445,71289926,71354276,71420764,71489622,71561003,71635042,71711723,71790922,71872375,71955834,"FRA","Europe",0,66808385,0.884,80,8173235,2104978,10278213,6.5,6.5,NA,"free",FALSE,FALSE,0.7975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,43.2719766766374,31.7182245173619,FALSE,70.4481273587036,NA,0.000601202702027115,0.0316422474751113,0.000456395255713562,0.000993454245938524,0.00527370791251856,0.0527370791251855,TRUE,TRUE,0.00704578777375158,0.00132428500891389,0.0374867381406529,0.00704578777375158,0.00132428500891389,0.0374867381406529,NA,0.9,NA,0.205570269527901
"French Guiana","GUF",289763,296847,303982,311201,318472,325814,333234,340733,348323,355988,363740,371567,379463,387423,395445,403530,411650,419826,428020,436246,444482,452729,460974,469201,477421,485621,493795,501940,510055,518142,526196,534205,542161,550082,557946,565773,573557,581320,589050,596745,604412,612063,619685,627283,634862,642419,649946,657446,664901,672322,679705,687044,694341,"GUF","Americas",0,276000,0.816,84,31059,5741,36800,7.5,7.5,NA,"free",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.009936500722,23.4659880521246,NA,70.4481273587036,NA,0.000505024729770747,0.0265802489353025,0.000383382991972975,0.000834525461051696,0.00443004148921708,0.0443004148921708,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
"Gabon","GAB",2067561,2109099,2151289,2194488,2238282,2282534,2326901,2371137,2415315,2459617,2504065,2548693,2593514,2638542,2683764,2729214,2774890,2820808,2866951,2913301,2959830,3006498,3053264,3100094,3146962,3193804,3240543,3287137,3333540,3379697,3425558,3471063,3516141,3560758,3604886,3648482,3691507,3733944,3775764,3816942,3857494,3897426,3936753,3975451,4013545,4051034,4087941,4124301,4160094,4195328,4230012,4264168,4297786,"GAB","Africa",1,1725292,0.674,87,70929,29945,100875,7.4,21.2,"III","endemic",FALSE,FALSE,0.87366,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,38.3060155002982,28.1000976757891,FALSE,34.6826982138155,93.9663085994578,0.000192877915939806,0.0101514692599898,0.000146420775339224,0.000318720098715611,0.00169191154333164,0.0169191154333164,TRUE,TRUE,0.00177838855217484,0.000323857540643773,0.00976560816283512,0.00177838855217484,0.000323857540643773,0.00976560816283512,NA,0.9,NA,0.158085335898523
"Gambia","GMB",2163765,2228075,2293493,2359954,2427423,2495903,2565346,2635740,2707043,2779225,2852248,2926075,3000667,3075997,3151996,3228620,3305795,3383475,3461606,3540115,3618924,3697953,3777102,3856320,3935557,4014728,4093762,4172601,4251178,4329458,4407399,4484972,4562152,4638898,4715155,4790919,4866138,4940793,5014835,5088254,5160997,5233040,5304345,5374891,5444629,5513532,5581573,5648736,5714972,5780241,5844490,5907669,5969719,"GMB","Africa",1,1990924,0.42,60,56001,108608,164609,7.4,21.2,"II","west africa",TRUE,TRUE,0.60224,0.630702150537634,NA,NA,NA,0.523333333333333,NA,0.686529569892473,NA,0.421566924066924,NA,NA,FALSE,NA,FALSE,NA,NA,NA,2.96305705666479,2.17360619666179,FALSE,14.910795,83.3659371704296,0.000304728245371742,0.0160383287037759,0.000231330506334465,0.000503546587866632,0.00267305478396265,0.0267305478396265,FALSE,TRUE,0.00035256778369457,0.000170026562426778,0.000731086015767876,0.00103655810979175,0.000318077548094433,0.00337795836710883,0.523333333333333,0.9,0.0120394923217841,0.0475300577159089
"Georgia","GEO",3907131,3904204,3898529,3888720,3875910,3860783,3844853,3829218,3813765,3797879,3781626,3765090,3748350,3731428,3714369,3697215,3680013,3662822,3645651,3628501,3611354,3594175,3576930,3559615,3542228,3524684,3506900,3488799,3470363,3451615,3432545,3413224,3393665,3373875,3353882,3333720,3313411,3292996,3272498,3251961,3231422,3210933,3190547,3170278,3150162,3130223,3110502,3091026,3071823,3052884,3034212,3015801,2997646,"GEO","Europe",1,3679000,0.733,54,303608,262392,566000,6.5,6.5,"I","asia",TRUE,FALSE,0.53826,0.437333333333333,NA,NA,NA,0.76,NA,0.7535,NA,0.752935142873257,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,6.79088328789793,4.97716911803004,FALSE,13.3303857045048,40.7050716806503,0.000539491308362097,0.0283942793874788,0.000409547849344261,0.000891479577739957,0.00473237989791313,0.0473237989791313,FALSE,TRUE,0.00235400592880435,0.000849108393336433,0.00652607365129467,0.00692083635785012,0.00262335142141902,0.018258314727133,0.76,0.9,0.0684642321053731,0.226640517708016
"Germany","DEU",82293457,82438639,82540450,82590869,82591766,82556732,82506139,82455044,82407574,82359998,82310176,82253517,82186736,82110139,82025793,81934057,81835396,81730117,81618342,81499881,81374310,81241016,81099557,80949943,80792260,80626348,80452010,80269191,80078254,79879592,79673303,79459474,79238486,79010818,78777564,78540532,78301963,78063809,77826955,77592211,77361376,77136415,76918850,76709335,76507989,76314983,76130217,75953380,75784532,75623098,75467311,75314850,75163796,"DEU","Europe",0,81413145,0.905,75,9431525,3093574,12525099,6.5,6.5,NA,"free",FALSE,FALSE,0.7551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,42.8360158432856,31.3986665785232,FALSE,70.4481273587036,NA,0.000572846346000151,0.0301498076842185,0.000434868894776735,0.000946596934420549,0.00502496794736974,0.0502496794736974,TRUE,TRUE,0.00900500494781671,0.00178654390831715,0.0453893765122105,0.00900500494781671,0.00178654390831715,0.0453893765122105,NA,0.9,NA,0.281575369413061
"Ghana","GHA",29463643,30096970,30733755,31374052,32017825,32665069,33315708,33969758,34627161,35287968,35952490,36621087,37294019,37971309,38652767,39338139,40027113,40719336,41414511,42112439,42813023,43516217,44221824,44929545,45638788,46348729,47058334,47766708,48473345,49177795,49879254,50576874,51269943,51957995,52640729,53317970,53989616,54655603,55315682,55969713,56617789,57260151,57896929,58528042,59153361,59772916,60386781,60994934,61597278,62193611,62783647,63367021,63943441,"GHA","Africa",1,27409893,0.541,54,698720,1702303,2401022,7.4,21.2,"I","west africa",TRUE,TRUE,0.54682,0.630702150537634,NA,NA,NA,0.523333333333333,NA,0.686529569892473,NA,0.421566924066924,NA,FALSE,TRUE,FALSE,FALSE,0,NA,NA,8.03452710370816,5.89387837350684,FALSE,16,83.3659371704296,0.000322411434046747,0.0169690228445657,0.000244754470315247,0.000532767080076136,0.00282817047409427,0.0282817047409427,FALSE,TRUE,0.000807717589448662,0.000427090334592318,0.00152756372940989,0.00237470993234528,0.000949150360086322,0.00594136345506567,0.523333333333333,0.9,0.0376562012331096,0.122843823171042
"Greece","GRC",11142161,11124603,11102572,11075319,11044663,11011602,10977842,10944624,10912058,10879692,10847537,10815536,10783625,10751812,10720084,10688329,10656384,10624074,10591302,10557942,10523758,10488487,10451869,10413781,10374132,10332689,10289221,10243564,10195638,10145435,10092986,10038342,9981568,9922741,9861949,9799382,9735242,9669776,9603125,9535445,9467039,9398232,9329295,9260454,9191847,9123649,9056007,8989058,8922938,8857808,8793859,8731337,8670399,"GRC","Europe",0,10823732,0.861,78,1298964,366225,1665190,6.5,6.5,NA,"free",FALSE,FALSE,0.78329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,35.5926303369353,26.0892874955632,FALSE,70.4481273587036,NA,0.000560232339615242,0.0294859126113285,0.000425293134970264,0.000925752985850241,0.00491431876855475,0.0491431876855475,TRUE,TRUE,0.00649775436164354,0.00129679015007528,0.0325579367963326,0.00649775436164354,0.00129679015007528,0.0325579367963326,NA,0.9,NA,0.203268093987605
"Grenada","GRD",108339,108825,109308,109761,110170,110556,110894,111186,111437,111630,111785,111914,112024,112112,112180,112225,112250,112255,112245,112207,112148,112070,111972,111851,111715,111555,111360,111145,110895,110610,110298,109959,109581,109182,108743,108281,107785,107255,106693,106098,105470,104824,104156,103452,102720,101985,101215,100433,99628,98802,97976,97124,96263,"GRD","Americas",0,106825,0.748,36,5069,9174,14243,7.5,7.5,NA,"free",FALSE,FALSE,0.35616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,24.3294556714027,17.8389154610738,FALSE,70.4481273587036,NA,0.00049534507619702,0.0260707934840537,0.00037603480815227,0.000818530368365637,0.00434513224734228,0.0434513224734228,TRUE,TRUE,0.0131938081534628,0.00581552707611224,0.0299330690601399,0.0131938081534628,0.00581552707611224,0.0299330690601399,NA,0.9,NA,0.488976202150611
"Guatemala","GTM",17245346,17577842,17910812,18243996,18577064,18909715,19241632,19572502,19902106,20230192,20556505,20880765,21202726,21522173,21838956,22152942,22464076,22772247,23077355,23379242,23677797,23972907,24264472,24552386,24836548,25116922,25393483,25666201,25934980,26199720,26460275,26716505,26968287,27215465,27457962,27695660,27928513,28156409,28379256,28596867,28809025,29015426,29215834,29410087,29598095,29779764,29955021,30123785,30285991,30441542,30590325,30732198,30867068,"GTM","Americas",1,16342897,0.574,52,1123759,1055294,2179053,7.5,7.5,"I","endemic",FALSE,FALSE,0.5203,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,7.55107715770059,5.53459632693859,FALSE,30.0463767568832,93.9663085994578,0.000493859654202493,0.0259926133790786,0.000374907169256522,0.000816075790595947,0.00433210222984643,0.0433210222984643,TRUE,TRUE,0.00308411565969616,0.00132471087580998,0.0071802606712708,0.00308411565969616,0.00132471087580998,0.0071802606712708,NA,0.9,NA,0.101553542632176
"Guinea","GIN",13052608,13398180,13750826,14109660,14475131,14847144,15225927,15611600,16003772,16401917,16805925,17215775,17631380,18052550,18479052,18910686,19347252,19788558,20234399,20684604,21139017,21597512,22059928,22526069,22995714,23468655,23944696,24423594,24905139,25389111,25875196,26363034,26852336,27342813,27834255,28326505,28819424,29312851,29806555,30300278,30793678,31286402,31778122,32268570,32757533,33244813,33730182,34213447,34694393,35172791,35648406,36120999,36590364,"GIN","Africa",1,12608590,0.344,37,221013,1070691,1291704,7.4,21.2,"II","west africa",TRUE,TRUE,0.37651,0.630702150537634,NA,"clinical_observation","urban",0.523333333333333,NA,0.3295,7994,0.49,2634,TRUE,FALSE,NA,FALSE,0,NA,NA,5.74297494043373,4.21286721191614,FALSE,14.910795,83.3659371704296,0.000397646694552464,0.0209287733974981,0.00030186834528854,0.000657089190974307,0.00348812889958302,0.0348812889958302,FALSE,TRUE,0.000469233495826494,0.000293895966754746,0.000749176914664128,0.00137955822391942,0.000542731003505265,0.00350667435781607,0.523333333333333,0.9,0.0124771634112388,0.0488168216750025
"Guinea Bissau","GNB",1907268,1953723,2000694,2048139,2096009,2144247,2192880,2241865,2291199,2340894,2390982,2441532,2492580,2544120,2596172,2648734,2701825,2755473,2809661,2864364,2919552,2975168,3031196,3087557,3144247,3201208,3258368,3315680,3373081,3430548,3488019,3545439,3602736,3659886,3716858,3773621,3830143,3886400,3942353,3998013,4053357,4108398,4163165,4217629,4271767,4325567,4379008,4432079,4484733,4536978,4588819,4640242,4691250,"GNB","Africa",1,1844325,0.353,49,42917,126281,169199,7.4,21.2,"II","west africa",TRUE,TRUE,0.50094,0.630702150537634,NA,NA,NA,0.523333333333333,NA,0.686529569892473,NA,0.421566924066924,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,2.37954976714194,1.74556345812875,FALSE,14.910795,83.3659371704296,0.000353347983458601,0.0185972622872948,0.000268239551689816,0.000583888018595315,0.00309954371454913,0.0309954371454913,FALSE,TRUE,0.000335227604803704,0.000186796285196382,0.000601604827977623,0.000985577549780808,0.000329694292445483,0.00294625393550773,0.523333333333333,0.9,0.00808230934595092,0.035895840707916
"Guyana","GUY",782225,786508,790782,795022,799146,803119,806914,810501,813861,816988,819881,822554,824982,827197,829166,830889,832333,833489,834352,834928,835233,835288,835119,834730,834125,833307,832264,831011,829552,827883,826057,824047,821906,819622,817215,814676,811998,809183,806227,803140,799917,796576,793109,789507,785795,781956,777991,773916,769732,765430,761006,756464,751791,"GUY","Americas",1,767085,0.633,29,29203,73075,102278,7.5,7.5,NA,"americas",TRUE,FALSE,0.28661,0.609201552437567,NA,NA,NA,0.632,NA,0.382,NA,0.6549,NA,NA,FALSE,NA,FALSE,NA,NA,NA,3.09369479537646,2.26836804977145,FALSE,41.3419256851083,145.236950138642,0.000494553342274462,0.0260291232776033,0.000375433773584687,0.00081722207180548,0.00433818721293388,0.0433818721293388,FALSE,TRUE,0.00297969062186478,0.00129818681178991,0.00683919765737518,0.00876036501803593,0.00466880002237348,0.0164376274163513,0.632,0.9,0.102467258735612,0.319460126309509
"Haiti","HTI",11112945,11242856,11371185,11497951,11622998,11746163,11867239,11986045,12102492,12216575,12328207,12437358,12543964,12647964,12749288,12847840,12943529,13036257,13125966,13212592,13296139,13376643,13454085,13528481,13599740,13667688,13732075,13792760,13849625,13902725,13952199,13998279,14041135,14080812,14117235,14150284,14179777,14205592,14227719,14246211,14261109,14272464,14280338,14284780,14285831,14283614,14278227,14269805,14258428,14244189,14227209,14207575,14185440,"HTI","Americas",1,10711067,0.454,59,837534,590608,1113728.83770897,7.5,7.5,"I","americas",TRUE,TRUE,0.59794,0.609201552437567,NA,"lab_testing","mixed",0.632,68,0.382,68,0.6549,68,TRUE,TRUE,TRUE,FALSE,0,1113728.83770897,"Overall",6.99793283086696,5.12916667779528,FALSE,12.2,150,0.000385062267354541,0.0202664351239232,0.000292315040139314,0.00063629412037611,0.00337773918732054,0.0337773918732054,FALSE,TRUE,0.000429783174685786,0.000212649110896444,0.000868630846676547,0.00126357329221699,0.000411393112251249,0.0038810019352706,0.632,0.9,0.00919864892753903,0.0452480787070157
"Honduras","HND",9417167,9568688,9719265,9868818,10017325,10164639,10310545,10454849,10597425,10738136,10876813,11013275,11147351,11278945,11407968,11534322,11657920,11778686,11896543,12011469,12123518,12232808,12339417,12443346,12544546,12642936,12738436,12830963,12920484,13006996,13090516,13171064,13248655,13323288,13394917,13463513,13529028,13591414,13650645,13706713,13759624,13809396,13856012,13899492,13939800,13976874,14010622,14040968,14067908,14091492,14111733,14128714,14142488,"HND","Americas",1,8075060,0.625,55,589264,487411,1076675,7.5,7.5,"II","americas",TRUE,FALSE,0.55315,0.609201552437567,NA,NA,NA,0.632,NA,0.382,NA,0.6549,NA,NA,FALSE,NA,FALSE,NA,NA,NA,6.06922707008263,4.45009662418141,FALSE,64.8947593357572,145.236950138642,0.000442521666063364,0.0232906140033349,0.000335934599529913,0.000731242601851464,0.00388176900055582,0.0388176900055582,FALSE,TRUE,0.00125012753625339,0.000570844936448256,0.00273772921000698,0.00367540625067437,0.00147418892087346,0.00916341923088962,0.632,0.9,0.0416671644277985,0.140706327052953
