"dogpop2018","dogpop2019","dogpop2020","dogpop2021","dogpop2022","dogpop2023","dogpop2024","dogpop2025","dogpop2026","dogpop2027","dogpop2028","dogpop2029","dogpop2030","dogpop2031","dogpop2032","dogpop2033","dogpop2034","dogpop2035","dogpop2036","dogpop2037","dogpop2038","dogpop2039","dogpop2040","dogpop2041","dogpop2042","dogpop2043","dogpop2044","dogpop2045","dogpop2046","dogpop2047","dogpop2048","dogpop2049","dogpop2050","dogpop2051","dogpop2052","dogpop2053","dogpop2054","dogpop2055","dogpop2056","dogpop2057","dogpop2058","dogpop2059","dogpop2060","dogpop2061","dogpop2062","dogpop2063","dogpop2064","dogpop2065","dogpop2066","dogpop2067","dogpop2068","dogpop2069","dogpop2070","country"
2154378.29698693,2209791.94665964,2266116.29660345,2323347.68027203,2381474.92342892,2440501.69262046,2500430.43221087,2561264.45955161,2622996.79074488,2685628.12418047,2749173.99903094,2813654.4067037,2879080.78333138,2945451.55753698,3012746.65061436,3080939.96024555,3149999.88429308,3219893.94763226,3290597.96851699,3362091.95553988,3434351.63965612,3507352.66452219,3581066.83265079,3655467.16873671,3730519.27708338,3806174.96879608,3882380.46786186,3959087.67268474,4036256.6004499,4113857.13309815,4191862.7318179,4270250.52434391,4348994.49565693,4428064.52769776,4507421.16144393,4587018.73966367,4666806.62909803,4746738.91061909,4826781.97421876,4906908.40809822,4987094.03051142,5067316.92947904,5147553.53434606,5227773.20326095,5307945.38167091,5388058.37154714,5468101.7843417,5548060.77927178,5627910.38890282,5707612.11449827,5787121.69560592,5866385.18161538,5945354.82012557,"Cameroon"
4927169.14767746,4970641.95192146,5013761.15613094,5056555.42697536,5098963.96444879,5140920.63521144,5182313.43925238,5223056.77656325,5263135.04714252,5302533.31765541,5341158.38809282,5378897.72511042,5415671.8620338,5451446.53219294,5486239.60225625,5520078.53889308,5553020.80877571,5585114.67857551,5616378.54829429,5646831.48460057,5676532.15416674,5705554.69033337,5733958.55977294,5761774.82915515,5789031.09848269,5815799.36776258,5842161.37033615,5868175.2395424,5893901.64205392,5919337.64453709,5944420.18031908,5969044.98272306,5993147.51840938,6016719.38737723,6039821.38963255,6062541.92518395,6085001.52737655,6107297.79621987,6129456.8650498,6151484.33386688,6173425.26934218,6195325.4048135,6217211.14028341,6239098.34242013,6260977.9445561,6282828.34668923,6304617.015483,6326303.68426681,6347884.08637358,6369330.22180057,6390558.35720628,6411463.29258045,6431964.6279152,"Canada"
473346.505606421,482167.929466393,491677.777692023,501865.658972131,512798.217581303,524320.183350564,536246.511007752,548431.022781175,560784.293444816,573286.339707943,585942.257309693,598790.813834084,611849.894326317,625100.314827293,638491.517611464,651992.428661744,665565.779140922,679183.992107788,692826.584689346,706487.262149015,720157.032005965,733835.094928569,747519.652420661,761203.310664669,774878.975592385,788550.344112594,802221.512799897,815896.578228891,829573.741903412,843249.406831128,856930.167497981,870624.816551891,884338.549648448,898067.470045961,911807.481169828,925549.890288584,939285.405172037,953004.034174824,966699.182811002,980360.959351661,993976.874240094,1007530.04159563,1021006.17336541,1034394.07890661,1047683.16707515,1060859.34965106,1073907.03966758,1086811.84915537,1099563.28688681,1112150.86163427,1124563.38275492,1136787.76119335,1148813.40580547,"Central African Republic"
1318337.74766739,1357936.43638577,1398358.33571551,1439628.00372845,1481688.59621633,1524508.42811441,1568030.05414273,1612208.65152678,1657032.97163927,1702508.2523906,1748620.32566241,1795359.05910338,1842710.88566681,1890658.97534542,1939186.49813193,1988275.07840614,2037906.68401739,2088063.71215195,2138725.03943331,2189872.54784344,2241481.85104526,2293531.6539275,2345996.02454017,2398855.72858924,2452086.46560499,2505662.64710697,2559555.5933889,2613739.02903122,2668187.96662519,2722881.11105953,2777796.73788607,2832915.61281077,2888217.72873314,2943678.01237701,2999272.24914009,3054978.37110464,3110774.56795511,3166637.6554978,3222541.44418055,3278460.8607272,3334366.36675763,3390233.66180214,3446034.49549135,3501740.53158852,3557321.45890706,3612742.32942164,3667968.71031123,3722964.88074405,3777702.07514644,3832150.15406656,3886271.4217228,3940026.72258801,3993381.02276948,"Chad"
2426294.06019069,2444886.58989836,2463018.05302928,2480658.98292252,2497815.77957684,2514503.10965604,2530747.77315489,2546564.43673721,2561955.36706921,2576894.16415605,2591316.6946769,2605141.35864767,2618308.95607991,2630794.95364506,2642614.41800686,2653806.01582442,2664428.5470863,2674527.07845035,2684110.94324811,2693168.94148174,2701699.07315164,2709692.80492615,2717146.67013926,2724064.80212352,2730454.53421081,2736311.46640201,2741630.66536473,2746407.33109992,2750647.99693963,2754359.72954915,2757549.99559369,2760233.46173707,2762416.92797795,2764111.72764745,2765329.99407655,2766083.32726297,2766386.26053723,2766257.32722904,2765703.86067031,2764741.59419129,2763388.26112186,2761672.12812319,2759609.32852544,2757218.66232497,2754504.79618753,2751474.26344517,2748126.93076458,2744465.59814523,2740496.26558595,2736232.66641737,2731688.53397018,2726880.40157446,2721822.4025608,"Chile"
29297017.1086721,29400869.9863977,29493752.88484,29575166.3008941,29644920.275968,29703439.2199991,29751451.1868168,29789558.9093396,29817916.6525777,29836558.8057651,29845862.1390876,29846257.0666233,29838132.7395107,29821773.2571281,29797419.1577776,29765362.3669248,29725889.7789791,29679273.0088472,29625724.5617047,29565468.9924168,29498787.9780019,29425973.8165962,29347263.19557,29262876.4875939,29172910.0073676,29077313.3408125,28975952.2022144,28868758.2478882,28755883.7345623,28637515.2667915,28513670.1530644,28384345.1221594,28249621.56124,28109696.2819002,27964887.1309304,27815569.0358665,27662187.7938095,27505194.8333302,27344908.4567056,27181721.1691113,27016260.7345218,26849243.0121494,26681295.1448505,26512793.3438049,26344049.4516623,26175530.2800162,26007704.2346634,25840951.1913797,25675568.7278046,25511709.6596728,25349400.4052038,25188570.1569443,25029168.2316644,"China"
6595291.20341699,6646642.53781507,6696055.07217295,6743492.80648989,6788970.14076617,6832509.34166894,6874151.74253237,6913931.07669051,6951844.41080996,6987874.94489037,7022012.27893153,7054240.27959976,7084550.41356156,7112944.54748363,7139423.881366,7163980.4152085,7186600.01567751,7207278.41610627,7226019.34982819,7242836.28351021,7257753.61715285,7270803.4840901,7282013.48432253,7291412.01785074,7299017.61800844,7304840.28479583,7308884.01821301,7311168.68492705,7311717.35160509,7310577.61824813,7307813.08485747,7303496.95143465,7297700.81798113,7290470.15116454,7281843.35098567,7271876.81744569,7260624.01721236,7248136.15028677,7234458.95000318,7219636.28302917,7203712.28269899,7186729.34901353,7168727.4819736,7149743.88157998,7129814.41450009,7108971.08073458,7087244.81361743,7064667.21314929,7041269.21266414,7017073.61216246,6992095.07831121,6966335.61111043,6939807.21056037,"Colombia"
91761.761294602,93808.2317869708,95868.8135880194,97942.07351796,100025.586195613,102120.895045366,104225.905419836,106340.948052821,108465.251232127,110598.594468556,112740.64702831,114892.952335778,117054.959167962,119226.226546468,121407.967161885,123597.314654637,125795.040736917,128001.806876321,130214.746713271,132435.072938359,134661.242127198,136891.049387805,139122.2898282,141356.617117368,143589.952205146,145822.736069927,148051.110150747,150274.192490811,152490.329421135,154698.198006529,156896.806045602,159084.389624769,161258.633607449,163418.76628145,165563.795445379,167693.500610039,169806.558840241,171903.080380583,173981.411562081,176041.88311853,178083.061870144,180103.514637135,182103.020930303,184080.47830366,186036.548224799,187968.915557139,189881.218372451,191773.236181535,193643.976783001,195491.676263263,197316.224377722,199114.754766803,200885.283027722,"Comoros"
419158.532435995,430204.506011908,441438.173113609,452862.17293873,464513.454254133,476416.157955817,488600.479569641,501088.386534728,513884.225764826,526984.271333866,540389.765217203,554101.716519816,568117.330797151,582435.055580013,597047.361392801,611937.947308959,627087.795580835,642477.345096562,658099.144004,673942.169771856,689984.377337549,706199.995712428,722567.911315426,739076.403004115,755720.425253607,772495.475903236,789397.984273851,806425.854532036,823573.032047927,840838.352469629,858227.559933165,875751.909840206,893418.931666353,911228.780658524,929179.981970985,947272.613227194,965509.003130945,983889.074058779,1002409.17770809,1021067.68398621,1039862.65230665,1058792.60782368,1077854.44559891,1097043.27535436,1116349.85989832,1135761.23611301,1155258.46387423,1174827.8038296,1194458.00057745,1214139.7393026,1233860.9883688,1253608.4741644,1273369.00070125,"Congo"
2321.85299828036,2328.65412991624,2335.72197259666,2340.38941587619,2345.5902812448,2351.05785765796,2355.99201198203,2361.32623287291,2366.39374271925,2371.19454152105,2374.12836301104,2378.79580629056,2381.86298330282,2384.93016031508,2387.46391523825,2388.6641149387,2391.19786986187,2391.59793642869,2392.93149165141,2392.13135851778,2393.06484717368,2392.5314250846,2393.59826926277,2393.99833582959,2394.13169135186,2394.93182448549,2394.53175791868,2394.39840239641,2394.39840239641,2393.86498030732,2392.39806956232,2392.26471404005,2393.06484717368,2392.26471404005,2392.39806956232,2393.19820269596,2393.19820269596,2393.4649137405,2392.13135851778,2390.53109225051,2387.06384867144,2384.53009374827,2381.06285016919,2377.06218450103,2373.32822987741,2369.19420868697,2365.19354301881,2360.52609973928,2355.99201198203,2350.52443556887,2345.5902812448,2339.72263826483,2334.25506185167,"Cook Islands"
660426.876743867,666584.879945922,672557.549718273,678339.419391412,683935.822301444,689348.625116008,694583.561171418,699645.297136766,704535.16634608,709249.168797279,713785.304489325,718142.106754786,722317.575592625,726310.77766902,730125.846319457,733762.248210323,737228.383345986,740526.518394293,743657.720022463,746622.654897511,749420.389685618,752052.524387616,754519.992337323,756822.126867727,758959.861312645,760931.062337635,762729.32993937,764352.530783406,765801.46487016,767076.932200048,768180.399440498,769113.199925538,769876.400322389,770472.533965702,770904.934190543,771172.934329898,771279.201051821,771224.934356937,771013.467580311,770648.934057427,770138.533792028,769494.266790353,768722.266388926,767828.399257464,766813.732063188,765683.3314754,764437.197494098,763080.13012178,761613.86269268,760041.728541864,758362.261001903,756573.193404952,754674.259084206,"Costa Rica"
640735.542804145,636945.544598481,633222.315591975,629596.317308667,626064.472826936,622612.474461249,619207.706842433,615828.169980901,612476.171567871,609159.25006131,605871.713156223,602605.560856395,599351.100858725,596106.025471996,592868.488543236,589627.720846775,586372.953156942,583096.185477525,579793.571656499,576464.496309539,573115.267125966,569756.961023614,566392.962616265,563029.425747159,559660.811957379,556287.582785169,552906.353616747,549516.662913869,546116.972215726,542711.127674342,539297.129290664,535874.977064694,532446.055611158,529011.134160464,525570.21271261,522125.137420569,518677.44674515,515228.679147165,511781.296163909,508335.1439493,504892.376348474,501457.301051699,498031.302673703,494615.919675296,491214.382824181,487827.615196842,484455.309101118,481099.772228224,477762.235346809,474446.852301058,471153.623090973,467889.009251956,464654.087706573,"Croatia"
1531877.33100325,1532272.53093385,1532731.99751983,1533297.19742059,1533871.99731965,1534411.86389152,1534833.19715087,1535069.46377604,1535118.53043409,1534987.19712382,1534607.99719041,1533899.46398149,1532799.73084127,1531280.13110811,1529350.53144695,1527035.3318535,1524380.93231961,1521419.99950621,1518155.60007944,1514580.93404048,1510711.86805322,1506561.0687821,1502142.93622459,1497463.47037963,1492524.00458033,1487319.87216084,1481841.73978947,1476080.27413451,1470043.47519457,1463732.80963605,1457143.07745987,1450261.87866821,1443085.34659507,1435618.01457299,1427874.14926614,1419870.55067157,1411630.4187852,1403175.22026993,1394529.7551214,1385711.35666991,1376734.02491299,1367610.29318177,1358359.76147283,1348997.09645024,1339560.56477396,1330117.49976549,1320753.5014098,1311535.10302854,1302493.90461617,1293642.43950382,1284993.64102254,1276552.3091715,1268325.11061619,"Cuba"
182936.232339312,184373.463725221,185745.156621471,187053.926413799,188312.080799794,189528.850552647,190712.389522012,191867.774633142,192997.775117995,194100.698668154,195178.237592036,196232.084198061,197262.238486227,198268.392764095,199253.470109843,200216.701292371,201160.855543637,202083.471324123,202986.856327126,203871.010552647,204731.93399897,205569.626666095,206379.319321205,207160.242733202,207913.319979404,208636.089520295,209328.397509654,209988.397792843,210614.244215224,211205.936776796,211761.783169141,212274.706466146,212744.552821591,213168.706849738,213548.091627907,213885.476388055,214184.861131897,214447.630475414,214674.245957264,214865.322962327,215024.55379988,215150.246161503,215245.784664035,215312.707769673,215350.092401098,215358.400096971,215340.246243028,215291.938529992,215219.32311422,215120.399994851,214994.707633228,214844.861415086,214669.938263108,"Cyprus"
1634653.38137707,1635474.76575891,1635910.91948106,1635976.45792396,1635736.15029998,1635148.61200549,1634167.38151525,1632759.07422337,1630924.61320649,1628684.45999728,1626051.69151508,1623055.23082859,1619722.00100709,1616067.07896936,1612127.54162794,1607987.08126672,1603749.39016392,1599503.08367896,1595281.2387255,1591101.54760621,1587004.47184804,1583030.01143963,1579206.78175744,1575552.47510416,1572063.70686534,1568720.16935446,1565485.70873564,1562325.24809579,1559227.24897663,1556175.55753662,1553125.09686549,1550021.25159415,1546815.25250571,1543487.25345195,1540018.63905355,1536375.87085852,1532521.71810821,1528428.33465669,1524087.72050623,1519500.64488738,1514658.6462641,1509562.1861747,1504219.1107708,1498636.95851181,1492840.96015977,1486878.03877827,1480808.50204247,1474688.81147477,1468547.12091333,1462412.96881128,1456346.66284379,1450417.12606818,1444681.58923741,"Czechia"
2779444.21998228,2792113.20424259,2804426.11207953,2816353.09862372,2827866.92364894,2838951.52518913,2849594.96529652,2859776.29829916,2869479.67928458,2878670.5967311,2887278.39969339,2895218.54579602,2902429.28329108,2908885.4339615,2914587.54044125,2919533.86630159,2923728.53556081,2927184.67996146,2929901.86539633,2931893.98329554,2933201.83973503,2933879.15547969,2933970.75209698,2933504.52097392,2932500.75662167,2931000.48216979,2929043.96106024,2926670.91410098,2923910.53500061,2920786.80818143,2917323.39248533,2913541.45063789,2909460.1918823,2905100.99599771,2900486.21950445,2895637.02512809,2890575.66086215,2885320.57626227,2879890.32941084,2874298.81173797,2868548.30230643,2862639.12669659,2856574.6492392,2850361.59859572,2844013.75766944,2837547.07989965,2830984.03033347,2824340.88799056,2817626.66059513,2810846.0147995,2803994.28395134,2797065.93318399,2790055.64468434,"Dem. People's Republic of Korea"
8211920.30849727,8478066.91606589,8749594.3581164,9026323.9382344,9308282.44133103,9595685.02649166,9888874.32551735,10188096.2903658,10493340.3634807,10804505.1727715,11121635.4900968,11444775.7940501,11773917.9709538,12108997.3068986,12449875.4783471,12796362.2537772,13148217.5465402,13505197.4575367,13867134.7277049,14233820.0632684,14604904.0873207,14979983.7553781,15358702.6521632,15740807.5918373,16126102.4775694,16514351.914958,16905333.6087918,17298835.9191707,17694624.8202656,18092496.6880987,18492308.9956613,18893948.1514688,19297277.3960663,19702134.7491701,20108309.6461869,20515551.7361773,20923585.6428835,21332172.2572083,21741058.7843336,22150096.1476556,22559259.2241005,22968585.8449116,23378029.5763924,23787450.8241888,24196545.2765183,24604906.3697119,25012037.5076069,25417511.9889733,25821061.0849034,26222500.9179599,26621600.2972127,27018146.5074554,27411932.7965454,"Democratic Republic of the Congo"
885285.460476582,888495.921732233,891815.306055213,895270.998058493,898834.074667698,902463.76665565,906103.458642721,909705.30447928,913263.304165855,916782.842317356,920237.611243795,923599.610947635,926848.53373836,929971.764232465,932968.687045389,935837.917561868,938582.071166289,941207.609396544,943711.916868246,946100.993580869,948381.147226164,950563.916264653,952658.839157033,954675.454364005,956619.146500477,958508.377103285,960366.838478034,962211.915238578,964055.299691579,965899.914913702,967747.914750911,969595.76074198,971446.375963574,973303.914261482,975171.606404649,977048.221623953,978932.067611851,980819.759753256,982712.22112501,984611.605573078,986521.297712545,988452.836003934,990407.143524086,992386.066426686,994386.835481207,996405.604534142,998438.065893564,1000479.14263684,1002525.75784117,1004572.98843006,1006617.29594228,1008651.60345539,1010669.9109699,"Denmark"
65182.0532808627,66140.3839564977,67093.816288811,68041.679271868,68981.4901837112,69910.7663023829,70828.1656160142,71731.138302054,72619.483058722,73492.7301818641,74348.8666536766,75186.9530658515,76005.5132053328,76803.9431667795,77581.9074472243,78337.3930288637,79071.4064205996,79782.6727111564,80470.7892969733,81136.0245804242,81778.1101591353,82397.3144354803,82993.3690070856,83567.1461816658,84118.2433556604,84646.7947302562,85153.068707827,85638.3401996484,86102.0724009727,86544.0640100196,86964.9189321301,87363.4964572157,87741.7425024863,88097.6440501385,88432.0063072936,88744.7621733582,89036.0458495192,89304.5824245011,89551.9152119532,89776.031194072,89978.6078856938,90158.370375543,90314.7147582786,90447.8423356809,90558.357013091,90645.7890863547,90712.0173720887,90755.9682607976,90779.0508649439,90782.204592836,90764.557136759,90728.3899168901,90672.7635249211,"Djibouti"
9908.07413318657,9957.54250137589,10007.2775454045,10053.8124793616,10100.0807374794,10143.0155476059,10182.8835855806,10219.4181755641,10251.5526141992,10281.153632361,10306.3544991745,10327.4218904788,10346.0891992295,10359.5563291139,10370.7567143643,10377.9569620253,10382.7571271326,10384.7571959274,10384.890533847,10382.4904512933,10380.0903687397,10375.1568657127,10369.1566593286,10361.5563979086,10353.0227710512,10343.9557925151,10332.2220555861,10319.8216290589,10305.2877958173,10288.753893781,10271.5533021464,10251.5526141992,10230.3518849752,10205.81770776,10179.9501513484,10152.4825399009,10121.8148183819,10089.4137039075,10054.6125068795,10017.677903137,9979.14324435883,9938.07516510732,9895.80704457898,9851.00550357733,9804.73724545955,9758.06897358283,9709.1339570721,9659.66558888277,9607.5304623005,9555.66201155751,9502.3268436984,9446.59159328564,9393.25642542653,"Dominica"
1451065.65094894,1466236.04590578,1481113.90762653,1495686.96944861,1509948.0313744,1523902.82673535,1537562.82219429,1550932.01774991,1564013.08006798,1576795.34248538,1589257.87167574,1601368.40098311,1613108.7970802,1624462.52663916,1635432.78965893,1646039.31946629,1656306.64938641,1666252.37941344,1675880.77621262,1685175.97312258,1694111.17015221,1702650.10064691,1710763.56461638,1718446.89539551,1725700.35965087,1732526.62404825,1738925.95525423,1744901.01993458,1750449.95142325,1755580.08305115,1760305.41481362,1764649.6800361,1768631.54537906,1772260.07750615,1775537.80974985,1778469.1421087,1781057.54124823,1783303.40716829,1785213.80653321,1786796.20600717,1788059.53892052,1789014.73860298,1789669.27171873,1790029.13826576,1790100.33824209,1789882.33831456,1789379.671815,1788593.40540972,1787527.67243067,1786186.8728764,1784573.4067461,1782688.47403939,1780533.27475585,"Dominican Republic"
2248456.94521054,2280059.48245886,2311419.21967711,2342506.69019496,2373304.29401024,2403791.49778706,2433955.90152389,2463782.17188551,2493250.97553617,2522344.84580705,2551056.9826973,2579382.05287294,2607314.45633327,2634844.0597437,2661953.9297688,2688622.86640594,2714829.6696525,2740554.47283934,2765781.5426312,2790505.81236076,2814715.9486933,2838404.88496127,2861565.68783048,2884190.35729994,2906272.09336881,2927799.9627024,2948763.96529947,2969157.70115922,2988973.43694737,3008207.70599682,3026864.10830802,3044948.51054836,3062460.51271778,3079403.04815,3095769.1835108,3111556.38546656,3126760.25401671,3141375.72249397,3155405.72423204,3168846.65923047,3181694.26082206,3193939.32900567,3205579.06378096,3216612.39848113,3227040.53310632,3236869.86765734,3246109.20213526,3254764.53654083,3262841.47087476,3270340.53847042,3277261.33932779,3283601.74011325,3289361.60749346,"Ecuador"
9658456.7563741,9832721.13341161,10005015.9288973,10175169.0170515,10342714.5600068,10508029.271215,10671633.9988148,10834003.8138463,10995295.4858651,11155724.1963937,11315902.347769,11476553.820741,11638237.1736704,11801124.0463804,11965226.1018263,12130708.1764409,12297690.8846188,12466171.8937689,12636198.5360509,12807524.723111,12979452.1355093,13151055.1233718,13321574.4283178,13490693.5954974,13658285.5958908,13824012.9813289,13987563.5733785,14148675.6358879,14307132.1406998,14462788.369979,14615565.2100131,14765437.779831,14912399.4704248,15056397.7984964,15197417.3106301,15335550.4357456,15470938.9759392,15603713.3619262,15733896.4336604,15861541.354779,15986857.2809444,16110099.1449182,16231455.6921911,16351020.9067436,16468781.3761771,16584691.0318189,16698652.6823759,16810589.3523442,16920500.5557672,17028405.8280949,17134259.8781847,17238009.8339733,17339609.4324052,"Egypt"
854874.679070536,859387.613877099,863875.748675567,868310.15012316,872690.018219618,877008.419629343,881271.621021049,885477.222393951,889623.09041402,893681.891739,897599.893018017,901304.02756055,904744.69535041,907890.163043902,910755.897312744,913391.231506372,915870.432315697,918245.633091072,920535.233838503,922715.234550156,924750.568547917,926591.769148969,928202.96967494,929575.103456201,930720.837163554,931650.570800396,932381.637705716,932928.571217594,933291.771336159,933469.504727513,933470.971394658,933308.171341513,932988.304570427,932516.304416344,931890.837545496,931106.437289432,930157.236979569,929035.369946673,927741.902857759,926276.835712827,924635.901843817,922812.834582018,920804.700593136,918608.566542884,916227.499098927,913660.964927758,910913.097364061,907989.096409532,904888.428730664,901611.227660835,898158.159866928,894532.558683364,890734.290776767,"El Salvador"
131411.167112394,136032.932667503,140651.297659338,145259.060895084,149853.521927437,154445.882611886,159054.245947033,163689.313705536,168357.686980806,173054.664994202,177765.245260692,182469.524483469,187153.000260337,191810.471729818,196450.34028353,201094.309516484,205773.284547843,210507.668757248,215304.563320948,220157.267128961,225053.478143564,229975.593448986,234910.310841834,239854.629825101,244810.050647291,249773.372778264,254740.295505645,259708.218398694,264673.240811303,269633.26239557,274591.683714766,279554.105696637,284521.528506852,289494.952311078,294468.376115305,299438.199323125,304395.720493219,309336.138830379,314255.153622228,319151.664686531,324019.671029276,328853.771755852,333650.366269851,338404.153693229,343112.433578681,347774.405793671,352386.469741793,356946.425058576,361452.471445814,365901.308356803,370289.935294535,374614.051546636,378872.156864601,"Equatorial Guinea"
529026.641526618,541437.78396036,553935.194903102,566470.131627537,579079.712026427,591783.208851781,604623.7563581,617633.577770969,630801.864033704,644105.773366143,657562.946964573,671194.391108962,685017.54305113,699030.567290885,713219.289687859,727575.348518958,742079.77694887,756716.055475871,771475.312515703,786342.966039066,801294.644682306,816300.470581195,831332.707288395,846376.976719073,861420.532344121,876441.246189008,891416.378445806,906327.982001532,921162.188632516,935909.922810034,950567.615505936,965135.470664688,979612.978425124,993992.184953083,1008269.21530372,1022444.47736595,1036522.86580697,1050505.7062658,1064390.85732555,1078173.0164301,1091852.8973851,1105428.97060705,1118899.70651245,1132260.72029529,1145506.40348277,1158631.2495743,1171626.5909301,1184483.96385484,1197199.59537591,1209766.347437,1222169.84195327,1234394.57914535,1246426.89473401,"Eritrea"
201044.460927532,200584.460576922,200086.152504806,199544.459784237,198959.074722675,198329.228088762,197655.227575042,196943.842417443,196189.380303933,195397.072007732,194572.148302055,193723.070731815,192860.146997175,191985.838638474,191101.684118421,190214.914211759,189332.759693231,188461.835952494,187605.373761241,186761.988503031,185930.910946511,185111.525706594,184299.217395148,183494.447550987,182698.446944279,181903.369415197,181106.445730862,180299.983577719,179485.521418478,178660.290020259,177823.82784425,176975.057966552,176115.057311063,175239.672028463,174351.363659091,173449.670664132,172534.593043587,171607.976952709,170669.976237769,169719.66782114,168761.051705872,167793.050968066,166816.896377891,165835.203321956,164847.66410772,163858.894123314,162871.047216535,161886.43108145,160906.122641955,159933.660362287,158968.890396174,158014.735822768,157072.273565966,"Estonia"
12689817.714442,12996723.5377105,13306305.9849734,13618345.4460881,13932466.8963191,14248264.0392015,14565264.1405973,14883063.3821787,15201362.1453793,15519966.4274726,15838708.3051737,16157465.9957491,16476091.9910429,16794403.7349613,17112159.432135,17429079.525107,17744862.3892,18059249.3541116,18372012.9032622,18683029.7198335,18992271.3642529,19299778.7847846,19605532.3923454,19909402.4977646,20211172.4410628,20510630.7545477,20807532.6926868,21101648.142757,21392800.6850037,21680824.6382661,21965496.1441669,22246581.313774,22523861.953023,22797155.5058203,23066293.4588484,23331102.4605225,23591412.6994535,23847061.0906241,24097893.7535262,24343765.6581407,24584537.4387619,24820077.1640952,25050258.9211787,25274971.9018856,25494105.7701153,25707546.0595387,25915183.0240879,26116918.7183473,26312668.2956256,26502369.4484777,26685989.6071028,26863514.1386918,27034923.2181486,"Ethiopia"
94868.8920960158,95546.5262967343,96186.9301346754,96783.8638842341,97341.9033441873,97866.0402950193,98363.3464257492,98840.3734482623,99296.8093762785,99730.0543241289,100142.708177482,100533.522991218,100903.64271503,101254.107303185,101585.436732818,101895.03111826,102184.450390912,102451.094665105,102696.835858521,102919.282076344,103120.097245403,103298.449402283,103454.754528692,103588.700638349,103699.871749547,103789.411811981,103856.176875956,103900.478927753,103921.901985664,103920.238058836,103900.58292318,103861.376647294,103807.195029956,103738.142066592,103653.801775496,103555.526097215,103441.963091202,103314.464698003,103171.055004512,103013.917914689,102843.365414815,102659.917482024,102462.950143755,102252.463400008,102030.849145599,101797.171421686,101552.678173391,101296.953419007,101031.661085362,100757.737131296,100473.309639128,100180.56251282,99879.3917569453,"Fiji"
852695.311937239,855598.697876674,858481.468422092,861349.62357623,864179.317174366,866948.395360245,869621.165809895,872172.551588805,874596.860386686,876896.399896899,879060.554729987,881076.094110685,882938.094959826,884642.249583137,886195.481060698,887605.020165038,888879.789977149,890033.328964743,891069.944822094,892003.176016912,892852.099480975,893639.945994108,894389.484797464,895110.715895603,895814.408524205,896516.870383014,897242.409175425,898004.717215373,898816.563739451,899680.256441019,900589.026086221,901537.949595888,902515.796195668,903524.412040249,904566.874054111,905640.105312775,906742.259661551,907870.567868409,909021.337623971,910193.338158447,911386.415625611,912598.262332103,913827.185969461,915070.878844322,916324.725569969,917583.956913455,918839.649793789,920085.958054459,921321.343233225,922538.420711334,923733.344333186,924891.960246172,926012.268449382,"Finland"
10035887.7710444,10073955.309221,10110948.3858672,10146883.154829,10181904.23149,10216188.0773873,10249957.3079038,10283376.9999614,10316487.7689443,10349255.7686991,10381669.1530719,10413692.3836014,10445272.3833651,10476403.1523629,10507026.5367491,10536965.9211404,10565995.3055385,10593932.2284064,10620721.1512828,10646338.9972449,10670678.0739858,10693629.7661218,10715124.6890378,10735132.6888881,10753692.2272107,10770897.6116973,10786888.3808084,10801790.0730046,10815657.4575162,10828548.0728043,10840610.3804064,10852020.2264748,10862922.6879317,10873422.9955454,10883580.5339309,10893437.7646264,10903013.6107085,10912346.9952541,10921491.302878,10930529.7643488,10939565.3027427,10948714.071905,10958068.3795273,10967680.8409938,10977580.8409197,10987809.7639201,10998403.3023023,11009384.9945278,11020775.6098272,11032572.686662,11044757.1481093,11057288.3787847,11070128.2248425,"France"
38635.0666666667,39579.6,40530.9333333333,41493.4666666667,42462.9333333333,43441.8666666667,44431.2,45431.0666666667,46443.0666666667,47465.0666666667,48498.6666666667,49542.2666666667,50595.0666666667,51656.4,52726,53804,54886.6666666667,55976.8,57069.3333333333,58166.1333333333,59264.2666666667,60363.8666666667,61463.2,62560.1333333333,63656.1333333333,64749.4666666667,65839.3333333333,66925.3333333333,68007.3333333333,69085.6,70159.4666666667,71227.3333333333,72288.1333333333,73344.2666666667,74392.8,75436.4,76474.2666666667,77509.3333333333,78540,79566,80588.2666666667,81608.4,82624.6666666667,83637.7333333333,84648.2666666667,85655.8666666667,86659.4666666667,87659.4666666667,88653.4666666667,89642.9333333333,90627.3333333333,91605.8666666667,92578.8,"French Guiana"
120886.908346529,123315.567234416,125782.34749538,128308.122335234,130868.685851438,133456.027878179,136050.093766736,138636.500299659,141219.515667493,143809.781112415,146408.582938424,149017.909069885,151638.519595524,154271.233072431,156915.289411879,159572.676538232,162243.277514763,164928.027835288,167625.933537627,170335.942191235,173056.41668193,175785.018275167,178519.349768039,181257.423236183,183997.718502143,186736.49359065,189469.246437704,192193.521372034,194906.628848914,197605.353108343,200286.770732143,202947.373618495,205583.010513583,208191.693493043,210771.785442696,213320.772222905,215836.373567489,218317.595514267,220762.742480693,223170.352757678,225541.361839039,227876.120534959,230175.50587089,232438.114606107,234665.4084497,236857.328933305,239015.220829286,241141.130530368,243233.88866928,245293.962992931,247321.879716593,249318.925144265,251284.514592312,"Gabon"
