"country","CODE","pop2018","pop2019","pop2020","pop2021","pop2022","pop2023","pop2024","pop2025","pop2026","pop2027","pop2028","pop2029","pop2030","pop2031","pop2032","pop2033","pop2034","pop2035","pop2036","pop2037","pop2038","pop2039","pop2040","pop2041","pop2042","pop2043","pop2044","pop2045","pop2046","pop2047","pop2048","pop2049","pop2050","pop2051","pop2052","pop2053","pop2054","pop2055","pop2056","pop2057","pop2058","pop2059","pop2060","pop2061","pop2062","pop2063","pop2064","pop2065","pop2066","pop2067","pop2068","pop2069","pop2070","Country.code","Continent","endemic","pop2015","HDI","Percent.Urban","urban_dogs_Knoble","rural_dogs_Knoble","total_dogs_Knoble","rural_HDR","urban_HDR","Business.Plan.Phase","cluster","gavi","gavi_2018","prop_urban","p_rabid","p_rabid_n","p_rabid_source","p_rabid_setting","p_seek","p_seek_n","p_receive","p_receive_n","p_complete","p_complete_n","vaccine_paid_by_patient","RIG_usage","RIG_paid_by_patient","ID","ID_prop","tot_dog_pop","dog_pop_setting","cost_first_visit","cost_followup_visit","ID_2015","price_per_vial","price_per_vial_RIG","exp_inc","bite_inc","LCI_exp_inc","UCI_exp_inc","LCI_bite_inc","UCI_bite_inc","vaccine_free_SQ","vaccine_gavi","preds_SQ","preds_SQ_LCI","preds_SQ_UCI","preds_gavi","preds_gavi_LCI","preds_gavi_UCI","p_seek_SQ","pseek_gavi","pseek_norm_SQ","pseek_norm_gavi","bite_inc_susp","bite_inc_non_susp","bite_inc_susp_LCI","bite_inc_susp_UCI"
"Ethiopia","ETH",107534882,110135635,112759070,115403326,118065225,120741324,123427617,126120682,128817980,131517867,134218920,136920107,139620178,142317586,145010282,147695897,150371875,153036024,155686416,158322006,160942553,163548404,166139393,168714421,171271652,173809294,176325273,178817639,181284897,183725643,186137980,188519926,190869632,193185551,195466255,197710275,199916172,202082564,204208147,206291692,208332018,210328007,212278592,214182834,216039798,217848514,219608052,221317582,222976385,224583933,226139950,227644312,229096851,"ETH","Africa",1,99390750,0.363,19,912895,10815863,11728757,7.4,21.2,"I","east africa",TRUE,TRUE,0.19922,0.736,1000,"suspected","mixed",0.7742,1000,0.542664406779661,1000,0.5742,1000,TRUE,FALSE,NA,0,0,NA,NA,3.91514669948763,2.87181905691246,FALSE,0.1353,167.691025010811,0.000494485349878896,0.0226463963475282,0.000300062260700418,0.000909120069473039,0.0037743993912547,0.037743993912547,FALSE,TRUE,0.000900683667218453,0.000464304781989422,0.00174719516115723,0.00264803252818202,0.00113922523670855,0.00615512722538464,0.7742,0.9,0.0228669100988659,0.0972779809857681,0.000494485349878896,0.000900683667218453,0.000300062260700418,0.000909120069473039
"Gambia","GMB",2163765,2228075,2293493,2359954,2427423,2495903,2565346,2635740,2707043,2779225,2852248,2926075,3000667,3075997,3151996,3228620,3305795,3383475,3461606,3540115,3618924,3697953,3777102,3856320,3935557,4014728,4093762,4172601,4251178,4329458,4407399,4484972,4562152,4638898,4715155,4790919,4866138,4940793,5014835,5088254,5160997,5233040,5304345,5374891,5444629,5513532,5581573,5648736,5714972,5780241,5844490,5907669,5969719,"GMB","Africa",1,1990924,0.42,60,56001,108608,164609,7.4,21.2,"II","west africa",TRUE,TRUE,0.60224,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,NA,FALSE,NA,0,NA,NA,NA,2.96305705666479,2.17360619666179,FALSE,14.910795,83.3659371704296,0.000350197817739111,0.0160383287037759,0.000212506091249995,0.000643844887356642,0.00267305478396265,0.0267305478396265,FALSE,TRUE,0.000352567783694571,0.000170026562426779,0.000731086015767877,0.00103655810979176,0.000318077548094434,0.00337795836710884,0.523333333333333,0.9,0.0105558126122733,0.0449785066231198,0.000350197817739111,0.000352567783694571,0.000212506091249995,0.000643844887356642
"Georgia","GEO",3907131,3904204,3898529,3888720,3875910,3860783,3844853,3829218,3813765,3797879,3781626,3765090,3748350,3731428,3714369,3697215,3680013,3662822,3645651,3628501,3611354,3594175,3576930,3559615,3542228,3524684,3506900,3488799,3470363,3451615,3432545,3413224,3393665,3373875,3353882,3333720,3313411,3292996,3272498,3251961,3231422,3210933,3190547,3170278,3150162,3130223,3110502,3091026,3071823,3052884,3034212,3015801,2997646,"GEO","Europe",1,3679000,0.733,54,303608,262392,566000,6.5,6.5,"I","asia",TRUE,FALSE,0.53826,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,FALSE,FALSE,NA,0,NA,NA,NA,6.79088328789793,4.97716911803004,FALSE,13.3303857045048,40.7050716806503,0.00061999070236219,0.0283942793874788,0.000376221078763204,0.00113986388179588,0.00473237989791313,0.0473237989791313,FALSE,TRUE,0.00235400592880435,0.000849108393336433,0.00652607365129467,0.00692083635785013,0.00262335142141902,0.018258314727133,0.76,0.9,0.0663095889603511,0.224088966615227,0.00061999070236219,0.00235400592880435,0.000376221078763204,0.00113986388179588
"Ghana","GHA",29463643,30096970,30733755,31374052,32017825,32665069,33315708,33969758,34627161,35287968,35952490,36621087,37294019,37971309,38652767,39338139,40027113,40719336,41414511,42112439,42813023,43516217,44221824,44929545,45638788,46348729,47058334,47766708,48473345,49177795,49879254,50576874,51269943,51957995,52640729,53317970,53989616,54655603,55315682,55969713,56617789,57260151,57896929,58528042,59153361,59772916,60386781,60994934,61597278,62193611,62783647,63367021,63943441,"GHA","Africa",1,27409893,0.541,54,698720,1702303,2401022,7.4,21.2,"I","west africa",TRUE,TRUE,0.54682,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,FALSE,TRUE,FALSE,0,0,NA,NA,8.03452710370816,5.89387837350684,FALSE,16,83.3659371704296,0.000370519577138544,0.0169690228445657,0.000224837686247293,0.000681206801762299,0.00282817047409427,0.0282817047409427,FALSE,TRUE,0.000807717589448663,0.000427090334592319,0.00152756372940989,0.00237470993234528,0.000949150360086325,0.00594136345506569,0.523333333333333,0.9,0.0361725215235989,0.120292272078254,0.000370519577138544,0.000807717589448663,0.000224837686247293,0.000681206801762299
"Guinea","GIN",13052608,13398180,13750826,14109660,14475131,14847144,15225927,15611600,16003772,16401917,16805925,17215775,17631380,18052550,18479052,18910686,19347252,19788558,20234399,20684604,21139017,21597512,22059928,22526069,22995714,23468655,23944696,24423594,24905139,25389111,25875196,26363034,26852336,27342813,27834255,28326505,28819424,29312851,29806555,30300278,30793678,31286402,31778122,32268570,32757533,33244813,33730182,34213447,34694393,35172791,35648406,36120999,36590364,"GIN","Africa",1,12608590,0.344,37,221013,1070691,1291704,7.4,21.2,"II","west africa",TRUE,TRUE,0.37651,0.630702150537634,1000,"clinical_observation","urban",0.523333333333333,1000,0.3295,1000,0.49,1000,TRUE,FALSE,NA,0,0,NA,NA,5.74297494043373,4.21286721191614,FALSE,14.910795,83.3659371704296,0.000456980955255935,0.0209287733974981,0.00027730394553593,0.000840167576030068,0.00348812889958302,0.0348812889958302,FALSE,TRUE,0.000469233495826494,0.000293895966754747,0.000749176914664129,0.00137955822391942,0.000542731003505266,0.00350667435781608,0.523333333333333,0.9,0.010993483701728,0.0462652705822134,0.000456980955255935,0.000469233495826494,0.00027730394553593,0.000840167576030068
"Guinea Bissau","GNB",1907268,1953723,2000694,2048139,2096009,2144247,2192880,2241865,2291199,2340894,2390982,2441532,2492580,2544120,2596172,2648734,2701825,2755473,2809661,2864364,2919552,2975168,3031196,3087557,3144247,3201208,3258368,3315680,3373081,3430548,3488019,3545439,3602736,3659886,3716858,3773621,3830143,3886400,3942353,3998013,4053357,4108398,4163165,4217629,4271767,4325567,4379008,4432079,4484733,4536978,4588819,4640242,4691250,"GNB","Africa",1,1844325,0.353,49,42917,126281,169199,7.4,21.2,"II","west africa",TRUE,TRUE,0.50094,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,FALSE,FALSE,NA,0,NA,NA,NA,2.37954976714194,1.74556345812875,FALSE,14.910795,83.3659371704296,0.000406072277805306,0.0185972622872948,0.000246411679771443,0.000746571071316568,0.00309954371454913,0.0309954371454913,FALSE,TRUE,0.000335227604803704,0.000186796285196382,0.000601604827977623,0.000985577549780809,0.000329694292445484,0.00294625393550773,0.523333333333333,0.9,0.00659862963644017,0.0333442896151269,0.000406072277805306,0.000335227604803704,0.000246411679771443,0.000746571071316568
"Guyana","GUY",782225,786508,790782,795022,799146,803119,806914,810501,813861,816988,819881,822554,824982,827197,829166,830889,832333,833489,834352,834928,835233,835288,835119,834730,834125,833307,832264,831011,829552,827883,826057,824047,821906,819622,817215,814676,811998,809183,806227,803140,799917,796576,793109,789507,785795,781956,777991,773916,769732,765430,761006,756464,751791,"GUY","Americas",1,767085,0.633,29,29203,73075,102278,7.5,7.5,"0","americas",TRUE,FALSE,0.28661,0.609201552437567,1000,NA,NA,0.632,1000,0.382,1000,0.6549,1000,NA,FALSE,NA,0,NA,NA,NA,3.09369479537646,2.26836804977145,FALSE,41.3419256851083,145.236950138642,0.000568347384433699,0.0260291232776033,0.000344883020453714,0.00104491672755872,0.00433818721293388,0.0433818721293388,FALSE,TRUE,0.00297969062186478,0.00129818681178991,0.00683919765737517,0.00876036501803594,0.00466880002237348,0.0164376274163513,0.632,0.9,0.10067550285712,0.31690857521672,0.000568347384433699,0.00297969062186478,0.000344883020453714,0.00104491672755872
"Haiti","HTI",11112945,11242856,11371185,11497951,11622998,11746163,11867239,11986045,12102492,12216575,12328207,12437358,12543964,12647964,12749288,12847840,12943529,13036257,13125966,13212592,13296139,13376643,13454085,13528481,13599740,13667688,13732075,13792760,13849625,13902725,13952199,13998279,14041135,14080812,14117235,14150284,14179777,14205592,14227719,14246211,14261109,14272464,14280338,14284780,14285831,14283614,14278227,14269805,14258428,14244189,14227209,14207575,14185440,"HTI","Americas",1,10711067,0.454,59,837534,590608,1428142,7.5,7.5,"I","americas",TRUE,TRUE,0.59794,0.609201552437567,1000,"lab_testing","mixed",0.632,1000,0.382,1000,0.6549,1000,TRUE,TRUE,TRUE,0,0,1113728.83770897,"Overall",6.99793283086696,5.12916667779528,FALSE,12.2,150,0.00056744479232225,0.0259877864438608,0.000344335311953314,0.00104325729598351,0.00433129774064346,0.0433129774064346,FALSE,TRUE,0.000429783174685786,0.000212649110896444,0.000868630846676548,0.001263573292217,0.00041139311225125,0.00388100193527061,0.632,0.9,0.00273813493472564,0.0289702618864188,0.00056744479232225,0.000429783174685786,0.000344335311953314,0.00104325729598351
"Honduras","HND",9417167,9568688,9719265,9868818,10017325,10164639,10310545,10454849,10597425,10738136,10876813,11013275,11147351,11278945,11407968,11534322,11657920,11778686,11896543,12011469,12123518,12232808,12339417,12443346,12544546,12642936,12738436,12830963,12920484,13006996,13090516,13171064,13248655,13323288,13394917,13463513,13529028,13591414,13650645,13706713,13759624,13809396,13856012,13899492,13939800,13976874,14010622,14040968,14067908,14091492,14111733,14128714,14142488,"HND","Americas",1,8075060,0.625,55,589264,487411,1076675,7.5,7.5,"I","americas",TRUE,FALSE,0.55315,0.609201552437567,1000,NA,NA,0.632,1000,0.382,1000,0.6549,1000,NA,FALSE,NA,0,NA,NA,NA,6.06922707008263,4.45009662418141,FALSE,64.8947593357572,145.236950138642,0.000508551878965521,0.0232906140033349,0.000308598073781583,0.000934981632214199,0.00388176900055582,0.0388176900055582,FALSE,TRUE,0.00125012753625339,0.000570844936448257,0.00273772921000698,0.00367540625067438,0.00147418892087346,0.00916341923088963,0.632,0.9,0.0398754085493066,0.138154775960165,0.000508551878965521,0.00125012753625339,0.000308598073781583,0.000934981632214199
"India","IND",1354051854,1368737513,1383197753,1397423009,1411415296,1425158481,1438635367,1451829004,1464726099,1477311590,1489564612,1501462374,1512985207,1524123804,1534869174,1545203584,1555108108,1564570223,1573581733,1582146821,1590281887,1598011486,1605355574,1612319846,1618905536,1625123097,1630983670,1636496308,1641666866,1646498484,1650993654,1655153372,1658978162,1662471555,1665634474,1668461495,1670944584,1673078321,1674862507,1676300456,1677394788,1678149384,1678568111,1678655989,1678416452,1677850625,1676958866,1675744291,1674212113,1672372856,1670242036,1667838579,1665179391,"IND","Asia",1,1311050527,0.547,33,57243962,61658798,118902760,14.3,7.5,"II","asia",TRUE,FALSE,0.33136,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.73,1000,TRUE,TRUE,NA,0.4,NA,32763981,"rural",7.4085872509512,5.43118734279749,TRUE,1.87,5.24,0.000386568875800657,0.0177040472061389,0.000234576678191927,0.000710713721468348,0.00295067453435649,0.0295067453435649,FALSE,TRUE,0.00162586523471267,0.000920504134369854,0.00287172828751811,0.00478008448988031,0.00265887265153904,0.00859356980379202,0.76,0.9,0.0752411509975115,0.250347982585748,0.000386568875800657,0.00162586523471267,0.000234576678191927,0.000710713721468348
"Indonesia","IDN",266794980,269536482,272222987,274854187,277425269,279933839,282376577,284751045,287056004,289291764,291459262,293560094,295595234,297564832,299467795,301302463,303066623,304758627,306377782,307924332,309398715,310801798,312134188,313396421,314588313,315708952,316757043,317731985,318634138,319464950,320226337,320920805,321550686,322117585,322622942,323068816,323457405,323790912,324071289,324300574,324481165,324615556,324706159,324754716,324763120,324734079,324670480,324574722,324448614,324293099,324108637,323895158,323652789,"IDN","Asia",1,257563815,0.617,54,18455993,8331739,26787732,14.3,7.5,"II","asia",TRUE,FALSE,0.54466,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,NA,FALSE,NA,0,NA,NA,NA,7.30705714192911,5.35695056265081,FALSE,18.7726573032336,74.6464934611338,0.000441428873681827,0.0202165205401736,0.000267866673517927,0.000811574798742396,0.00336942009002893,0.0336942009002893,FALSE,TRUE,0.00122882981364105,0.000576274323220095,0.00262031926471304,0.00361279041305422,0.00147755998205801,0.00883365462461747,0.76,0.9,0.0441888042933814,0.159053305950983,0.000441428873681827,0.00122882981364105,0.000267866673517927,0.000811574798742396
"Ivory Coast","CIV",24905843,25531083,26171750,26827728,27498056,28182319,28879988,29590631,30314031,31050231,31799349,32561655,33337306,34126217,34928213,35743151,36570885,37411246,38264047,39129144,40006316,40895356,41796024,42708064,43631197,44565118,45509489,46463968,47428299,48402130,49384946,50376128,51375178,52381650,53395312,54416142,55444236,56479575,57521895,58570721,59625535,60685714,61750672,62819984,63893284,64970171,66050268,67133154,68218449,69305704,70394351,71483752,72573371,"CIV","Africa",1,22701556,0.4,54,580175,1405656,1985830,7.4,21.2,"II","west africa",TRUE,TRUE,0.54869,0.630702150537634,1000,NA,NA,0.39,1000,0.92,1000,0.37,1000,TRUE,FALSE,NA,0,0,NA,NA,5.29517770172711,3.88409257443322,FALSE,14.4,83.3659371704296,0.000369435715999703,0.0169193842679286,0.000224179980566659,0.000679214103871284,0.0028198973779881,0.028198973779881,FALSE,TRUE,0.00037328828800414,0.000200633296161469,0.000694521540676468,0.00109747691115242,0.000366286787517468,0.00328828560450114,0.39,0.9,0.0135470862966763,0.0452135110024511,0.000369435715999703,0.00037328828800414,0.000224179980566659,0.000679214103871284
"Kenya","KEN",50950879,52214791,53491697,54780852,56081772,57395145,58722068,60063158,61418176,62786272,64166647,65558242,66959993,68371214,69791017,71217897,72650119,74086106,75524882,76965577,78406959,79847748,81286865,82723272,84156324,85585822,87011808,88434154,89852235,91265247,92672520,94073394,95467137,96853106,98230578,99598638,100956312,102302686,103636956,104958416,106266321,107559944,108838578,110101466,111347854,112576964,113788006,114980216,116153024,117305781,118437579,119547404,120634465,"KEN","Africa",1,46050302,0.509,26,556557,4628553,5185110,7.4,21.2,"I","east africa",TRUE,TRUE,0.26055,0.829268292682927,1000,"lab_testing","overall",0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,TRUE,FALSE,NA,0,0,NA,NA,5.84611236383711,4.2882114449281,FALSE,15,220.485865355257,0.000464762764414014,0.0212851640055067,0.000282026081892212,0.000854474569926148,0.00354752733425111,0.0354752733425111,FALSE,TRUE,0.00164671480781483,0.000894742103543816,0.00303067179641654,0.00484138275672215,0.00264795807634369,0.00885172133444467,0.660495295536791,0.9,0.0629424883938926,0.207801841113615,0.000464762764414014,0.00164671480781483,0.000282026081892212,0.000854474569926148
"Kyrgyzstan","KGZ",6132932,6218616,6301718,6381898,6459055,6533394,6605291,6675072,6742763,6808412,6872400,6935224,6997284,7058739,7119629,7180113,7240301,7300284,7360133,7419811,7479195,7538049,7596178,7653535,7710049,7765538,7819764,7872543,7923784,7973435,8021470,8067880,8112653,8155767,8197197,8236949,8275017,8311417,8346162,8379290,8410905,8441113,8470031,8497710,8524165,8549468,8573672,8596829,8618990,8640179,8660406,8679635,8697868,"KGZ","Asia",1,5957000,0.615,36,283609,267828,551436,14.3,7.5,"II","asia",TRUE,TRUE,0.3585,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,NA,FALSE,NA,0,NA,NA,NA,5.53083747825671,4.0536572832742,FALSE,13.3303857045048,40.7050716806503,0.000398028944312681,0.0182288944109281,0.000241530845926809,0.00073178326030174,0.00303814906848801,0.0303814906848801,FALSE,TRUE,0.00216296127919271,0.00107069882928404,0.00436948408584263,0.00635916030562517,0.00342847848920909,0.0117950046704151,0.76,0.9,0.102061004884627,0.329199024387691,0.000398028944312681,0.00216296127919271,0.000241530845926809,0.00073178326030174
"Lao People's Democratic Republic","LAO",6961210,7064242,7164822,7262301,7357213,7449765,7540495,7629773,7717463,7803221,7887021,7968851,8048698,8126506,8202235,8275833,8347252,8416467,8483420,8548078,8610412,8670363,8727905,8783005,8835638,8885748,8933269,8978146,9020358,9059914,9096823,9131134,9162892,9192112,9218774,9242870,9264391,9283327,9299697,9313514,9324796,9333570,9339862,9343694,9345099,9344110,9340753,9335058,9327089,9316874,9304477,9289954,9273381,"LAO","Asia",1,6802023,0.524,39,350204,291992,642197,14.3,7.5,"II","asia",TRUE,FALSE,0.39654,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,TRUE,FALSE,NA,0,0,NA,NA,3.97057907406756,2.91165193559355,FALSE,25.8260654461758,64.6561004830454,0.000407265268897102,0.0186518987878716,0.000247135607394551,0.000748764406557987,0.0031086497979786,0.031086497979786,FALSE,TRUE,0.00117269540534173,0.000728588318574382,0.00188750557571452,0.00344775384745746,0.00179026168204178,0.00663981512417819,0.76,0.9,0.0462780658847031,0.165195787329364,0.000407265268897102,0.00117269540534173,0.000247135607394551,0.000748764406557987
"Lesotho","LSO",2263010,2292682,2322217,2351503,2380501,2409247,2437840,2466330,2494720,2523002,2551249,2579543,2607957,2636529,2665243,2694144,2723242,2752561,2782100,2811858,2841805,2871934,2902197,2932595,2963091,2993619,3024119,3054502,3084733,3114785,3144620,3174191,3203470,3232414,3260984,3289119,3316747,3343817,3370295,3396164,3421379,3445934,3469806,3492993,3515454,3537219,3558303,3578718,3598462,3617524,3635926,3653659,3670731,"LSO","Africa",1,2135022,0.45,27,27506,209717,237222,7.4,21.2,"I","east africa",TRUE,TRUE,0.2784,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,FALSE,FALSE,NA,0,NA,NA,NA,5.30018020762007,3.88776198764999,FALSE,21.2092467132088,167.691025010811,0.000469863406542679,0.0215187627628833,0.000285121239733644,0.000863852190774783,0.00358646046048055,0.0358646046048055,FALSE,TRUE,0.00113085059855042,0.00068168712949873,0.00187596775837943,0.00332472906800177,0.00171227027691299,0.00645565336539307,0.660495295536791,0.9,0.0381298886941282,0.13485217686951,0.000469863406542679,0.00113085059855042,0.000285121239733644,0.000863852190774783
"Liberia","LBR",4853516,4977720,5103853,5232082,5362863,5496177,5631939,5770096,5910628,6053511,6198650,6345961,6495377,6646813,6800202,6955476,7112532,7271261,7431614,7593499,7756851,7921578,8087611,8254885,8423317,8592845,8763359,8934809,9107105,9280200,9454055,9628677,9804031,9980081,10156726,10333893,10511471,10689379,10867513,11045836,11224283,11402812,11581381,11759900,11938295,12116456,12294273,12471642,12648483,12824700,13000221,13174960,13348829,"LBR","Africa",1,4503438,0.329,50,105578,306106,411684,7.4,21.2,"I","west africa",TRUE,TRUE,0.501,0.385806451612903,1000,"suspect","urban",0.523333333333333,1000,0.909677419354839,1000,0.09,1000,FALSE,FALSE,NA,0,NA,NA,NA,21.7073090223359,15.9238045447522,FALSE,14.910795,83.3659371704296,0.000391360517827869,0.0179234944041809,0.000237484329428722,0.00071952324016033,0.00298724906736348,0.0298724906736348,FALSE,TRUE,0.000294190829654258,0.000157130586451516,0.000550804564580212,0.00086492840357944,0.000274723306400549,0.00272310767193425,0.523333333333333,0.9,0.00498668525839979,0.02860513279234,0.000391360517827869,0.000294190829654258,0.000237484329428722,0.00071952324016033
"Madagascar","MDG",26262810,26969642,27690798,28426106,29175412,29938052,30713196,31500077,32298311,33107434,33926654,34755062,35591943,36436782,37289343,38149373,39016761,39891388,40772971,41661283,42556397,43458494,44367656,45283723,46206441,47135665,48071248,49012988,49960619,50913785,51872127,52835205,53802574,54773869,55748627,56726164,57705696,58686533,59668151,60650175,61632182,62613812,63594676,64574346,65552365,66528398,67502139,68473226,69441300,70405960,71366711,72323008,73274376,"MDG","Africa",1,24235390,0.48,35,401313,2125345,2526658,7.4,21.2,"II","east africa",TRUE,TRUE,0.35741,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,FALSE,TRUE,FALSE,1,NA,NA,NA,4.45069279661912,3.26488935593698,TRUE,21.2092467132088,167.691025010811,0.00044352932560794,0.0203127168518325,0.000269141264066659,0.000815436516792204,0.00338545280863875,0.0338545280863875,TRUE,TRUE,0.00306423139283901,0.00158817914707822,0.005912125244897,0.00306423139283901,0.00158817914707822,0.005912125244897,0.660495295536791,0.9,0.136430905824021,0.131201307005441,0.00044352932560794,0.00306423139283901,0.000269141264066659,0.000815436516792204
"Malawi","MWI",19164728,19718743,20283691,20859191,21445468,22043258,22653625,23277224,23914217,24564021,25225545,25897347,26578247,27267730,27965730,28672108,29386842,30109857,30840793,31579218,32324869,33077454,33836707,34602300,35373855,36150880,36932805,37719155,38509466,39303412,40100768,40901375,41705002,42511285,43319721,44129755,44940790,45752245,46563628,47374487,48184363,48992765,49799238,50603295,51404420,52202051,52995621,53784568,54568455,55346797,56119055,56884673,57643148,"MWI","Africa",1,17215232,0.4,16,132135,1947834,2079969,7.4,21.2,"I","east africa",TRUE,TRUE,0.16454,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.542664406779661,1000,0.412872392638037,1000,NA,FALSE,NA,0,0,NA,NA,6.74464192605715,4.94729640666094,FALSE,21.2092467132088,167.691025010811,0.000503019367899899,0.0230372365505553,0.000305240850401543,0.000924810012679726,0.00383953942509255,0.0383953942509255,FALSE,TRUE,0.0012260300807229,0.000587592595775417,0.00255814959147633,0.00360455912818995,0.0016101400207739,0.00806938920900341,0.660495295536791,0.9,0.0387975420879889,0.136815094560639,0.000503019367899899,0.0012260300807229,0.000305240850401543,0.000924810012679726
"Mali","MLI",19107706,19689140,20284180,20892584,21515305,22152885,22806188,23475747,24161496,24862935,25579703,26311270,27057112,27816844,28590026,29375969,30173868,30982972,31802693,32632452,33471454,34318829,35173773,36035737,36904189,37778476,38657969,39542118,40430330,41322247,42217820,43117136,44020171,44926621,45836003,46747759,47661234,48575874,49491173,50406799,51322530,52238234,53153630,54068306,54981656,55893074,56801833,57707270,58608833,59505968,60397896,61283762,62162821,"MLI","Africa",1,17599694,0.359,40,331372,1429000,1760372,7.4,21.2,"I","west africa",TRUE,TRUE,0.40683,0.630702150537634,1000,NA,NA,0.59,1000,0.9,1000,0.675,1000,TRUE,TRUE,NA,0,0,NA,NA,4.06935966337567,2.98515526888724,FALSE,20.6,83.3659371704296,0.000429442069187363,0.0196675499274174,0.000260592873280845,0.000789536846480644,0.0032779249879029,0.032779249879029,FALSE,TRUE,0.000463468369887966,0.000294405740397634,0.000729615290776902,0.00136260860934338,0.000535314212655831,0.00346843438556418,0.59,0.9,0.0106824464583937,0.0496305208669643,0.000429442069187363,0.000463468369887966,0.000260592873280845,0.000789536846480644
"Mauritania","MRT",4540068,4661149,4783767,4907911,5033378,5160072,5287877,5416711,5546519,5677339,5809251,5942334,6076668,6212246,6349041,6487015,6626118,6766329,6907598,7049901,7193176,7337362,7482408,7628249,7774826,7922068,8069896,8218228,8367010,8516175,8665625,8815261,8965000,9114775,9264531,9414225,9563831,9713321,9862627,10011698,10160497,10308970,10457086,10604785,10752025,10898755,11044939,11190525,11335471,11479727,11623244,11765958,11907842,"MRT","Africa",1,4067564,0.453,60,114849,220643,335493,7.4,21.2,"III","west africa",TRUE,TRUE,0.60446,0.630702150537634,1000,NA,NA,0.523333333333333,1000,0.686529569892473,1000,0.421566924066924,1000,NA,FALSE,NA,0,NA,NA,NA,4.34321421987379,3.18604642632401,FALSE,14.910795,83.3659371704296,0.000338917960427407,0.0155217347956106,0.00020566127878759,0.000623106670005262,0.00258695579926844,0.0258695579926844,FALSE,TRUE,0.00041891339341849,0.000204016562171865,0.000860167573246148,0.00123161586319098,0.000394431676912511,0.00384572975055482,0.523333333333333,0.9,0.0155618125578197,0.0596962717768084,0.000338917960427407,0.00041891339341849,0.00020566127878759,0.000623106670005262
"Mongolia","MNG",3121772,3166244,3209404,3251146,3291243,3329746,3366713,3402258,3436417,3469237,3500845,3531367,3560959,3589666,3617577,3644860,3671639,3698058,3724192,3750086,3775810,3801444,3827004,3852533,3878009,3903436,3928776,3953993,3979071,4003931,4028415,4052289,4075382,4097631,4119011,4139399,4158677,4176784,4193675,4209378,4223951,4237501,4250134,4261890,4272802,4283032,4292699,4301957,4310875,4319524,4327975,4336331,4344680,"MNG","Asia",1,2959134,0.653,72,284235,57858,342093,14.3,7.5,"II","asia",TRUE,FALSE,0.72823,0.437333333333333,1000,NA,NA,0.76,1000,0.7535,1000,0.752935142873257,1000,FALSE,FALSE,NA,0,NA,NA,NA,8.61449551148989,6.3170666207393,FALSE,13.3303857045048,40.7050716806503,0.000483767859746491,0.0221555576817344,0.000293558702366583,0.000889415774136211,0.00369259294695573,0.0369259294695573,FALSE,TRUE,0.000846530421397895,0.000271241544219298,0.00264197638460839,0.00248882062986668,0.000659540342393144,0.00939173501528989,0.76,0.9,0.0216138476345081,0.0926823682613838,0.000483767859746491,0.000846530421397895,0.000293558702366583,0.000889415774136211
"Mozambique","MOZ",30528673,31408823,32309195,33229664,34170326,35131420,36113311,37116198,38139962,39184310,40249062,41333970,42438703,43562982,44706339,45867925,47046694,48241764,49452538,50678580,51919357,53174368,54443113,55725109,57019852,58326750,59645171,60974587,62314434,63664382,65024388,66394596,67774943,69165064,70564323,71972177,73387971,74811033,76240848,77676782,79117963,80563416,82012248,83463708,84917172,86372067,87827896,89284091,90739999,92194876,93647846,95097992,96544446,"MOZ","Africa",1,27977863,0.322,32,425132,2562848,2987979,7.4,21.2,"II","east africa",TRUE,TRUE,0.32508,0.759569173441734,1000,NA,NA,0.660495295536791,1000,0.3,1000,0.412872392638037,1000,FALSE,FALSE,NA,0,NA,NA,NA,3.41735779186075,2.50668339634312,FALSE,21.2092467132088,167.691025010811,0.000455124023872374,0.0208437298181229,0.000276177127463254,0.00083675357480871,0.00347395496968715,0.0347395496968715,FALSE,TRUE,0.000488226582233863,0.000290027255673391,0.000821871706665352,0.00143539837340565,0.000559726414801751,0.00368102779481176,0.660495295536791,0.9,0.00900123477024044,0.0492132051639158,0.000455124023872374,0.000488226582233863,0.000276177127463254,0.00083675357480871
