"year","country","scenario","cluster","total_deaths_lci","total_deaths_uci","total_deaths","U5_deaths_lci","U5_deaths_uci","U5_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","gavi_2018","gavi_support","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2020,"Afghanistan","a3_1","asia",266.888989678414,537.903905353731,391.259774180993,26.3491162938528,53.1055723735964,38.6278553619755,22263.5728469892,34485.9035381147,28693.4338226088,596286.584940248,777190.859280822,646648.984088931,354.398951843269,712.937523264516,518.018999008624,34.9887015114026,70.3860947331821,51.1423976828348,6524.1385385801,13149.1359130236,9564.39969444276,8663.33175654443,17427.8570904496,12663.0466068349,1032.64052053334,2077.34298113049,1509.39331507671,6350.36981758968,9836.61708144788,8184.39687836285,4781.4166059049,7406.33468760948,6162.32003294157,0,0,0,TRUE,1,836.379858658403,2192.98295110232,1248.31132704877,34.2145670489237,89.7103886958638,51.0658299038321,0.00000036028539985731,0.00000112267087389111,0.000000632934847500021
2020,"Afghanistan","a4","asia",261.91367471319,536.116000754905,388.437947618771,25.8579189882794,52.9290581372709,38.3492652397729,21945.7064631542,34588.1396770604,28416.0179676675,590415.239901554,779494.901933755,640397.007351778,345.922594781563,709.713937013023,514.545382355938,34.1518572555334,70.0678401317982,50.7994583609386,6402.51627103993,13105.4303359949,9495.41975096153,8456.1260271523,17349.0560753865,12578.1335637778,1007.9422822262,2067.95016050444,1499.27196090874,6259.70291952238,9865.77849662098,8105.26792254573,4713.15031205473,7428.29134190922,6102.741061288,0,0,0,TRUE,1,831.905939999484,2253.37955280422,1244.58799808795,34.0315483064919,92.181088530472,50.9135162307369,0.000000350628787074473,0.00000113378213972361,0.000000634828345309439
2020,"Angola","a3_1","west africa",559.257085049772,1085.95936917933,806.817664674677,55.2137051059825,107.213376405612,79.6545878496658,11119.951854286,17572.3503407147,14320.5626547857,685802.856612141,905224.880977388,737711.767256991,309.23628325833,601.255362490465,446.136786035024,30.5299323125713,59.3600638514659,44.0456913279452,13699.0514112296,26600.6701150155,19763.0695494595,7574.76991497821,14727.8029053514,10928.1597528454,891.993287126357,1734.32348086461,1286.88333105766,3911.160166302,6180.62718090063,5036.89358986222,1648.81576084101,2605.5479894567,2123.38773753062,0,0,0,FALSE,1,1140.61827868191,2927.29194465574,1653.55512109481,46.5651842993467,119.505264336467,67.5055804400107,0.000000500331558929701,0.00000153728136134847,0.000000885737961454984
2020,"Angola","a4","west africa",551.659535638201,1091.19204435585,811.555788318418,54.4636227843588,107.729982080953,80.1223679969623,11014.235600344,17600.4390969077,14276.6342922347,675387.543069758,906671.849680415,735448.834525128,305.371684615059,603.531433315859,448.74437338059,30.1483925600199,59.5847732144996,44.3031302814871,13512.9487711903,26728.8449529883,19879.1303042063,7480.1062318293,14783.5554600998,10992.0328338686,880.845836992391,1740.8888161994,1294.40492711144,3873.9771634647,6190.50668629622,5021.44290589958,1633.14063670732,2609.71286215762,2116.87424021776,0,0,0,FALSE,1,1119.05943218088,2969.07635959547,1638.90374598943,45.6850549174453,121.211092674373,66.907445205137,0.000000493290291231012,0.00000155791169604131,0.000000893656229474143
2020,"Armenia","a3_1","asia",36.3607016465267,71.2403993587995,53.2537224008138,3.58977849691304,7.03334210147578,5.25757366877651,2966.68490727635,4729.7570363395,3888.78804317065,71954.4557805122,94432.4391205203,77641.9882285389,48.3020652525188,94.3085300516024,70.5336177482469,4.76871202557076,9.31078658893422,6.96356376077597,935.807668067855,1833.49905192352,1370.57976109212,1243.14001105473,2427.19864001655,1815.30876348426,144.946789302156,283.004847998146,211.660130411107,846.204983492322,1349.09641567996,1109.2218839302,637.137470145854,1015.78210248979,835.172137655128,0,0,0,FALSE,1,762.968691603412,1955.03936792011,1100.77989343555,29.6450626636893,75.9628346612382,42.7706789006598,0.000000358032715016695,0.00000111448800103241,0.000000635883755721911
2020,"Armenia","a4","asia",38.6337012906713,71.7071187760083,54.2188058090276,3.81418465181518,7.0794198516874,5.35285333912535,3039.54209627652,4739.09288015364,3939.21258502647,72298.0456224611,94618.8348477943,78648.7444831191,51.2486632167762,94.9464393938736,71.7920384167766,5.05962043855924,9.37376538571671,7.08780370256462,994.307377924503,1845.51091059738,1395.41790812545,1318.97597804104,2443.61637749128,1847.6964693848,153.789059545685,284.919112130429,215.436450006165,866.986467991728,1351.75933331616,1123.60477255583,652.784580146532,1017.78710676066,846.001519957401,0,0,0,FALSE,1,761.461367946001,1846.26932506643,1095.50788941995,29.5864957725833,71.7365868848674,42.565835777835,0.000000379125647248553,0.00000109513173387591,0.000000638943872172002
2020,"Azerbaijan","a3_1","asia",123.292614698542,247.673605018149,185.752377360788,12.1722947311521,24.4520413877111,18.3387519988611,12434.0542900905,18449.6770390505,15556.4040625064,348072.480239051,442801.989183817,373361.910284125,163.220332287267,326.980192056792,246.008118628539,16.114233570072,32.2817330031939,24.2876131187947,3125.61597129678,6278.82357273531,4709.04602684278,4137.83160236185,8289.34087487144,6236.60149096609,487.421525425062,976.454230687376,734.648991143037,3546.63843116001,5262.5098863639,4437.24461961772,2670.38871388524,3962.32863316133,3340.95741163546,0,0,0,FALSE,1,1064.50631779736,2712.90949466079,1517.68125525924,41.9903687751831,107.013052181985,59.8662445924998,0.000000310156818346699,0.000000921943971463271,0.000000554416399629852
2020,"Azerbaijan","a4","asia",132.957653520929,253.758431610576,183.641938984949,13.1264938242751,25.0527773105566,18.1303950102007,12610.0194935351,18437.5400755666,15457.5472884952,344069.956576159,442510.695652666,370989.295517819,176.451809279934,336.539980054384,243.231333905093,17.4205359635852,33.2255410111475,24.0134698366411,3370.63632211275,6433.08124036903,4655.54387742296,4473.26544739178,8531.69299077508,6166.20666073495,526.934413366263,1005.0024292067,726.35673596433,3596.83002100862,5259.04798889062,4409.04712057931,2708.17972575895,3959.72204889268,3319.7265236683,0,0,0,FALSE,1,1022.37468642079,2507.82747685312,1525.25289222225,40.3284502792336,98.9234153118903,60.1649143354531,0.000000335520439540914,0.000000935657170588261,0.000000551664174260706
2020,"Bangladesh","a3_1","asia",123.372538730523,222.355504301813,168.64644918134,12.1801853811781,21.9524643878579,16.6499371419512,739570.067400002,1012952.23286056,874780.746131067,9694088.15116406,11957557.780379,10326490.2111779,162.203529589387,294.545556555959,223.382985344516,16.0138478158053,29.079562753346,22.0539043817539,3185.18515118442,5740.68960462295,4354.0497039272,4187.70886320422,7604.46484074237,5767.21671830658,486.083173977332,882.678936605632,669.422612465141,380366.657862302,520969.239252537,449906.565226364,286391.423881776,392256.048589181,338750.463968328,0,0,0,TRUE,1,32912.0162752221,73719.46720672,46227.7384074337,1274.78900280084,2855.3937656568,1790.55005482958,0.00000000311349533462108,0.00000000774372701885421,0.00000000496509725818569
2020,"Bangladesh","a4","asia",118.332794537247,224.546504365839,167.569845593857,11.6826271791709,22.1687749803497,16.5436474326486,740455.818570203,1002828.75498873,874883.224297658,9764646.68224286,11838053.5553389,10327699.9312007,156.853755554574,297.875819065321,221.909002327517,15.4856813359555,29.4083491684542,21.9083826426336,3055.07095773936,5797.25600863791,4326.25436311758,4049.59043755444,7690.44428806116,5729.16198694453,470.051246993461,892.658895579559,665.005456160926,380822.20660225,515762.655571311,449959.270547263,286734.422537374,388335.828761275,338790.14765665,0,0,0,TRUE,1,32780.9310365726,75471.9165855104,46540.2476820566,1269.71164688128,2923.27180683682,1802.6545513524,0.00000000304120032461108,0.00000000782191305814361,0.00000000493175753569028
