"scenario","total_deaths_lci","total_deaths_uci","total_deaths","U5_deaths_lci","U5_deaths_uci","U5_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"a1",841601.241543903,1327829.00547131,1072865.54706302,83088.6617436386,131092.410090322,105920.664248061,65494333.4280878,81471823.5799592,73551050.5386932,882111551.383305,1009036916.03723,916224487.71202,701122.816164474,1115131.57125795,897114.210256247,69219.6656057313,110093.456794253,88569.2837437483,18366432.3278391,28992195.8083225,23428861.6390736,15321631.7425692,24404764.9289226,19629789.9637882,1728121.92436638,2752605.59980063,2214037.70675938,24550910.1893775,31015943.7190301,27822901.1973724,17333271.1247347,22289455.8669862,19822291.4978084,0,0,0,791.038092830806,1439.17284215227,1021.30194487758,36.1450542118476,65.857013991124,46.6752058683364,2.26052388576619e-07,4.54211906058144e-07,3.22437334587153e-07
"a3_1",450690.047619596,706809.206202235,576923.46879801,44495.2206215769,69781.0651320951,56957.8519905545,65977795.2474659,81548201.6278987,73808396.3824203,850789017.776303,969197411.668717,883346976.271457,1085467.8393626,1710503.86014984,1388618.53578979,107164.849202153,168872.70316576,137093.970535886,10333906.4912173,16240294.1208128,13245797.609467,23206405.0116314,36496895.0333373,29714974.6505282,2617442.9695307,4116473.07141405,3351542.44915681,40396895.6386032,49938709.0567959,45208335.0183367,31364173.4462073,38856909.685056,35145059.4858368,0,0,0,497.39087855772,892.884502444438,636.133649021936,23.3112711916772,41.7642203168884,29.7273340011331,2.17360011875375e-07,4.23424580802514e-07,3.07159849002747e-07
