"cluster","scenario","total_deaths_lci","total_deaths_uci","total_deaths","U5_deaths_lci","U5_deaths_uci","U5_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"east africa","a3_1",156396.065862353,244219.149811047,199121.833388426,15440.4950622866,24110.9938154845,19658.6766315043,6983643.3825332,8131896.85738883,7562080.84044219,134941827.969206,148200068.116576,138488057.576247,273983.442051847,428946.914013285,349042.187178674,27049.5294163799,42348.5889576937,34459.8448685104,7480275.57217423,11681392.840541,9524703.50739348,13212921.0876027,20686341.8919451,16833761.8185409,1839586.62987838,2880069.14550641,2343728.31097311,4067512.60250811,4751759.20153517,4412053.3044379,2724448.94163979,3180614.39960204,2953837.67038017,0,0,0,314.588643864278,540.908848384099,396.765957420943,6.52323299470121,11.2162985863609,8.22680391163159,5.76593700209661e-07,1.05456812536681e-06,7.91110539910266e-07
"east africa","a4",156615.824091602,244387.542865161,198904.332126154,15462.1911058213,24127.6187357229,19637.2034112693,6982615.18688226,8134383.30954255,7564493.15535977,142562598.213425,156699296.873167,146269460.095523,273978.585349681,428681.33077512,348403.188315349,27049.0499293456,42322.3687541681,34396.7585067175,7491027.98094553,11689268.5208449,9514052.23911485,13212327.043957,20671828.0805378,16801740.6853794,1839506.24853552,2878047.21174534,2339238.31282427,4073952.21117939,4752232.99535913,4413380.93267537,2727505.65857127,3181970.83197001,2954157.87823884,158981.810019552,186781.24959989,172861.398210271,332.560781118343,571.9399444054,419.828133039733,6.89646787202362,11.8600831141883,8.70561347389465,5.76525994447747e-07,1.05224928657427e-06,7.89424691931472e-07
"east africa","a2",72038.4499008975,150982.879119908,106099.501897667,7112.13113869852,14906.0680438888,10474.8724088995,2701125.63542638,4418588.93822817,3452555.47778989,89010314.6732969,116139011.542425,95625658.5903033,40974.6082081327,86870.0047036803,60816.4762029578,4045.29507969607,8576.40421638548,6004.22072856935,3424961.47939817,7202745.87932072,5054035.18583104,1957216.04733579,4165217.09814189,2911169.51233965,271269.198914565,578175.575325454,403831.899862099,838833.904997388,1254000.38033569,1026473.77924093,338693.585725811,526039.498762566,421833.743876513,0,0,0,1024.63807820567,2834.41420482877,1572.36434204408,21.3699100373434,59.3388817246397,32.8478496992265,3.2675116252488e-07,1.03560435726487e-06,5.92479588206636e-07
"east africa","a5_1",65816.745618938,127429.451675251,92812.8902065195,6497.8817091179,12580.7117239975,9163.12673882465,3393181.11200026,4851676.76673739,4041938.11049214,77349287.4982659,93097672.1831444,81303942.5961743,48470.7905395006,110834.362201523,74213.8162641446,4785.3697461225,10942.3303768426,7326.89826474594,3128648.66399046,6072937.35259802,4417648.11309022,2314825.10923536,5312893.44267968,3551383.51773608,320841.218213457,737569.688612566,492676.84845559,1859912.59800818,2612411.77870751,2208692.68119527,1134627.87713527,1602489.54003409,1351577.41182985,0,0,0,697.881829803166,1920.69638532666,1095.53647405483,14.5587876611455,40.218015525975,22.8935968729177,1.85540391964859e-07,5.95911669829098e-07,3.3600788781526e-07
"east africa","a5_2",64986.3016793011,128562.464599704,93171.0284729837,6415.89457294049,12692.5705509384,9198.48461118842,1540002.48670643,2883925.24531361,2094085.68508376,49418703.1950277,65716833.9723404,53135855.2398513,47476.059401428,111703.775873885,74539.7665580489,4687.16304801264,11028.1648730057,7359.07831912154,3088662.60796842,6125670.58372589,4434644.77276614,2266824.27965279,5352934.93142022,3567096.34191002,314167.793324822,743086.538956523,494860.883471939,722145.207275122,1403443.79903572,1003815.10198383,380882.488235746,803066.042481672,550022.047904126,0,0,0,442.408529240963,1384.2099534142,712.852450355757,9.2320762027115,28.9907049973924,14.8961088086002,3.38282583414085e-07,1.54683261411342e-06,7.42564705499414e-07
"west africa","a3_1",97017.2103878318,152193.257969918,123773.230423195,9578.20613766937,15025.5649669989,12219.744420391,3759056.95019649,4255728.19390107,4008739.6818782,100313526.388473,108806820.579581,102438899.373041,183052.801181399,286420.605187851,233147.92932904,18072.231275093,28277.4116839515,23017.9667994701,4324404.3762149,6781604.6215627,5514985.49508577,8149185.17275338,12745793.86168,10376080.7888433,1128491.6192525,1764954.38403555,1436834.75709953,2611037.99865801,2958799.56684076,2786315.89412651,1795567.87658706,2045719.89725427,1921185.72186044,0,0,0,350.231528638388,594.401286827384,439.372975208672,7.87032392623768,13.3518650359516,9.87260040257078,6.18672529335445e-07,1.09696069277836e-06,8.36760576288248e-07
"west africa","a4",96798.984948554,152611.045605214,123738.9795345,9556.66142170062,15066.811835226,12216.3629371366,3765160.59387054,4254514.91575734,4008618.86909796,108097054.533885,117219369.41927,110471133.405913,181885.003317995,287541.690244122,233170.423422755,17956.9382397841,28388.0929097247,23020.1875710797,4314990.30950958,6798524.69490691,5513956.02454666,8098003.98263484,12794660.9434485,10377951.011208,1121374.44405744,1771735.76938665,1437083.86872799,2614494.79131648,2960782.77076765,2786160.18437725,1800159.47518346,2046742.14998717,1921222.90693415,167306.192322587,190270.653568544,178668.431401282,375.935240702352,644.469677438619,473.778499795495,8.44860641572814,14.4750940689376,10.6447923377751,6.14313907503715e-07,1.09979829066455e-06,8.36888075316718e-07
"west africa","a2",46293.0295168152,97255.0211613351,68175.619413055,4570.36620282871,9601.68445250926,6730.76595060948,986587.565414917,1651653.57634636,1267112.24959376,35133365.7129432,50155786.3098425,38582055.400552,24603.6101245626,52095.6556389509,36362.4080328745,2429.03757551729,5143.24135472662,3589.94696310707,2061847.44271063,4331867.83909989,3036643.3166553,1094675.34905785,2319825.20169082,1618621.63235441,151582.862384212,321204.962821156,224124.657175756,345099.156883511,576742.655632612,443379.902234364,146738.802099459,249866.981161583,190176.222562518,0,0,0,674.40106630839,2038.55393805685,1061.04236456702,15.144833191456,45.8179553901619,23.8363646137803,4.26595984955814e-07,1.50958513226782e-06,8.20118545058768e-07
"west africa","a5_1",40916.0497016425,79231.1631948846,57621.0371516477,4039.51378126422,7822.24525498323,5688.74501233864,1333165.88459597,1877333.46736783,1570878.69685458,41302779.2903594,51799107.4087252,43824208.4259539,29846.3096482782,69883.9017193943,46400.9120690425,2946.63292334546,6899.4193267068,4581.0171102271,1822717.43340566,3533026.82092581,2568169.00750334,1327531.25858605,3108613.26021602,2064254.15016627,183827.072649252,430425.85156804,285837.033246336,840232.6317811,1234524.58092587,1012716.30683012,516919.794178217,758707.545743767,623288.670448143,0,0,0,591.019938414471,1735.52804414175,944.468685459142,13.2865608658857,39.0191244640796,21.2300449643877,2.41763591502521e-07,8.31720872007274e-07,4.58182728530174e-07
"west africa","a5_2",40200.1100391379,79090.8973890184,57543.054326165,3968.83129470138,7808.39725010572,5681.04601156666,745830.389545803,1333461.55768568,994333.819210431,26063231.6258182,37223315.9254717,28660595.9860533,29010.7914990919,70089.5134208034,46286.8965450299,2864.14482630908,6919.71872773616,4569.76071368135,1792499.79996268,3526499.70544495,2564735.45090042,1291832.04016115,3119078.63812377,2059401.72536097,178879.421350179,431866.628540482,285165.671903167,413105.888017502,824115.583860114,592112.545824667,216007.209183408,473860.903621249,323632.213056526,0,0,0,371.856364151649,1283.08515562689,619.194591241844,8.35606749610393,28.8143619048404,13.9169524979541,3.52023333465032e-07,1.69664765024685e-06,7.81724637848428e-07
