"year","cluster","scenario","total_deaths_lci","total_deaths_uci","total_deaths","U5_deaths_lci","U5_deaths_uci","U5_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
2023,"west africa","a3_2",7955.62189173474,15352.9252645708,11523.2214779974,785.433699111471,1515.74635482134,1137.6516624737,98456.4700986171,151439.266154268,125296.147112157,2994410.39680614,3898332.73232865,3229902.32004783,5598.73388684354,10827.0446805329,8110.3593414981,552.745508387326,1068.92030184479,800.710444187173,354131.579222336,683893.921679224,512981.560402982,249165.825790972,482184.932031268,360982.283404852,34506.7582786604,66771.0031430729,49989.8527093409,74437.1021605685,113949.978989318,94480.063967538,36273.4497820457,55558.1986694343,46047.1287376376,0,0,0,276.567658595712,696.288270012143,398.244046169626,6.21008703899517,15.6455353375748,8.94753695273572,4.91332594924688e-07,1.45452259239993e-06,8.58420178915703e-07
2023,"west africa","a3_3",6267.95685955027,12201.604735052,9007.6235150312,618.815802091142,1204.62632243803,889.294533336818,158544.060512542,231802.179573422,194830.044085813,4691166.03770749,5945176.4431776,5016440.3059213,7429.92636484618,14376.9905073803,10634.492765011,733.533421809528,1419.39536468342,1049.91025268239,279480.872274902,544014.033738222,401557.169683153,330599.010006061,639490.798253696,472980.422502631,45783.5784134673,88572.6519083952,65504.0350959071,118372.276067212,172193.786227811,145066.67464021,69233.8378086152,100591.533013322,84781.5830151872,0,0,0,326.296802887873,800.166266964165,471.714111501969,7.33578348667096,17.9830436971623,10.6060210259409,4.31486322916232e-07,1.21455724136089e-06,7.33076207294778e-07
2023,"west africa","a4",7182.01376828867,14002.8135343755,10328.2321542627,709.057785533652,1382.45404092156,1019.67409922189,127409.195041044,188358.051126271,157636.208299195,4132314.48907695,5266981.14325173,4425294.97056319,6489.62062065901,12640.742122376,9318.79106881467,640.699972834284,1247.98098499463,920.015133955801,319857.142979602,623243.664231006,459972.121081208,288689.279510954,561984.959867563,414541.626547736,39982.9441987898,77822.6296007649,57407.9965593118,96024.8486411635,141112.220539484,118365.110263283,51411.7032183554,75571.2787236795,63390.6708073802,6421.38847429883,9384.22657732412,7888.72676296417,326.904421360052,811.600777784277,474.878655169386,7.35306953775199,18.2444639169633,10.6751522336047,4.59890758989451e-07,1.31640323325198e-06,7.87292053214553e-07
2023,"west africa","a5_1",5045.14220635112,19704.6261351802,10316.5099309029,498.091130976777,1945.37618876057,1018.51680072524,95429.241434982,249003.611968036,150955.394823209,3447066.05352239,6672673.75027486,4075963.22658146,4206.07804449856,17156.8620852166,8820.563098524,415.252947186218,1693.84340232875,870.826642718836,223943.625043273,873905.100769161,457384.41948159,185783.51547948,758940.631489699,389702.168917495,25731.9532633707,105135.451803218,53982.5135055416,70889.0267404701,189677.700300114,113464.099148977,37100.6967230891,100166.812356019,59624.8217796119,0,0,0,200.914714847104,1586.43602892784,462.097848068624,4.54194427139349,35.9163929751985,10.4591751128909,2.21748684101693e-07,2.42024229617782e-06,7.77388016533995e-07
2023,"west africa","a5_2",5134.50780209103,19524.5956710676,10139.1644518177,506.913917100917,1927.60234338369,1001.00803553325,74111.6441627309,231210.325557642,129549.818953621,2887747.41748811,6246008.9415019,3485230.25543951,4277.64994496781,16970.7855527165,8653.22430431769,422.319017356849,1675.47264750551,854.305806267965,227669.554769504,867054.483875857,449820.32595922,188747.987340816,751872.133405508,382558.815955583,26146.9414316807,104180.250968917,52993.8306704316,54145.9588339794,175555.510395434,96470.9923441002,28045.3984543538,92495.91100392,50527.3054742271,0,0,0,170.159914431649,1460.14961996824,402.76666048059,3.84074271300417,33.0917909615835,9.11031221887765,2.43663667140526e-07,3.13426632719752e-06,8.96976810754957e-07
2024,"americas","a1",1373.41264560823,2694.57240365555,1972.46226932941,135.592740495529,266.026716619809,194.735038648172,17663.2446089436,28635.9242007421,23088.0481506821,1248661.55157382,1696455.27879333,1364408.50580933,426.780930932574,852.338359036353,622.785175095251,42.1347482138213,84.1487038151014,61.4856349992,74140.3957264718,145353.292738588,106359.797480568,23046.1179961869,45992.5115141715,33581.9567130454,3159.60846192641,6305.49943142875,4603.82505346853,5345.77221242066,8678.29528595197,6975.24530918243,3494.08536051473,5684.21929535832,4568.77876615863,0,0,0,1464.98340516499,3975.00252667416,2190.81725187285,27.1492360487657,73.6113248692909,40.6292139992934,4.91779683532349e-07,1.59441578347836e-06,8.92850570108834e-07
2024,"americas","a2",0,687.135736619363,135.499743782304,0,67.8387649324229,13.3774664552824,2184.61578205796,9717.31922588752,3945.60871938853,166323.752155753,604056.173258789,251136.32239768,0,216.94409619245,42.6535881043728,0,21.4182129683486,4.21105552037358,0,36934.4914765122,7282.58000962399,0,11667.5490226677,2292.09305837887,0,1598.24609779525,313.83875363218,661.053674489828,2953.41960341339,1192.35951844654,430.290030582631,1908.85747270045,780.444841247725,0,0,0,766.666413490265,Inf,5887.81234026906,14.2552434819532,Inf,109.56637274374,0,3.28179245595871e-06,3.5772422196909e-07
2024,"americas","a3_1",1030.41943872013,1991.70761135986,1486.39307855794,101.730092556453,196.635071151897,146.746945733853,14011.1762139332,20412.2850826542,17180.0658996713,263870.419981673,336184.830248255,282284.40920311,769.247002054373,1486.68174766867,1109.19932860616,75.9453536852579,146.775445133466,109.507785007254,55606.0109323401,107325.427269152,80154.1665852294,41513.6900677404,80108.7022936796,59813.8771642661,5691.09292874532,10981.626046576,8199.86564434749,12351.9654741012,17971.3721707067,15131.4061684034,9881.57237928098,14377.0977365653,12105.1249347227,0,0,0,177.489513404909,437.031056800261,254.4938514864,3.29390456250708,8.09816785016418,4.71937989286124,4.2804021570943e-07,1.20359933873346e-06,7.33044448256454e-07
2024,"americas","a3_2",1146.13987584612,2233.0933055899,1651.56622665654,113.154809848396,220.466326748478,163.053974709143,10493.8483610693,15669.993384871,13107.3526848053,201881.828947694,259923.709682935,217363.811272675,652.468796334696,1271.06251732321,942.010651307874,64.4162062041166,125.488032031826,93.0017691298066,61798.2254985906,120535.239816865,89077.2938894177,35179.1035469543,68604.0996358543,50807.1384643206,4822.79648650548,9405.57689686048,6965.21938889517,9403.90287351031,14065.0719405053,11748.1169482075,7052.92715513273,10548.803955379,8811.08771115561,0,0,0,158.829189120332,398.369563637495,230.744536668338,2.94270794339214,7.38858252416832,4.27821400383175,4.63892967696585e-07,1.35163297028901e-06,8.01839695213117e-07
2024,"americas","a3_3",932.522865332032,1751.4771582472,1303.1460319331,92.065069656554,172.917868902311,128.655537212876,18113.3649545083,25778.0440022076,21844.0692256025,332622.180806283,421037.12557256,355896.033669096,920.047530440495,1725.56268825545,1285.22458419519,90.8334188107926,170.359414226721,126.886208657324,50309.4524528906,94426.2560600435,70259.1915786314,49636.9770238803,93035.7582569103,69293.3720028627,6804.7675953773,12753.7421270752,9499.41381419548,15693.830238503,22315.0566933604,18909.3048525423,13339.7557027275,18967.7981893564,16072.9091246609,0,0,0,192.761574569374,457.625406994983,276.913496711518,3.57520793121044,8.4823281113594,5.13607612650734,4.12298988563289e-07,1.09951660113029e-06,6.79678388083311e-07
