"cluster","scenario","total_deaths_lci","total_deaths_uci","total_deaths","U5_deaths_lci","U5_deaths_uci","U5_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","U5_deaths_averted_lci","U5_deaths_averted_uci","U5_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","U5_YLL_averted_lci","U5_YLL_averted_uci","U5_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"east africa","a5_1",66008.5689090342,129154.158743115,93383.4792796709,6516.81982336797,12750.9866654956,9219.4592157192,3398708.04168449,4883645.89242983,4047204.49741667,77431986.0140288,93448373.0740081,81451269.2529594,48567.3726105199,111304.552303577,74872.6673260472,4794.90499230951,10988.7507769279,7391.94457209387,3138729.42401613,6157389.17622787,4445512.04664322,2320243.16753311,5335280.04884945,3583660.90927995,321644.316355769,740645.101728088,497168.638742793,1863808.95152759,2617773.59143552,2213012.84193851,1138165.78376069,1604584.00880892,1353915.16029401,0,0,0,695.676721315379,1924.09776463318,1087.86386490366,14.5131999267268,40.2752497589995,22.7285090065413,1.85529309216871e-07,5.9718863466318e-07,3.38329113628016e-07
"east africa","a5_2",65376.9915785645,128320.081761868,93156.8214172353,6454.46616633191,12668.6408504682,9197.08199295168,1547601.52184756,2965101.70825762,2104311.68004096,49538478.4274801,65993469.4391895,53212207.3099048,47980.6888870045,110934.447489175,74463.6717206141,4736.98354085794,10952.2114846651,7351.56571351219,3106724.752376,6114772.58387757,4433900.7382333,2290907.48461935,5317289.87216636,3563300.4314719,317546.08914308,738156.931700814,494324.855157187,726834.841973495,1423499.66106462,1007270.36222469,383401.0701097,815177.438982549,551777.625524097,0,0,0,446.556318156396,1375.4172974591,714.606278207119,9.31649009522536,28.80669336595,14.9334046716696,3.37061470398386e-07,1.52626760692934e-06,7.39262014581181e-07
"west africa","a1",183821.447915895,282780.238366947,231057.647171266,18148.1173662372,27918.0096388095,22811.5997712591,3452140.59678692,4027911.9691523,3729651.93513243,110447565.116959,121916467.87722,113263476.780707,100309.406982656,154888.370950491,125957.478873884,9903.23442393837,15291.6450530892,12435.3884471874,8182425.214829,12589985.6663641,10286187.0266872,4464331.18626242,6896987.46421226,5608113.36127005,618104.712534892,954944.578878059,776461.296784997,1204393.94462491,1398299.37392607,1298888.78759503,511965.641478616,626641.74546495,565937.179971186,0,0,0,713.078486391099,1215.40413351561,899.219941470192,16.0138851476909,27.3090106424853,20.1963600741224,7.17367173676206e-07,1.28602747997649e-06,9.69732590479141e-07
"west africa","a2",45220.9655714611,98764.2020677779,68216.47128808,4464.52467821348,9750.6811693099,6734.79912862537,975587.854670378,1647380.50272263,1265588.36983822,34942320.3383398,49980296.6082424,38525283.2576853,23994.1011077814,53383.5271869375,36394.2331756773,2368.86265415889,5270.38888985098,3593.08896004666,2014289.9340686,4399120.86043441,3038737.41458066,1067767.13940915,2376112.06582876,1620221.88395949,147852.767326046,329005.831500335,224339.398998886,342537.774087998,576185.021221514,442896.623641764,144505.255640929,248827.743458733,189897.561277344,0,0,0,654.55248425192,2083.02433934621,1058.55460868543,14.7056701747577,46.8082363312838,23.7777823143194,4.16430490624588e-07,1.55847124683023e-06,8.21732007718232e-07
"west africa","a3_1",97333.3362560376,152505.042534063,123888.757517855,9609.41625718343,15056.3464831236,12231.1500495853,3759642.84127971,4261249.34480058,4009925.14726572,100297397.194409,108804589.877186,102445897.511457,182944.929358895,287027.39847697,233358.699505604,18061.5814270066,28337.3184900006,23038.7754806384,4337028.77026066,6793637.42737795,5520679.0860672,8143431.39704787,12773128.7437531,10386616.40913,1127610.98523969,1768718.25501881,1438284.51325703,2609384.2215514,2964033.99432791,2786976.22632683,1796240.219154,2049487.84414932,1921699.11169955,0,0,0,349.434924075573,594.739576868716,439.006121170967,7.85221845066437,13.3610249257616,9.86325993722123,6.17216029603525e-07,1.09998135232962e-06,8.37318586722087e-07
"west africa","a3_2",116826.229842405,180864.828734584,147684.654633785,11533.8887527697,17856.2195897914,14580.4446427406,3102824.47966437,3512764.57341683,3305906.79634103,83501006.0118487,90544089.5718677,85301825.1462472,164316.443367864,254506.103670239,206980.194893433,16222.4491932359,25126.5926375713,20434.5081164376,5205258.41620617,8060124.70800028,6580582.23894115,7312805.0693266,11328327.4427215,9213315.49153183,1012661.0947011,1568696.53549258,1275826.43172583,2163320.74151502,2455602.24872416,2308853.0571356,1382698.55586483,1577512.97927806,1480782.91936325,0,0,0,328.090386861764,551.03486733316,412.125542688594,7.37099156376333,12.3815811735025,9.2585373012191,6.69149262480262e-07,1.17646033149944e-06,8.96463264536273e-07
"west africa","a3_3",75146.8549581741,118016.722101046,96291.8047343471,7419.01426055855,11651.4223348318,9506.58910338513,4496077.60952031,5094212.42564724,4798312.4158788,118668005.333771,129003133.062268,121487350.459107,203559.225183856,315729.772595198,259104.915211659,20096.766462786,31171.0142316726,25580.6189361623,3352353.88417902,5261626.73203858,4293290.13528901,9063361.87851403,14053974.9945261,11533603.9122025,1255054.11644898,1946170.64880445,1597137.39474407,3095168.82046916,3517176.69911426,3309731.40572984,2279088.76925709,2601310.0321854,2443667.74179251,0,0,0,375.853073209911,633.73759133614,468.873198950572,8.44373249418696,14.2334748177812,10.5333381815353,5.78757459740702e-07,1.0200728648699e-06,7.8285783179594e-07
"west africa","a4",97322.7005106259,151715.199813348,123466.229365374,9608.36622326085,14978.3677784679,12189.4351649039,3763407.53806894,4248548.07902139,4010888.51684013,108320091.537146,116994055.527307,110560491.755125,184495.00190257,286022.950575782,232615.626986497,18214.6152474217,28238.1524862198,22965.4142518957,4337270.63680491,6759898.93793141,5501610.53795341,8211330.19097764,12728221.2114174,10353069.0414951,1137121.18072425,1762611.05142251,1433668.22188025,2616251.89566002,2954483.85472909,2787724.77215253,1799940.21786326,2041322.50551568,1922249.61493778,167497.220646231,189856.074537556,178772.516402943,378.711188452154,634.13130069014,475.2926240916,8.51023012076356,14.2478810139502,10.6790065160387,6.24457641246739e-07,1.09325463289774e-06,8.34428238074895e-07
"west africa","a5_1",41265.6584949041,78836.4807476789,57759.3155946231,4074.02956538145,7783.27948980462,5702.39681108569,1335065.44361475,1877484.11301927,1579100.86330299,41561632.1055435,51588234.852504,44034036.1925944,30295.7879540147,69559.5262037127,46575.5826531567,2991.00851247593,6867.39474526612,4598.26179139392,1839273.75818859,3519316.16734882,2575256.05709099,1348033.47307303,3098456.30601336,2072911.43031136,186647.815675108,429052.214108604,287039.703994996,845057.598230441,1229805.41084806,1018499.37870051,521510.388417184,760217.704180095,626951.166584988,0,0,0,597.497343265762,1702.81871957939,945.43178387077,13.4136576413494,38.2692536075543,21.2426037835974,2.4634619173714e-07,8.23133551480645e-07,4.57296132203653e-07
"west africa","a5_2",40417.5398457547,80465.8493184764,57707.1307983508,3990.29746034275,7944.14195928762,5697.24476915467,758799.392617125,1324073.35749958,997058.712693832,26145476.9527804,36773226.5644501,28710030.8881458,29743.892000501,70538.3228241658,46433.3205117006,2936.5215488932,6964.02827822463,4584.2166945394,1800689.98272738,3585230.782913,2572295.61215625,1322343.39756934,3138079.57914561,2066143.29261045,183097.210162187,434554.549333323,286098.431805361,424634.427111458,815940.842004091,593049.318620019,223060.243483057,469140.878586634,324108.624366916,0,0,0,370.656345458546,1236.32867426464,618.306650736108,8.33168066435682,27.8091353819625,13.8954693949965,3.64534908283851e-07,1.66115412035706e-06,7.82958837550769e-07
